Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Бугурусланская городская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	39024	1947	2056	1896	1796	1741	1886	1982	1723	1712	2041	1952	1689	589	1025	297	1856	1756	1705	1950	1739	2120	1889	1677									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39090	1958	2022	1926	1813	1762	1918	1997	1733	1728	2024	1981	1709	583	1048	301	1666	1779	1721	1965	1772	2106	1899	1679									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14946	760	754	863	676	744	911	706	699	645	626	656	466	238	409	121	731	640	660	693	709	893	732	614									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	855	27	60	20	28	22	39	48	30	35	78	50	103	64	16	21	25	28	41	26	13	4	20	57									
6	Число погашенных избирательных бюллетеней	23289	1171	1208	1043	1109	996	968	1243	1004	1048	1320	1275	1140	281	623	159	910	1111	1020	1246	1050	1209	1147	1008									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	855	27	60	20	28	22	39	48	30	35	78	50	103	64	16	21	25	28	41	26	13	4	20	57									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14937	760	754	863	676	744	911	706	699	645	625	656	466	238	404	121	731	639	658	693	709	893	732	614									
9	Число недействительных избирательных бюллетеней	368	25	12	17	16	11	21	26	22	4	23	26	5	6	9	4	21	22	10	23	11	27	19	8									
10	Число действительных избирательных бюллетеней	15424	762	802	866	688	755	929	728	707	676	680	680	564	296	411	138	735	645	689	696	711	870	733	663									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	470	20	20	20	25	25	40	20	20	20	20	20	20	10	20	10	20	20	20	20	20	20	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	332	13	13	18	21	22	31	15	19	15	16	11	17	4	10	10	15	14	5	18	17	16	7	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	9	3	19	14	7	17	4	2	9	2	10	4	18	6	7	2	2	5	2	3	6	6	3									
14	Число погашенных неиспользованных открепительных удостоверений	138	7	7	2	4	3	9	5	1	5	4	9	3	6	10	0	5	6	15	2	3	4	13	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	2	1	2	1	1	2	2	0	2	2	3	2	0	1	0	2	2	1	0	3	1	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	193	14	8	8	5	17	16	12	8	9	2	6	6	0	3	2	6	11	7	8	3	18	10	14									
		1.22%	1.78%	0.98%	0.91%	0.71%	2.22%	1.68%	1.59%	1.10%	1.32%	0.28%	0.85%	1.05%	0.00%	0.71%	1.41%	0.79%	1.65%	1.00%	1.11%	0.42%	2.01%	1.33%	2.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	507	15	39	23	17	27	32	24	27	21	41	46	16	5	12	2	27	24	18	18	16	19	22	16									
		3.21%	1.91%	4.79%	2.60%	2.41%	3.52%	3.37%	3.18%	3.70%	3.09%	5.83%	6.52%	2.81%	1.66%	2.86%	1.41%	3.57%	3.60%	2.58%	2.50%	2.22%	2.12%	2.93%	2.38%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	271	10	13	9	11	21	20	9	13	10	12	12	9	5	5	0	18	8	12	9	14	19	12	20									
		1.72%	1.27%	1.60%	1.02%	1.56%	2.74%	2.11%	1.19%	1.78%	1.47%	1.71%	1.70%	1.58%	1.66%	1.19%	0.00%	2.38%	1.20%	1.72%	1.25%	1.94%	2.12%	1.60%	2.98%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5968	282	333	358	257	283	387	304	241	266	255	226	270	205	142	96	267	243	280	217	249	308	235	264									
		37.79%	35.83%	40.91%	40.54%	36.51%	36.95%	40.74%	40.32%	33.06%	39.12%	36.27%	32.01%	47.45%	67.88%	33.81%	67.61%	35.32%	36.43%	40.06%	30.18%	34.49%	34.34%	31.25%	39.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	83	2	2	5	4	4	10	4	7	3	1	5	1	0	2	0	9	5	3	1	3	2	4	6									
		0.53%	0.25%	0.25%	0.57%	0.57%	0.52%	1.05%	0.53%	0.96%	0.44%	0.14%	0.71%	0.18%	0.00%	0.48%	0.00%	1.19%	0.75%	0.43%	0.14%	0.42%	0.22%	0.53%	0.89%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	4	1	1	1	2	0	1	1	1	4	0	1	1	1	0	1	1	8	1	3	2	1	1									
		0.23%	0.51%	0.12%	0.11%	0.14%	0.26%	0.00%	0.13%	0.14%	0.15%	0.57%	0.00%	0.18%	0.33%	0.24%	0.00%	0.13%	0.15%	1.14%	0.14%	0.42%	0.22%	0.13%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3890	210	193	186	186	162	187	167	203	187	182	190	159	29	114	19	185	168	171	190	177	232	225	168									
		24.63%	26.68%	23.71%	21.06%	26.42%	21.15%	19.68%	22.15%	27.85%	27.50%	25.89%	26.91%	27.94%	9.60%	27.14%	13.38%	24.47%	25.19%	24.46%	26.43%	24.52%	25.86%	29.92%	25.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	93	1	3	12	3	3	10	6	4	2	4	1	3	0	1	0	12	4	4	6	2	8	2	2									
		0.59%	0.13%	0.37%	1.36%	0.43%	0.39%	1.05%	0.80%	0.55%	0.29%	0.57%	0.14%	0.53%	0.00%	0.24%	0.00%	1.59%	0.60%	0.57%	0.83%	0.28%	0.89%	0.27%	0.30%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	109	5	3	7	6	5	4	1	9	7	1	9	3	0	3	0	10	4	0	7	9	11	1	4									
		0.69%	0.64%	0.37%	0.79%	0.85%	0.65%	0.42%	0.13%	1.23%	1.03%	0.14%	1.27%	0.53%	0.00%	0.71%	0.00%	1.32%	0.60%	0.00%	0.97%	1.25%	1.23%	0.13%	0.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	1	0	0	1	1	2	3	0	1	0	1	0	2	1	1	2	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.13%	0.14%	0.29%	0.43%	0.00%	0.18%	0.00%	0.24%	0.00%	0.26%	0.15%	0.14%	0.28%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	130	8	2	16	3	8	11	7	8	4	5	2	1	2	4	0	9	2	6	11	5	6	8	2									
		0.82%	1.02%	0.25%	1.81%	0.43%	1.04%	1.16%	0.93%	1.10%	0.59%	0.71%	0.28%	0.18%	0.66%	0.95%	0.00%	1.19%	0.30%	0.86%	1.53%	0.69%	0.67%	1.06%	0.30%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3564	199	170	208	173	188	215	171	160	139	147	172	85	46	112	19	153	149	162	199	195	199	167	136									
		22.57%	25.29%	20.88%	23.56%	24.57%	24.54%	22.63%	22.68%	21.95%	20.44%	20.91%	24.36%	14.94%	15.23%	26.67%	13.38%	20.24%	22.34%	23.18%	27.68%	27.01%	22.19%	22.21%	20.27%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	71	3	4	8	4	3	6	6	5	2	3	1	1	1	2	0	6	4	1	2	0	4	2	3									
		0.45%	0.38%	0.49%	0.91%	0.57%	0.39%	0.63%	0.80%	0.69%	0.29%	0.43%	0.14%	0.18%	0.33%	0.48%	0.00%	0.79%	0.60%	0.14%	0.28%	0.00%	0.45%	0.27%	0.45%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	492	9	31	25	17	32	31	15	20	23	20	10	8	2	9	0	30	21	16	25	35	42	44	27									
		3.12%	1.14%	3.81%	2.83%	2.41%	4.18%	3.26%	1.99%	2.74%	3.38%	2.84%	1.42%	1.41%	0.66%	2.14%	0.00%	3.97%	3.15%	2.29%	3.48%	4.85%	4.68%	5.85%	4.02%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
