Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Злынковская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438					
1	"Число избирателей, внесенных в список"	10301	1002	433	298	323	177	417	330	328	265	419	415	476	1183	1511	1554	1170					
2	Число полученных избирательных бюллетеней	10400	1025	450	310	340	190	425	340	330	270	440	415	500	1205	1490	1520	1150					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6084	552	284	219	175	129	288	192	230	165	249	199	335	736	830	888	613					
5	"Число избирательных бюллетеней, выданных вне помещения"	1096	147	52	17	73	11	58	44	57	71	95	117	86	95	44	57	72					
6	Число погашенных избирательных бюллетеней	3220	326	114	74	92	50	79	104	43	34	96	99	79	374	616	575	465					
7	Число избирательных бюллетеней в переносных ящиках	1096	147	52	17	73	11	58	44	57	71	95	117	86	95	44	57	72					
8	Число бюллетеней в стационарных ящиках для голосования	6084	552	284	219	175	129	288	192	230	165	249	199	335	736	830	888	613					
9	Число недействительных избирательных бюллетеней	73	4	2	2	1	2	1	6	4	3	3	4	2	10	13	7	9					
10	Число действительных избирательных бюллетеней	7107	695	334	234	247	138	345	230	283	233	341	312	419	821	861	938	676					
11	Число полученных открепительных  удостоверений	200	15	25	15	25	10	10	5	5	5	15	5	25	10	10	10	10					
12	Число выданных открепительных удостоверений	114	15	5	12	12	6	5	4	0	2	14	4	15	10	2	6	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	3	0	5	3	0	1	1	1	0	2	1	1	2	7	6	0					
14	Число неиспользованных открепительных удостоверений	86	0	20	3	13	4	5	1	5	3	1	1	10	0	8	4	8					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	144	11	3	6	21	0	0	2	2	1	4	6	5	15	19	37	12					
		2.01%	1.57%	0.89%	2.54%	8.47%	0.00%	0.00%	0.85%	0.70%	0.42%	1.16%	1.90%	1.19%	1.81%	2.17%	3.92%	1.75%					
19	. Малышкин Олег Александрович	71	3	2	1	2	1	1	1	1	0	3	1	6	10	15	17	7					
		0.99%	0.43%	0.60%	0.42%	0.81%	0.71%	0.29%	0.42%	0.35%	0.00%	0.87%	0.32%	1.43%	1.20%	1.72%	1.80%	1.02%					
20	. Миронов Сергей Михайлович	55	11	2	5	1	1	0	5	0	0	2	2	3	9	2	8	4					
		0.77%	1.57%	0.60%	2.12%	0.40%	0.71%	0.00%	2.12%	0.00%	0.00%	0.58%	0.63%	0.71%	1.08%	0.23%	0.85%	0.58%					
21	. Путин Владимир Владимирович	5155	465	216	174	141	111	239	183	211	189	272	195	314	581	651	703	510					
		71.80%	66.52%	64.29%	73.73%	56.85%	79.29%	69.08%	77.54%	73.52%	80.08%	79.07%	61.71%	74.58%	69.92%	74.49%	74.39%	74.45%					
22	. Хакамада Ирина Муцуовна	96	7	2	3	4	1	2	3	3	0	3	7	2	15	25	13	6					
		1.34%	1.00%	0.60%	1.27%	1.61%	0.71%	0.58%	1.27%	1.05%	0.00%	0.87%	2.22%	0.48%	1.81%	2.86%	1.38%	0.88%					
23	. Харитонов Николай Михайлович	1397	184	101	39	72	23	99	23	57	39	50	95	76	173	120	128	118					
		19.46%	26.32%	30.06%	16.53%	29.03%	16.43%	28.61%	9.75%	19.86%	16.53%	14.53%	30.06%	18.05%	20.82%	13.73%	13.54%	17.23%					
																							
24	Против всех	189	14	8	6	6	1	4	13	9	4	7	6	13	18	29	32	19					
		2.63%	2.00%	2.38%	2.54%	2.42%	0.71%	1.16%	5.51%	3.14%	1.69%	2.03%	1.90%	3.09%	2.17%	3.32%	3.39%	2.77%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
