Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
"Наименование Избирательной комиссии:    Ижевск, Устиновская"																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549					
1	"Число избирателей, внесенных в списки"	106885	1914	2143	2669	2188	2095	2109	2174	1367	2855	2704	2738	2697	253	2581	2451	2373	1970	2618	2435	2572	2044	2604	2697	1791	2241	2009	2048	2773	2774	2720	27	78	1547	2155	2292	1341	1909	2215	2232	2448	2540	2268	2888	2603	2419	2347	2591	2589	1789					
2	"Число бюллетеней, полученных участковыми комиссиями"	100130	1700	2000	2400	2000	2000	2000	2000	1300	2600	2500	2500	2500	230	2400	2300	2200	1800	2400	2300	2500	2000	2500	2500	1700	2100	2000	2000	2600	2600	2500	450	150	1400	2000	2100	1300	1800	2000	2100	2300	2300	2100	2700	2400	2200	2200	2400	2400	1700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	58577	1051	1082	1373	1222	957	1175	1142	552	1575	1514	1475	1396	108	1426	1275	1331	978	1352	1302	1486	1086	1465	1568	1025	1154	1059	1123	1541	1406	1430	25	78	905	1212	1406	783	1083	1293	1227	1394	1488	1321	1556	1480	1433	1374	1450	1486	954					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	668	7	11	7	11	6	9	13	12	17	15	7	8	2	7	10	15	13	13	17	16	19	17	21	23	46	21	34	12	13	28	0	0	6	7	9	9	10	15	17	17	12	14	9	11	10	18	23	13	18					
6	Число погашенных бюллетеней	40885	642	907	1020	767	1037	816	845	736	1008	971	1018	1096	120	967	1015	854	809	1035	981	998	895	1018	911	652	900	920	843	1047	1181	1042	425	72	489	781	685	508	707	692	856	889	800	765	1135	909	757	808	927	901	728					
7	Число бюллетеней в переносных ящиках для голосования	668	7	11	7	11	6	9	13	12	17	15	7	8	2	7	10	15	13	13	17	16	19	17	21	23	46	21	34	12	13	28	0	0	6	7	9	9	10	15	17	17	12	14	9	11	10	18	23	13	18					
8	Число бюллетеней в стационарных ящиках для голосования	58543	1051	1082	1373	1222	957	1172	1142	552	1575	1509	1475	1396	108	1422	1274	1331	977	1351	1302	1484	1086	1463	1568	1025	1154	1059	1123	1540	1402	1430	25	78	905	1212	1406	782	1083	1293	1226	1392	1488	1321	1556	1480	1433	1374	1447	1486	951					
9	Число недействительных бюллетеней	1105	31	18	42	24	19	7	25	26	22	18	36	36	13	16	26	20	20	19	23	32	18	27	37	21	15	10	25	30	23	19	0	0	10	19	23	6	27	26	20	21	25	17	22	49	25	30	34	33	20					
10	Число действительных бюллетеней	58106	1027	1075	1338	1209	944	1174	1130	538	1570	1506	1446	1368	97	1413	1258	1326	970	1345	1296	1468	1087	1453	1552	1027	1185	1070	1132	1522	1392	1439	25	78	901	1200	1392	785	1066	1282	1223	1388	1475	1318	1543	1442	1418	1362	1436	1466	949					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	990	20	20	20	20	20	30	30	20	20	20	20	20	20	20	20	20	20	40	20	20	20	30	20	20	20	20	20	20	20	20	0	0	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	538	11	15	17	12	8	9	11	4	17	13	13	15	0	10	8	11	15	31	14	7	9	24	11	10	11	12	10	18	13	16	0	0	10	10	12	11	3	8	3	15	16	5	10	14	15	1	9	15	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	389	3	3	12	6	4	4	3	9	4	8	4	8	7	8	1	9	11	6	5	2	13	7	10	11	5	12	10	15	4	6	13	27	3	13	12	8	5	8	3	3	9	4	11	8	15	15	3	14	5					
14	Число погашенных открепительных удостоверений	452	9	5	3	8	12	21	19	16	3	7	7	5	20	10	12	9	5	9	6	13	11	6	9	10	9	8	10	2	7	4	0	0	10	10	8	9	17	12	17	5	4	15	10	6	5	19	11	5	14					
15	Число открепительных удостоверений выданных ТИК	62	3	4	1	2	2	3	0	2	2	2	3	2	0	1	2	1	2	1	2	1	2	2	2	1	1	1	1	2	2	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	2	2	2	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	660	14	14	11	16	10	6	19	9	16	20	11	24	6	20	13	9	7	19	12	20	10	16	15	17	16	10	10	12	19	15	2	0	15	10	14	4	7	22	10	21	17	10	11	14	21	23	15	14	14					
		1.11%	1.32%	1.28%	0.79%	1.29%	1.03%	0.50%	1.64%	1.59%	1.00%	1.31%	0.74%	1.70%	5.45%	1.39%	1.01%	0.66%	0.70%	1.39%	0.90%	1.33%	0.90%	1.08%	0.94%	1.62%	1.33%	0.92%	0.86%	0.77%	1.34%	1.02%	8.0%	0.0%	1.64%	0.82%	0.98%	0.50%	0.64%	1.68%	0.80%	1.49%	1.13%	0.74%	0.70%	0.93%	1.45%	1.65%	1.02%	0.93%	1.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4560	96	95	131	113	99	89	75	23	142	121	79	83	3	94	107	130	97	87	87	126	70	151	106	94	97	67	132	116	98	96	2	6	57	90	125	53	94	113	76	127	97	115	105	82	106	98	117	109	84					
		7.70%	9.07%	8.69%	9.49%	9.16%	10.28%	7.53%	6.49%	4.07%	8.91%	7.93%	5.33%	5.91%	2.72%	6.57%	8.33%	9.65%	9.79%	6.37%	6.59%	8.4%	6.33%	10.20%	6.67%	8.96%	8.08%	6.20%	11.40%	7.47%	6.92%	6.58%	8.0%	7.69%	6.25%	7.38%	8.83%	6.70%	8.60%	8.63%	6.11%	9.01%	6.46%	8.61%	6.70%	5.49%	7.34%	7.04%	7.95%	7.27%	8.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1506	24	30	42	55	26	41	42	21	53	33	37	35	2	27	32	21	27	34	37	33	34	33	30	21	31	28	31	38	32	55	2	0	24	23	29	20	27	34	31	36	50	27	36	20	35	31	35	40	21					
		2.54%	2.26%	2.74%	3.04%	4.46%	2.69%	3.47%	3.63%	3.72%	3.32%	2.16%	2.49%	2.49%	1.81%	1.88%	2.49%	1.56%	2.72%	2.49%	2.80%	2.2%	3.07%	2.22%	1.88%	2.00%	2.58%	2.59%	2.67%	2.44%	2.26%	3.77%	8.0%	0.0%	2.63%	1.88%	2.04%	2.52%	2.47%	2.59%	2.49%	2.55%	3.33%	2.02%	2.30%	1.34%	2.42%	2.22%	2.38%	2.66%	2.16%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1926	32	57	26	48	26	41	28	8	43	41	32	34	3	33	32	35	33	42	53	33	31	63	59	43	30	34	30	70	49	53	1	2	35	62	58	26	42	47	64	56	48	51	51	34	35	55	42	51	24					
		3.25%	3.02%	5.21%	1.88%	3.89%	2.69%	3.47%	2.42%	1.41%	2.70%	2.69%	2.15%	2.42%	2.72%	2.30%	2.49%	2.60%	3.33%	3.07%	4.01%	2.2%	2.80%	4.25%	3.71%	4.10%	2.5%	3.14%	2.59%	4.51%	3.46%	3.63%	4.0%	2.56%	3.84%	5.08%	4.09%	3.28%	3.84%	3.59%	5.14%	3.97%	3.2%	3.82%	3.25%	2.28%	2.42%	3.95%	2.85%	3.40%	2.47%					
22	"5. ""За Русь Святую"""	233	3	2	6	6	6	5	6	0	8	4	5	6	0	7	4	5	5	7	11	4	6	3	2	2	5	4	4	7	7	5	0	0	2	7	5	1	6	3	7	11	8	7	2	6	3	7	3	5	5					
