Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Залегощенская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12418	1624	1150	1106	382	532	310	234	257	278	333	379	228	832	790	259	1054	239	527	906	372	148	478									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12692	1659	1165	1120	386	542	322	238	277	282	345	378	240	847	795	254	1083	258	518	927	388	145	523									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6036	793	649	629	229	229	147	110	101	165	174	179	146	446	298	147	535	124	209	295	130	98	203									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1548	42	39	44	80	69	62	28	59	51	64	106	22	111	208	51	112	39	64	106	72	28	91									
6	Число погашенных избирательных бюллетеней	5108	824	477	447	77	244	113	100	117	66	107	93	72	290	289	56	436	95	245	526	186	19	229									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1547	42	39	44	80	69	62	28	59	51	64	106	22	111	208	51	112	39	64	106	72	28	90									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6035	793	649	629	229	229	147	110	101	165	173	179	146	446	298	147	535	124	209	295	130	98	203									
9	Число недействительных избирательных бюллетеней	141	9	13	7	0	4	2	0	4	0	6	2	0	7	28	2	23	7	10	5	6	1	5									
10	Число действительных избирательных бюллетеней	7441	826	675	666	309	294	207	138	156	216	231	283	168	550	478	196	624	156	263	396	196	125	288									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	273	35	30	25	9	10	5	7	5	6	13	6	7	15	10	5	15	5	20	15	5	5	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	207	31	23	20	9	1	5	7	5	6	13	6	3	6	10	0	10	5	20	5	2	0	20									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	62	5	5	2	2	0	4	1	1	1	3	2	2	2	2	0	9	0	3	6	2	4	6									
14	Число погашенных неиспользованных открепительных удостоверений	66	4	7	5	0	9	0	0	0	0	0	0	4	9	0	5	5	0	0	10	3	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	5	3	2	2	0	1	0	1	2	1	0	0	0	4	1	0	0	2	1	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	73	2	7	4	3	9	4	2	0	1	1	0	0	12	3	1	10	3	2	3	1	0	5									
		0.96%	0.24%	1.02%	0.59%	0.97%	3.02%	1.91%	1.45%	0.00%	0.46%	0.42%	0.00%	0.00%	2.15%	0.59%	0.51%	1.55%	1.84%	0.73%	0.75%	0.50%	0.00%	1.71%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	351	36	53	35	8	8	19	6	8	4	14	1	6	21	24	7	42	11	8	17	7	2	14									
		4.63%	4.31%	7.70%	5.20%	2.59%	2.68%	9.09%	4.35%	5.00%	1.85%	5.91%	0.35%	3.57%	3.77%	4.74%	3.54%	6.49%	6.75%	2.93%	4.24%	3.47%	1.59%	4.78%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	92	20	8	5	1	7	1	1	0	1	3	1	0	6	6	5	9	2	1	4	3	0	8									
		1.21%	2.40%	1.16%	0.74%	0.32%	2.35%	0.48%	0.72%	0.00%	0.46%	1.27%	0.35%	0.00%	1.08%	1.19%	2.53%	1.39%	1.23%	0.37%	0.99%	1.49%	0.00%	2.73%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4305	378	308	403	223	173	103	83	113	160	154	194	101	368	316	129	315	81	149	213	118	102	121									
		56.78%	45.27%	44.77%	59.88%	72.17%	58.05%	49.28%	60.14%	70.63%	74.07%	64.98%	68.07%	60.12%	66.07%	62.45%	65.15%	48.69%	49.69%	54.58%	53.12%	58.42%	80.95%	41.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	8	2	2	1	0	2	0	2	0	0	0	1	2	1	0	0	0	0	3	4	0	2									
		0.40%	0.96%	0.29%	0.30%	0.32%	0.00%	0.96%	0.00%	1.25%	0.00%	0.00%	0.00%	0.60%	0.36%	0.20%	0.00%	0.00%	0.00%	0.00%	0.75%	1.98%	0.00%	0.68%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	0	0	0	0	0	1	1	0	0	0	1	1	0	2	3	0	0	2	0	0	2									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.63%	0.00%	0.00%	0.00%	0.60%	0.18%	0.00%	1.01%	0.46%	0.00%	0.00%	0.50%	0.00%	0.00%	0.68%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1043	125	89	87	35	49	21	19	17	27	21	38	32	52	63	22	102	25	42	71	31	11	64									
		13.76%	14.97%	12.94%	12.93%	11.33%	16.44%	10.05%	13.77%	10.63%	12.50%	8.86%	13.33%	19.05%	9.34%	12.45%	11.11%	15.77%	15.34%	15.38%	17.71%	15.35%	8.73%	21.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	35	2	4	1	1	0	1	0	0	0	1	13	2	3	1	0	2	1	0	0	0	0	3									
		0.46%	0.24%	0.58%	0.15%	0.32%	0.00%	0.48%	0.00%	0.00%	0.00%	0.42%	4.56%	1.19%	0.54%	0.20%	0.00%	0.31%	0.61%	0.00%	0.00%	0.00%	0.00%	1.02%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	4	3	2	3	0	0	0	0	0	0	1	0	3	2	1	4	1	1	4	0	0	1									
		0.40%	0.48%	0.44%	0.30%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.54%	0.40%	0.51%	0.62%	0.61%	0.37%	0.99%	0.00%	0.00%	0.34%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	1	0	1	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	1									
		0.12%	0.00%	0.00%	0.00%	0.32%	0.00%	0.48%	0.00%	0.63%	0.46%	0.42%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.34%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	4	5	3	0	0	0	3	0	0	0	1	0	0	0	2	6	4	0	0	0	0	1									
		0.38%	0.48%	0.73%	0.45%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	1.01%	0.93%	2.45%	0.00%	0.00%	0.00%	0.00%	0.34%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1175	208	175	107	23	37	51	22	14	18	26	30	21	55	53	25	94	20	49	58	29	7	53									
		15.50%	24.91%	25.44%	15.90%	7.44%	12.42%	24.40%	15.94%	8.75%	8.33%	10.97%	10.53%	12.50%	9.87%	10.47%	12.63%	14.53%	12.27%	17.95%	14.46%	14.36%	5.56%	18.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	7	0	0	1	2	2	1	0	0	5	1	0	2	2	0	4	0	0	2	0	0	1									
		0.40%	0.84%	0.00%	0.00%	0.32%	0.67%	0.96%	0.72%	0.00%	0.00%	2.11%	0.35%	0.00%	0.36%	0.40%	0.00%	0.62%	0.00%	0.00%	0.50%	0.00%	0.00%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	226	32	21	17	9	9	2	0	0	4	5	3	4	25	5	2	33	8	10	19	3	3	12									
		2.98%	3.83%	3.05%	2.53%	2.91%	3.02%	0.96%	0.00%	0.00%	1.85%	2.11%	1.05%	2.38%	4.49%	0.99%	1.01%	5.10%	4.91%	3.66%	4.74%	1.49%	2.38%	4.10%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
