Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Жигулевская городская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022					
1	"Число избирателей, внесенных в списки избирателей"	50401	2585	2502	2317	2275	2683	2553	2842	2692	2810	1484	536	758	2904	2274	1881	2736	2253	2624	2409	2490	768	131	1434	1114	88	899	359					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	39400	2000	2000	2000	2000	2000	2000	2000	2000	2000	1000	500	550	2000	2000	1500	2000	2000	2000	2000	2000	600	130	1000	1000	120	700	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22198	1134	1092	1054	1053	1291	1398	1153	1188	1227	637	207	271	992	1033	884	1237	981	1108	1045	861	328	66	739	520	88	423	188					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1613	50	55	33	89	51	76	97	52	43	142	31	23	72	73	30	45	31	27	35	131	7	18	90	105	0	143	64					
6	Число погашенных избирательных бюллетеней	15589	816	853	913	858	658	526	750	760	730	221	262	256	936	894	586	718	988	865	920	1008	265	46	171	375	32	134	48					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1613	50	55	33	89	51	76	97	52	43	142	31	23	72	73	30	45	31	27	35	131	7	18	90	105	0	143	64					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22194	1134	1092	1054	1053	1291	1398	1153	1187	1225	636	207	271	992	1033	884	1237	981	1108	1045	861	328	66	739	520	88	423	188					
9	Число недействительных избирательных бюллетеней	232	3	8	7	14	13	8	12	10	6	6	4	0	15	16	15	17	17	19	7	14	4	0	10	3	1	2	1					
10	Число действительных избирательных бюллетеней	23575	1181	1139	1080	1128	1329	1466	1238	1229	1262	772	234	294	1049	1090	899	1265	995	1116	1073	978	331	84	819	622	87	564	251					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	859	40	40	39	40	40	40	40	40	40	30	15	20	40	40	30	40	40	40	40	40	20	10	30	30	5	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	352	18	24	15	19	22	24	30	18	22	11	1	1	12	19	11	14	13	18	6	13	6	1	14	5	0	8	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	277	9	13	20	17	9	18	10	17	11	11	2	5	6	11	9	10	11	7	8	7	4	8	13	25	3	5	8					
14	Число погашенных неиспользованных открепительных удостоверений	507	22	16	24	21	18	16	10	22	18	19	14	19	28	21	19	26	27	22	34	27	14	9	16	25	5	12	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
