Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Шарангская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №2076	УИК №2077	УИК №2078	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9884	1686	1606	1032	1157	493	298	101	153	290	481	275	130	97	498	460	353	166	307	187	114									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10000	1694	1625	1049	1173	497	306	105	154	292	482	279	131	97	508	466	356	172	307	189	118									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7626	1272	1228	814	873	419	227	92	104	236	353	225	106	81	416	365	270	140	185	131	89									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	611	93	49	17	65	6	27	0	28	11	59	21	10	10	13	26	35	13	82	35	11									
6	Число погашенных избирательных бюллетеней	1763	329	348	218	235	72	52	13	22	45	70	33	15	6	79	75	51	19	40	23	18									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	611	93	49	17	65	6	27	0	28	11	59	21	10	10	13	26	35	13	82	35	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7626	1272	1228	814	873	419	227	92	104	236	353	225	106	81	416	365	270	140	185	131	89									
9	Число недействительных избирательных бюллетеней	118	45	12	4	32	3	0	0	0	0	0	4	0	0	1	13	2	0	1	1	0									
10	Число действительных избирательных бюллетеней	8119	1320	1265	827	906	422	254	92	132	247	412	242	116	91	428	378	303	153	266	165	100									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	235	25	25	25	25	10	10	5	5	10	15	10	5	5	15	10	10	5	10	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	54	8	12	16	13	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	33	1	9	3	2	1	0	0	0	1	1	3	2	2	3	2	3	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	181	17	13	9	12	10	10	5	5	10	14	9	5	5	15	10	9	3	10	5	5									
