Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Агрызская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507					
1	"Число избирателей, внесенных в списки избирателей"	25742	893	797	796	909	768	985	768	967	926	732	885	990	986	1086	826	474	144	137	231	705	588	489	192	189	159	382	533	226	565	142	514	126	306	366	233	181	191	393	253	164	339	1233	302	480	709	433	274	232	160	383					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24838	870	767	700	800	700	900	670	940	800	725	850	930	900	1000	800	477	145	137	235	708	588	495	196	189	161	389	544	225	575	144	514	126	299	366	236	184	191	393	256	166	339	1230	301	479	710	435	280	228	162	383					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22911	797	716	644	755	610	825	651	821	758	626	699	860	824	888	679	445	137	137	201	695	569	481	184	183	153	369	530	225	523	114	514	126	266	349	217	161	191	391	223	159	304	1034	299	479	695	405	262	214	152	371					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1024	35	41	56	27	25	18	18	32	36	31	21	34	67	80	44	16	7	0	30	6	19	4	8	5	6	9	3	0	37	28	0	0	33	17	16	17	0	0	30	4	31	65	0	0	0	26	11	14	8	9					
6	Число погашенных избирательных бюллетеней	903	38	10	0	18	65	57	1	87	6	68	130	36	9	32	77	16	1	0	4	7	0	10	4	1	2	11	11	0	15	2	0	0	0	0	3	6	0	2	3	3	4	131	2	0	15	4	7	0	2	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1024	35	41	56	27	25	18	18	32	36	31	21	34	67	80	44	16	7	0	30	6	19	4	8	5	6	9	3	0	37	28	0	0	33	17	16	17	0	0	30	4	31	65	0	0	0	26	11	14	8	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22911	797	716	644	755	610	825	651	821	758	626	699	860	824	888	679	445	137	137	201	695	569	481	184	183	153	369	530	225	523	114	514	126	266	349	217	161	191	391	223	159	304	1034	299	479	695	405	262	214	152	371					
9	Число недействительных избирательных бюллетеней	166	3	2	10	13	4	4	3	2	5	19	9	3	8	6	11	14	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24	0	2	0	0	1	0	0	2	9	1	1	7	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	23769	829	755	690	769	631	839	666	851	789	638	711	891	883	962	712	447	144	136	231	701	588	483	192	188	159	378	533	225	560	142	514	126	275	366	231	178	191	390	253	163	333	1090	298	478	688	431	273	228	160	380					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	500	20	20	20	20	20	20	20	20	20	20	20	20	19	21	10	9	0	5	6	5	5	6	5	6	6	6	5	5	13	6	10	5	5	5	5	5	5	5	1	6	10	15	6	6	9	6	6	6	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	166	13	11	9	10	9	6	3	7	3	7	2	0	2	3	9	9	0	0	0	0	1	5	1	1	1	5	4	0	11	1	1	0	0	0	1	0	0	1	0	0	3	14	0	1	9	0	2	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	151	2	6	5	5	3	2	6	4	0	1	7	14	1	4	1	3	1	0	0	1	3	1	0	3	1	0	9	1	2	2	5	2	9	0	0	10	0	1	0	0	2	20	0	6	3	0	0	4	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	334	7	9	11	10	11	14	17	13	17	13	18	20	17	18	1	0	0	5	6	5	4	1	4	5	5	1	1	5	2	5	9	5	5	5	4	5	5	4	1	6	7	1	6	5	0	6	4	5	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	117	1	5	7	6	1	10	5	0	13	5	2	5	4	11	0	2	0	0	0	2	0	1	0	0	0	3	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	21	1	1	5	0	0	1	0	0					
		0.49%	0.12%	0.66%	1.00%	0.77%	0.16%	1.19%	0.75%	0.00%	1.64%	0.76%	0.28%	0.56%	0.45%	1.14%	0.00%	0.43%	0.00%	0.00%	0.00%	0.29%	0.00%	0.21%	0.00%	0.00%	0.00%	0.79%	0.00%	0.44%	0.18%	0.00%	0.19%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	1.91%	0.33%	0.21%	0.72%	0.00%	0.00%	0.44%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	38	3	1	2	3	1	5	5	0	1	3	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0					
		0.16%	0.36%	0.13%	0.29%	0.38%	0.16%	0.59%	0.75%	0.00%	0.13%	0.46%	0.00%	0.56%	0.22%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	0	1	2	1	1	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.05%	0.00%	0.13%	0.29%	0.13%	0.16%	0.12%	0.15%	0.00%	0.13%	0.00%	0.14%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1217	69	57	84	33	56	75	91	33	84	74	40	94	24	85	69	11	4	2	1	32	26	2	3	3	4	2	7	3	10	3	3	0	5	1	4	11	4	8	2	2	1	57	1	1	22	5	5	1	0	3					
