Выборы Президента Российской Федерации																																																			
Дата голосования: 04.03.2012																																																			
																																																			
Наименование Избирательной комиссии:    Казань, Авиастроительная																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	40																																																	
																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40									
1	Число избирателей, включенных в список избирателей	91436	2874	2696	2400	2172	2543	2300	2411	2689	2363	2671	2734	2909	2428	2845	2044	2523	2414	2827	2757	2636	1788	2049	2059	2238	1814	2836	2562	2847	1765	2892	2345	2499	128	525	951	2641	2293	610	2426	2932									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	85650	2650	2450	2300	2050	2400	2150	2300	2550	2200	2550	2500	2750	2250	2600	1850	2400	2300	2650	2600	2500	1650	2000	1850	2100	1650	2650	2450	2700	1650	2700	2100	2300	200	550	800	2500	2250	600	2250	2700									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	62313	1925	1885	1681	1633	1884	1712	1448	1744	1584	1987	1714	1963	1588	2057	1404	1596	1858	2061	1931	1994	1047	1309	1356	1686	1044	1822	1587	1840	962	1692	1488	1661	128	525	742	2131	1489	510	1601	2044									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3845	107	117	191	121	91	125	143	88	155	121	39	185	41	33	145	61	118	103	149	194	134	64	65	99	153	63	52	88	173	109	150	49	0	0	25	46	138	37	36	37									
6	Число погашенных избирательных бюллетеней	19492	618	448	428	296	425	313	709	718	461	442	747	602	621	510	301	743	324	486	520	312	469	627	429	315	453	765	811	772	515	899	462	590	72	25	33	323	623	53	613	619									
