Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Камешкирская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816					
1	"Число избирателей, внесенных в списки"	11502	712	80	154	331	396	253	91	308	440	365	477	156	749	793	805	1579	967	952	403	162	183	312	763	71					
2	"Число бюллетеней, полученных участковыми комиссиями"	11510	711	83	152	334	393	249	93	320	442	366	479	158	760	796	785	1586	950	942	404	166	185	322	761	73					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8200	644	78	152	234	305	229	67	273	358	306	381	128	542	682	453	941	614	558	307	116	97	216	465	54					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	731	7	0	0	56	39	0	15	28	19	6	36	15	103	10	41	59	44	15	41	16	43	27	101	10					
6	Число погашенных бюллетеней	2579	60	5	0	44	49	20	11	19	65	54	62	15	115	104	291	586	292	369	56	34	45	79	195	9					
7	Число бюллетеней в переносных ящиках для голосования	731	7	0	0	56	39	0	15	28	19	6	36	15	103	10	41	59	44	15	41	16	43	27	101	10					
8	Число бюллетеней в стационарных ящиках для голосования	8200	644	78	152	234	305	229	67	273	358	306	381	128	542	682	453	941	614	558	307	116	97	216	465	54					
9	Число недействительных бюллетеней	124	2	0	4	5	1	1	3	8	1	2	17	0	3	21	2	16	15	7	0	2	0	3	11	0					
10	Число действительных бюллетеней	8807	649	78	148	285	343	228	79	293	376	310	400	143	642	671	492	984	643	566	348	130	140	240	555	64					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	5	3	4	5	6	4	3	4	5	4	6	3	6	5	15	25	15	10	5	3	3	3	7	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	49	3	0	0	2	0	3	0	3	0	0	0	0	2	0	5	22	4	3	1	1	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	2	0	0	0	1	0	0	1	0	0	0	0	1	0	1	4	3	1	2	1	1	0	3	0					
14	Число погашенных открепительных удостоверений	101	2	3	4	3	6	1	3	1	5	4	6	3	4	5	10	3	11	7	4	2	3	3	7	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	137	13	1	1	5	11	7	1	6	2	0	2	1	6	14	8	14	12	9	8	5	2	5	4	0					
		1.53%	1.99%	1.28%	0.65%	1.72%	3.19%	3.05%	1.21%	1.99%	0.53%	0.0%	0.47%	0.69%	0.93%	2.02%	1.61%	1.4%	1.82%	1.57%	2.29%	3.78%	1.42%	2.05%	0.70%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	19	0	0	0	2	0	0	0	1	0	0	0	2	0	0	1	2	6	3	1	0	0	1	0	0					
		0.21%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	1.39%	0.0%	0.0%	0.20%	0.2%	0.91%	0.52%	0.28%	0.0%	0.0%	0.41%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	105	0	0	0	1	1	2	1	4	1	3	0	3	1	6	4	32	15	17	9	1	0	1	3	0					
		1.17%	0.0%	0.0%	0.0%	0.34%	0.29%	0.87%	1.21%	1.32%	0.26%	0.96%	0.0%	2.09%	0.15%	0.86%	0.80%	3.2%	2.27%	2.96%	2.58%	0.75%	0.0%	0.41%	0.53%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	107	2	2	0	1	1	1	0	5	0	0	0	0	1	2	15	38	17	13	4	0	0	4	1	0					
		1.19%	0.30%	2.56%	0.0%	0.34%	0.29%	0.43%	0.0%	1.66%	0.0%	0.0%	0.0%	0.0%	0.15%	0.28%	3.03%	3.8%	2.58%	2.26%	1.14%	0.0%	0.0%	1.64%	0.17%	0.0%					
22	"5. ""За Русь Святую"""	29	0	0	0	0	5	0	0	1	1	0	0	1	2	2	1	8	1	5	2	0	0	0	0	0					
		0.32%	0.0%	0.0%	0.0%	0.0%	1.45%	0.0%	0.0%	0.33%	0.26%	0.0%	0.0%	0.69%	0.31%	0.28%	0.20%	0.8%	0.15%	0.87%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	0	0	0	1	0	0	0	1	0	0	0	1	2	5	1	4	2	1	0	1	0	0	2	0					
		0.23%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.69%	0.31%	0.72%	0.20%	0.4%	0.30%	0.17%	0.0%	0.75%	0.0%	0.0%	0.35%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	26	0	0	0	0	0	0	0	1	0	0	0	0	1	3	4	3	5	6	0	0	0	0	3	0					
		0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.15%	0.43%	0.80%	0.3%	0.75%	1.04%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%					
25	"8. ""Народно-республиканская партия России"""	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0					
		0.07%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	0.0%	0.52%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.69%	0.0%	0.14%	0.0%	0.1%	0.0%	0.0%	0.28%	0.0%	0.0%	0.41%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	265	18	5	2	10	7	4	4	7	12	6	0	2	16	18	9	34	29	16	36	6	3	5	15	1					
		2.96%	2.76%	6.41%	1.31%	3.44%	2.03%	1.74%	4.87%	2.32%	3.18%	1.92%	0.0%	1.39%	2.48%	2.60%	1.82%	3.4%	4.40%	2.79%	10.34%	4.54%	2.14%	2.05%	2.65%	1.56%					
28	"11. ""Истинные патриоты России"""	10	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	1	2	0	0	0	2	0					
		0.11%	0.0%	0.0%	0.0%	0.34%	0.0%	0.43%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.1%	0.0%	0.17%	0.57%	0.0%	0.0%	0.0%	0.35%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	41	2	1	1	0	2	1	0	1	0	0	0	0	3	1	2	5	8	5	2	1	2	1	3	0					
		0.45%	0.30%	1.28%	0.65%	0.0%	0.58%	0.43%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.46%	0.14%	0.40%	0.5%	1.21%	0.87%	0.57%	0.75%	1.42%	0.41%	0.53%	0.0%					
