Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Когалымская городская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480					
1	"Число избирателей, внесенных в список избирателей"	42297	2058	1923	2029	1984	1884	1863	2154	1924	1983	2111	1841	2057	2025	1894	1851	2231	2041	2052	2276	1498	762	1856					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39900	1920	1800	1930	1860	1870	1940	1960	1830	1945	1850	1810	1890	1930	1870	1840	1970	1920	1870	2100	1265	715	1815					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24200	1221	1151	1115	1161	993	1107	1335	1161	1045	1281	1011	1210	1192	973	1022	1317	1240	1119	1248	927	409	962					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	195	10	11	5	11	2	13	7	6	8	11	14	19	3	3	15	11	12	7	13	4	4	6					
6	Число погашенных избирательных бюллетеней	15505	689	638	810	688	875	820	618	663	892	558	785	661	735	894	803	642	668	744	839	334	302	847					
7	Число избирательных бюллетеней в переносных ящиках для голосования	195	10	11	5	11	2	13	7	6	8	11	14	19	3	3	15	11	12	7	13	4	4	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24199	1221	1151	1115	1161	993	1107	1335	1161	1044	1281	1011	1210	1192	973	1022	1317	1240	1119	1248	927	409	962					
9	Число недействительных избирательных бюллетеней	452	37	14	27	18	15	24	15	21	20	16	23	21	16	21	18	25	27	20	24	18	16	16					
10	Число действительных избирательных бюллетеней	23942	1194	1148	1093	1154	980	1096	1327	1146	1032	1276	1002	1208	1179	955	1019	1303	1225	1106	1237	913	397	952					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	960	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	35	25	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	240	16	8	8	19	6	11	19	11	12	8	15	14	12	9	12	10	15	3	10	11	3	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1962	112	104	0	159	7	25	127	120	19	250	7	103	62	24	3	196	110	86	145	240	31	32					
14	Число погашенных неиспользованных открепительных удостоверений	720	29	37	37	26	39	34	26	34	33	37	30	31	33	36	33	35	30	42	35	24	22	37					
