Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
"Наименование Избирательной комиссии:    Владивосток, Первореченская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937					
1	"Число избирателей, внесенных в список избирателей"	101267	2054	2150	1720	2185	2130	2260	2117	2068	2094	2195	2350	2376	1811	2202	1550	1894	1825	1610	2660	941	2370	2420	1608	2161	2094	2085	2011	1486	1945	2088	2217	1972	2513	2335	2200	2490	1874	1988	1961	1915	2179	1867	1687	1781	950	917	436	158	1748	2109	1977	1714	1819					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	95030	2000	2100	1700	2100	2000	2200	2100	2000	1700	2200	2300	1800	1800	2000	1200	1800	1700	1600	2600	900	2300	2400	1600	2100	2000	2000	2000	1400	1900	2000	2200	1900	1900	1800	1900	2000	1800	1900	1900	1800	2100	1800	1600	1300	900	960	420	150	1700	2100	1900	1700	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	44761	993	977	735	925	945	1083	890	937	883	788	1059	1035	801	839	868	858	918	760	1117	679	1019	1089	551	1073	978	959	728	733	765	897	899	797	1099	1215	1242	906	539	833	884	925	799	585	438	995	824	730	273	145	723	864	780	662	722					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	715	21	25	12	28	15	16	19	16	22	7	20	43	20	13	8	40	8	25	28	6	8	11	8	9	14	8	26	3	10	7	13	3	19	14	1	5	10	20	10	13	13	7	14	1	0	0	0	0	12	10	11	22	21					
6	Число погашенных избирательных бюллетеней	49554	986	1098	953	1147	1040	1101	1191	1047	795	1405	1221	722	979	1148	324	902	774	815	1455	215	1273	1300	1041	1018	1008	1033	1246	664	1125	1096	1288	1100	782	571	657	1089	1251	1047	1006	862	1288	1208	1148	304	76	230	147	5	965	1226	1109	1016	1057					
7	Число избирательных бюллетеней в переносных ящиках для голосования	715	21	25	12	28	15	16	19	16	22	7	20	43	20	13	8	40	8	25	28	6	8	11	8	9	14	8	26	3	10	7	13	3	19	14	1	5	10	20	10	13	13	7	14	1	0	0	0	0	12	10	11	22	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44682	987	975	735	925	943	1080	889	937	879	787	1055	1031	798	837	868	858	914	735	1117	676	1019	1089	551	1069	978	959	727	733	765	895	898	795	1099	1215	1242	905	539	833	884	925	799	584	438	995	824	730	273	145	723	861	780	662	722					
9	Число недействительных избирательных бюллетеней	943	28	15	14	15	22	27	15	22	9	12	22	17	23	13	26	24	8	15	26	19	23	26	10	14	13	12	21	11	23	14	16	16	43	20	35	21	9	16	21	19	11	13	9	19	8	15	9	3	15	18	33	13	22					
10	Число действительных избирательных бюллетеней	44454	980	985	733	938	936	1069	893	931	892	782	1053	1057	795	837	850	874	914	745	1119	663	1004	1074	549	1064	979	955	732	725	752	888	895	782	1075	1209	1208	889	540	837	873	919	801	578	443	977	816	715	264	142	720	853	758	671	721					
