Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Урюпинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №4501	УИК №4502	УИК №4503	УИК №4504	УИК №4505	УИК №4506	УИК №4507	УИК №4508	УИК №4509	УИК №4510	УИК №4511	УИК №4512	УИК №4513	УИК №4514	УИК №4515	УИК №4516	УИК №4517	УИК №4518	УИК №4519	УИК №4520	УИК №4521	УИК №4522	УИК №4523	УИК №4524	УИК №4525	УИК №4526	УИК №4527	УИК №4528	УИК №4529	УИК №4530	УИК №4531	УИК №4532	УИК №4533	УИК №4534	УИК №4535					
1	"Число избирателей, внесенных в список избирателей"	22514	739	252	467	308	516	1010	580	332	220	423	1517	417	955	240	243	839	471	921	756	543	843	425	1239	300	423	1198	735	2263	733	308	593	178	463	320	744					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21650	700	250	450	300	500	950	550	330	220	400	1500	400	950	220	220	800	450	900	700	500	800	400	1150	300	400	1250	700	2200	700	300	550	160	450	300	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10498	280	145	245	144	136	535	295	221	123	153	698	260	339	108	119	529	280	431	444	263	389	180	498	118	218	557	335	1119	301	78	215	70	220	136	316					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3289	149	30	45	63	88	175	158	51	34	100	150	46	155	35	46	51	30	147	86	53	144	135	231	40	40	189	57	155	150	133	64	28	46	57	128					
6	Число погашенных избирательных бюллетеней	7863	271	75	160	93	276	240	97	58	63	147	652	94	456	77	55	220	140	322	170	184	267	85	421	142	142	504	308	926	249	89	271	62	184	107	256					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3289	149	30	45	63	88	175	158	51	34	100	150	46	155	35	46	51	30	147	86	53	144	135	231	40	40	189	57	155	150	133	64	28	46	57	128					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10496	280	145	245	144	136	535	295	221	123	153	697	260	339	108	119	529	280	431	444	263	389	180	498	118	218	557	335	1118	301	78	215	70	220	136	316					
9	Число недействительных избирательных бюллетеней	190	5	2	3	3	1	14	6	0	1	2	25	1	6	1	4	10	0	11	9	10	5	3	7	4	1	10	1	26	5	2	1	1	1	2	7					
10	Число действительных избирательных бюллетеней	13595	424	173	287	204	223	696	447	272	156	251	822	305	488	142	161	570	310	567	521	306	528	312	722	154	257	736	391	1247	446	209	278	97	265	191	437					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	180	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	20	0	0	2	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	2	0	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	79	5	3	1	2	3	3	2	1	1	4	1	0	0	2	1	5	2	1	1	3	2	3	3	3	1	2	2	7	4	2	1	1	2	2	3					
