Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Урюпинская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630					
1	"Число избирателей, внесенных в списки избирателей"	23639	249	877	261	116	275	778	2265	336	446	178	396	833	1411	715	830	776	1053	87	133	323	126	366	199	113	640	656	214	501	353	979	261	492	440	91	484	132	392	55	832	52	91	703	94	339	274	103	1508	461	350					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22197	250	850	250	116	250	750	2200	310	410	170	350	800	1300	650	800	710	1000	87	135	300	125	330	190	113	600	600	200	450	310	900	240	450	400	89	450	130	360	60	800	54	92	650	94	320	250	102	1400	420	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12994	124	484	139	58	163	397	1255	173	256	109	258	581	627	398	500	401	482	56	39	191	49	146	88	55	420	317	101	293	160	568	148	331	263	53	341	111	256	40	489	29	70	322	64	152	173	72	815	192	185					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2731	30	29	34	17	42	127	90	29	44	22	26	60	291	30	67	98	194	12	58	42	44	100	48	36	62	89	28	47	58	119	36	26	39	14	32	0	19	0	55	0	0	131	21	123	53	10	96	40	63					
6	Число погашенных избирательных бюллетеней	6472	96	337	77	41	45	226	855	108	110	39	66	159	382	222	233	211	324	19	38	67	32	84	54	22	118	194	71	110	92	213	56	93	98	22	77	19	85	20	256	25	22	197	9	45	24	20	489	188	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2730	30	29	34	17	42	127	90	29	44	22	26	60	291	30	67	98	194	12	58	42	44	100	48	36	62	89	28	47	58	119	36	26	39	14	32	0	19	0	55	0	0	130	21	123	53	10	96	40	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12993	124	484	139	58	163	397	1255	173	256	109	258	581	627	398	500	401	482	56	39	191	49	146	88	55	420	317	101	293	160	568	148	331	263	53	341	111	256	40	489	29	70	322	64	152	173	72	814	192	185					
9	Число недействительных избирательных бюллетеней	120	3	7	2	0	1	4	11	0	0	2	3	9	4	5	8	2	3	0	0	2	1	5	0	0	0	0	1	7	0	7	1	2	1	0	9	1	0	0	6	0	0	0	0	0	0	0	9	2	2					
10	Число действительных избирательных бюллетеней	15603	151	506	171	75	204	520	1334	202	300	129	281	632	914	423	559	497	673	68	97	231	92	241	136	91	482	406	128	333	218	680	183	355	301	67	364	110	275	40	538	29	70	452	85	275	226	82	901	230	246					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	343	5	9	5	5	5	8	14	6	7	5	7	9	11	8	8	8	10	5	5	6	5	7	5	5	8	8	5	20	6	9	5	7	7	5	7	5	6	5	9	5	5	8	5	6	5	5	11	7	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	74	0	0	0	0	0	2	5	0	1	1	0	8	4	1	7	2	0	0	0	0	0	0	1	0	4	3	0	10	1	3	0	3	0	0	0	0	0	0	6	0	0	4	0	0	0	0	2	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	69	0	1	0	0	2	0	4	1	1	0	3	1	4	2	1	1	5	0	0	4	0	2	2	0	2	1	3	5	3	3	1	1	2	2	2	0	2	0	2	0	0	1	0	0	3	0	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	269	5	9	5	5	5	6	9	6	6	4	7	1	7	7	1	6	10	5	5	6	5	7	4	5	4	5	5	10	5	6	5	4	7	5	7	5	6	5	3	5	5	4	5	6	5	5	9	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
