Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Район Новокосино																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104					
1	"Число избирателей, внесенных в списки"	59228	2825	2904	2963	2783	2299	2438	2263	2644	2496	2494	2891	2941	2968	2978	2804	2965	2419	2379	2449	2663	2844	2818					
2	"Число бюллетеней, полученных участковыми комиссиями"	55000	2600	2700	2700	2600	2100	2300	2100	2500	2300	2300	2700	2700	2700	2700	2600	2700	2200	2200	2600	2500	2600	2600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32831	1713	1512	1554	1548	1278	1394	1258	1424	1546	1493	1548	1621	1655	1596	1484	1695	1273	1217	1506	1441	1561	1514					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	604	27	31	34	24	27	28	9	18	24	19	27	18	21	40	28	41	46	41	23	27	23	28					
6	Число погашенных бюллетеней	21565	860	1157	1112	1028	795	878	833	1058	730	788	1125	1061	1024	1064	1088	964	881	942	1071	1032	1016	1058					
7	Число бюллетеней в переносных ящиках для голосования	604	27	31	34	24	27	28	9	18	24	19	27	18	21	40	28	41	46	41	23	27	23	28					
8	Число бюллетеней в стационарных ящиках для голосования	32791	1713	1512	1550	1548	1278	1394	1258	1424	1546	1492	1545	1621	1633	1596	1484	1695	1272	1217	1506	1434	1559	1514					
9	Число недействительных бюллетеней	358	15	16	16	21	15	44	15	18	11	17	10	15	18	14	19	36	11	5	12	7	20	3					
10	Число действительных бюллетеней	33037	1725	1527	1568	1551	1290	1378	1252	1424	1559	1494	1562	1624	1636	1622	1493	1700	1307	1253	1517	1454	1562	1539					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1321	60	60	60	60	60	60	60	60	60	60	61	59	60	61	60	60	60	60	60	60	60	60					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	727	41	43	28	34	24	37	27	25	29	29	47	35	31	30	43	36	15	26	27	37	32	51					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	359	15	11	6	22	11	15	15	13	33	26	17	24	13	17	19	18	14	15	4	25	13	13					
14	Число погашенных открепительных удостоверений	594	19	17	32	26	36	23	33	35	31	31	14	24	29	31	17	24	45	34	33	23	28	9					
15	Число открепительных удостоверений выданных ТИК	11	0	0	0	0	0	1	1	2	0	1	0	0	1	0	0	0	0	0	2	0	1	2					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	213	14	7	8	13	12	15	12	3	5	9	8	6	15	23	9	5	11	6	5	6	11	10					
		0.63%	0.80%	0.45%	0.50%	0.82%	0.91%	1.05%	0.94%	0.20%	0.31%	0.59%	0.50%	0.36%	0.90%	1.40%	0.59%	0.28%	0.83%	0.47%	0.32%	0.41%	0.69%	0.64%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2106	74	77	94	90	92	77	71	80	106	103	113	115	96	133	86	127	90	46	90	140	106	100					
		6.30%	4.25%	4.99%	5.93%	5.72%	7.04%	5.41%	5.60%	5.54%	6.75%	6.81%	7.18%	7.01%	5.80%	8.12%	5.68%	7.31%	6.82%	3.65%	5.88%	9.58%	6.70%	6.48%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	508	36	14	32	15	35	28	19	18	32	25	20	18	13	29	30	21	22	16	32	24	15	14					
		1.52%	2.06%	0.90%	2.02%	0.95%	2.68%	1.96%	1.49%	1.24%	2.03%	1.65%	1.27%	1.09%	0.78%	1.77%	1.98%	1.20%	1.66%	1.27%	2.09%	1.64%	0.94%	0.90%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2956	152	110	133	111	116	108	95	119	163	136	164	171	143	142	119	182	141	101	133	128	153	136					
		8.85%	8.73%	7.12%	8.39%	7.06%	8.88%	7.59%	7.49%	8.25%	10.38%	9.00%	10.43%	10.43%	8.64%	8.67%	7.87%	10.48%	10.69%	8.02%	8.69%	8.76%	9.67%	8.81%					
22	"5. ""За Русь Святую"""	166	6	12	8	12	3	7	6	5	4	5	7	6	9	15	7	10	5	6	13	6	11	3					
		0.49%	0.34%	0.77%	0.50%	0.76%	0.22%	0.49%	0.47%	0.34%	0.25%	0.33%	0.44%	0.36%	0.54%	0.91%	0.46%	0.57%	0.37%	0.47%	0.85%	0.41%	0.69%	0.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	85	4	4	3	2	1	3	3	4	4	2	5	5	1	5	7	3	2	6	9	3	3	6					
		0.25%	0.22%	0.25%	0.18%	0.12%	0.07%	0.21%	0.23%	0.27%	0.25%	0.13%	0.31%	0.30%	0.06%	0.30%	0.46%	0.17%	0.15%	0.47%	0.58%	0.20%	0.18%	0.38%					
24	"7. ""Новый курс - Автомобильная Россия"""	637	24	37	34	39	16	22	20	26	35	19	27	35	26	21	31	37	22	25	30	31	42	38					
		1.90%	1.37%	2.39%	2.14%	2.48%	1.22%	1.54%	1.57%	1.80%	2.22%	1.25%	1.71%	2.13%	1.57%	1.28%	2.05%	2.13%	1.66%	1.98%	1.96%	2.12%	2.65%	2.46%					
25	"8. ""Народно-республиканская партия России"""	23	1	1	1	1	0	0	1	2	0	1	2	4	1	2	0	2	0	1	1	1	1	0					
		0.06%	0.05%	0.06%	0.06%	0.06%	0.0%	0.0%	0.07%	0.13%	0.0%	0.06%	0.12%	0.24%	0.06%	0.12%	0.0%	0.11%	0.0%	0.07%	0.06%	0.06%	0.06%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	246	11	7	16	10	7	8	8	18	15	12	15	9	6	18	13	12	8	12	12	8	7	14					
		0.73%	0.63%	0.45%	1.01%	0.63%	0.53%	0.56%	0.63%	1.24%	0.95%	0.79%	0.95%	0.54%	0.36%	1.10%	0.85%	0.69%	0.60%	0.95%	0.78%	0.54%	0.44%	0.90%					
27	"10. ""Аграрная партия России"""	481	28	20	25	26	14	21	18	28	9	15	27	24	30	20	27	30	18	14	21	14	23	29					
