Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Захаровская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19					
1	"Число избирателей, внесенных в списки"	8126	148	726	352	357	165	793	245	1365	1084	153	200	120	217	484	200	195	140	630	552					
2	"Число бюллетеней, полученных участковыми комиссиями"	7443	147	650	320	320	168	700	230	1220	1000	154	199	118	200	430	180	195	142	570	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4229	74	382	138	206	93	413	142	696	595	89	104	61	131	287	75	109	82	275	277					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	705	29	30	96	29	9	21	44	46	36	6	28	26	29	27	59	27	4	133	26					
6	Число погашенных бюллетеней	2509	44	238	86	85	66	266	44	478	369	59	67	31	40	116	46	59	56	162	197					
7	Число бюллетеней в переносных ящиках для голосования	705	29	30	96	29	9	21	44	46	36	6	28	26	29	27	59	27	4	133	26					
8	Число бюллетеней в стационарных ящиках для голосования	4229	74	382	138	206	93	413	142	697	595	89	104	60	131	287	75	109	82	275	277					
9	Число недействительных бюллетеней	127	4	13	3	2	2	10	1	20	21	2	1	4	2	7	1	2	7	11	14					
10	Число действительных бюллетеней	4807	99	399	231	233	100	424	185	723	610	93	131	82	158	307	133	134	79	397	289					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	5	10	10	5	5	20	10	30	20	5	5	5	5	10	5	5	5	10	10					
