Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Первомайская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016									
1	"Число избирателей, включенных в список избирателей"	24363	1153	928	779	1132	1176	1069	555	552	679	1558	594	285	234	1263	395	1430	1120	198	955	261	941	745	181	150	1253	216	637	732	1208	187	782	714	230	71									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21740	1000	850	700	1000	1050	950	500	500	600	1300	550	280	220	1100	350	1250	1000	190	900	250	800	650	180	140	1150	200	550	650	1100	180	700	600	220	80									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	18529	814	654	569	914	961	713	388	406	489	1077	464	196	166	912	277	1078	937	176	818	238	645	560	170	127	1078	182	532	528	921	137	633	563	155	51									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1260	46	75	27	35	53	37	40	37	53	75	22	19	21	77	25	80	45	5	60	12	52	51	8	3	72	18	18	41	34	3	58	28	11	19									
6	Число погашенных избирательных бюллетеней	1951	140	121	104	51	36	200	72	57	58	148	64	65	33	111	48	92	18	9	22	0	103	39	2	10	0	0	0	81	145	40	9	9	54	10									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1260	46	75	27	35	53	37	40	37	53	75	22	19	21	77	25	80	45	5	60	12	52	51	8	3	72	18	18	41	34	3	58	28	11	19									
8	Число бюллетеней в стационарных ящиках для голосования	18529	814	654	569	914	961	713	388	406	489	1077	464	196	166	912	277	1078	937	176	818	238	645	560	170	127	1078	182	532	528	921	137	633	563	155	51									
9	Число недействительных избирательных бюллетеней	229	6	12	14	11	9	14	11	5	6	17	8	3	3	14	0	5	5	2	4	2	14	13	0	6	5	1	12	2	0	2	6	10	4	3									
