Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Сегежская																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515					
1	"Число избирателей, внесенных в список"	37069	1339	1254	2360	2460	2370	2465	1243	2716	1293	1366	1172	1275	1301	1323	384	814	584	228	198	1253	1277	1142	1283	310	431	444	830	159	451	110	241	197	557	189	47	334	50	252	1180	126	61					
2	Число полученных избирательных бюллетеней	34900	1300	1200	2200	2200	2200	2300	1200	2500	1200	1300	1100	1200	1200	1200	350	800	550	210	200	1200	1200	1100	1200	250	400	400	800	160	450	115	230	200	550	160	45	330	55	250	1200	130	65					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19253	502	655	1232	1078	1380	1482	645	1487	672	750	646	743	670	742	192	497	201	82	86	652	618	570	733	148	238	193	402	87	211	63	134	119	257	92	21	156	37	124	556	66	34					
5	"Число избирательных бюллетеней, выданных вне помещения"	741	17	16	27	95	24	21	17	21	7	12	12	12	19	11	9	22	7	8	9	16	15	31	25	52	20	25	30	4	6	0	2	6	36	11	0	26	0	20	49	0	1					
6	Число погашенных избирательных бюллетеней	14906	781	529	941	1027	796	797	538	992	521	538	442	445	511	447	149	281	342	120	105	532	567	499	442	50	142	182	368	69	233	52	94	75	257	57	24	148	18	106	595	64	30					
7	Число избирательных бюллетеней в переносных ящиках	741	17	16	27	95	24	21	17	21	7	12	12	12	19	11	9	22	7	8	9	16	15	31	25	52	20	25	30	4	6	0	2	6	36	11	0	26	0	20	49	0	1					
8	Число бюллетеней в стационарных ящиках для голосования	19248	502	655	1231	1077	1379	1481	645	1487	672	750	646	743	670	742	192	497	201	82	86	652	618	570	732	148	238	193	402	87	211	63	134	119	257	92	21	156	37	124	556	66	34					
9	Число недействительных избирательных бюллетеней	146	15	7	13	5	9	7	4	7	1	3	11	3	7	3	2	5	0	1	1	5	3	4	7	3	1	4	1	0	1	2	1	2	1	0	0	2	0	0	5	0	0					
10	Число действительных избирательных бюллетеней	19843	504	664	1245	1167	1394	1495	658	1501	678	759	647	752	682	750	199	514	208	89	94	663	630	597	750	197	257	214	431	91	216	61	135	123	292	103	21	180	37	144	600	66	35					
11	Число полученных открепительных  удостоверений	810	20	25	50	40	40	40	20	30	30	30	25	25	25	25	10	20	10	10	10	20	20	20	20	10	10	10	20	10	20	10	15	15	15	10	10	20	10	15	25	10	10					
12	Число выданных открепительных удостоверений	192	5	4	17	19	8	12	4	10	5	7	4	5	5	6	0	4	1	2	4	2	9	6	10	1	3	0	7	1	3	1	0	1	4	5	0	1	0	2	9	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	213	1	5	12	4	3	4	0	8	1	0	4	2	3	1	1	103	7	1	0	4	5	4	2	3	6	10	3	1	0	0	0	0	2	3	3	0	0	2	2	0	3					
14	Число неиспользованных открепительных удостоверений	618	15	21	33	21	32	28	16	20	25	23	21	20	20	19	10	16	9	8	6	18	11	14	10	9	7	10	13	9	17	9	15	14	11	5	10	19	10	13	16	8	7					
15	"Число открепительных удостоверений, выданных в ТИК"	22	0	2	3	2	1	3	0	1	1	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	. Глазьев Сергей Юрьевич	551	13	18	17	28	36	43	16	50	21	27	16	31	27	19	7	12	3	0	3	23	29	20	29	3	6	8	13	0	4	6	5	2	4	1	1	1	0	2	6	1	0					
		2.76%	2.50%	2.68%	1.35%	2.39%	2.57%	2.86%	2.42%	3.32%	3.09%	3.54%	2.43%	4.11%	3.92%	2.52%	3.48%	2.31%	1.44%	0.00%	3.16%	3.44%	4.58%	3.33%	3.83%	1.50%	2.33%	3.67%	3.01%	0.00%	1.84%	9.52%	3.68%	1.60%	1.37%	0.97%	4.76%	0.55%	0.00%	1.39%	0.99%	1.52%	0.00%					
19	. Малышкин Олег Александрович	665	27	27	37	52	50	38	17	56	21	27	28	18	27	33	9	25	12	5	0	18	20	13	9	5	5	6	15	4	7	4	11	1	10	0	2	4	0	7	14	1	0					
		3.33%	5.20%	4.02%	2.94%	4.44%	3.56%	2.53%	2.57%	3.71%	3.09%	3.54%	4.26%	2.38%	3.92%	4.38%	4.48%	4.82%	5.77%	5.56%	0.00%	2.69%	3.16%	2.16%	1.19%	2.50%	1.94%	2.75%	3.47%	4.40%	3.23%	6.35%	8.09%	0.80%	3.41%	0.00%	9.52%	2.20%	0.00%	4.86%	2.31%	1.52%	0.00%					
20	. Миронов Сергей Михайлович	176	1	6	12	10	15	10	8	9	6	5	6	11	10	2	1	3	1	1	1	7	7	8	9	4	4	0	1	0	2	1	0	1	5	0	1	1	0	0	5	2	0					
		0.88%	0.19%	0.89%	0.95%	0.85%	1.07%	0.67%	1.21%	0.60%	0.88%	0.66%	0.91%	1.46%	1.45%	0.27%	0.50%	0.58%	0.48%	1.11%	1.05%	1.05%	1.11%	1.33%	1.19%	2.00%	1.55%	0.00%	0.23%	0.00%	0.92%	1.59%	0.00%	0.80%	1.71%	0.00%	4.76%	0.55%	0.00%	0.00%	0.83%	3.03%	0.00%					
21	. Путин Владимир Владимирович	14405	389	487	909	881	1016	1079	479	1046	501	540	458	517	483	547	152	395	147	71	71	471	447	409	533	142	178	168	297	78	168	34	86	84	218	86	15	141	29	99	466	57	31					
		72.06%	74.95%	72.58%	72.26%	75.17%	72.42%	71.84%	72.36%	69.36%	73.78%	70.87%	69.60%	68.48%	70.10%	72.64%	75.62%	76.11%	70.67%	78.89%	74.74%	70.51%	70.62%	68.05%	70.41%	71.00%	68.99%	77.06%	68.75%	85.71%	77.42%	53.97%	63.24%	67.20%	74.40%	83.50%	71.43%	77.47%	78.38%	68.75%	77.02%	86.36%	88.57%					
22	. Хакамада Ирина Муцуовна	960	9	28	79	61	76	84	36	87	36	56	34	34	47	42	7	24	5	2	2	41	36	16	30	5	12	5	28	0	6	3	3	0	7	2	0	2	0	4	9	2	0					
		4.80%	1.73%	4.17%	6.28%	5.20%	5.42%	5.59%	5.44%	5.77%	5.30%	7.35%	5.17%	4.50%	6.82%	5.58%	3.48%	4.62%	2.40%	2.22%	2.11%	6.14%	5.69%	2.66%	3.96%	2.50%	4.65%	2.29%	6.48%	0.00%	2.76%	4.76%	2.21%	0.00%	2.39%	1.94%	0.00%	1.10%	0.00%	2.78%	1.49%	3.03%	0.00%					
23	. Харитонов Николай Михайлович	2292	56	67	144	78	143	167	78	163	65	61	78	100	50	72	18	33	32	10	16	84	59	116	126	33	47	21	58	8	24	13	25	31	38	13	2	30	8	31	87	3	4					
		11.47%	10.79%	9.99%	11.45%	6.66%	10.19%	11.12%	11.78%	10.81%	9.57%	8.01%	11.85%	13.25%	7.26%	9.56%	8.96%	6.36%	15.38%	11.11%	16.84%	12.57%	9.32%	19.30%	16.64%	16.50%	18.22%	9.63%	13.43%	8.79%	11.06%	20.63%	18.38%	24.80%	12.97%	12.62%	9.52%	16.48%	21.62%	21.53%	14.38%	4.55%	11.43%					
																																																
24	Против всех	794	9	31	47	57	58	74	24	90	28	43	27	41	38	35	5	22	8	0	1	19	32	15	14	5	5	6	19	1	5	0	5	4	10	1	0	1	0	1	13	0	0					
		3.97%	1.73%	4.62%	3.74%	4.86%	4.13%	4.93%	3.63%	5.97%	4.12%	5.64%	4.10%	5.43%	5.52%	4.65%	2.49%	4.24%	3.85%	0.00%	1.05%	2.84%	5.06%	2.50%	1.85%	2.50%	1.94%	2.75%	4.40%	1.10%	2.30%	0.00%	3.68%	3.20%	3.41%	0.97%	0.00%	0.55%	0.00%	0.69%	2.15%	0.00%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
