Выборы Президента Российской Федерации																																													
Дата голосования: 02.03.2008																																													
																																													
Наименование Избирательной комиссии:    Сегежская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
	Число участковых избирательных комиссий	38																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	38																																											
																																													
		Сумма	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512					
1	"Число избирателей, включенных в списки избирателей"	35891	1184	1219	2328	2514	1958	2470	1038	2762	1317	921	1261	1227	1981	1264	369	783	640	229	173	977	846	938	931	858	953	386	698	148	413	92	222	183	510	268	345	212	1158	115					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29750	1000	1000	1900	2000	1600	2000	900	2300	1100	800	1000	1000	1600	1000	300	650	500	200	150	800	800	800	800	700	800	300	600	100	400	100	200	150	400	200	300	200	1000	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	21	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	18754	437	588	1202	1115	1106	1390	549	1488	674	529	663	660	1056	708	184	513	228	88	98	562	471	465	529	466	592	161	380	73	195	53	127	103	326	145	160	87	522	61					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	803	13	21	37	115	15	28	22	21	13	5	12	21	23	13	7	3	6	7	16	20	9	16	22	59	23	10	14	6	17	9	7	14	35	27	18	20	71	8					
6	Число погашенных избирательных бюллетеней	10116	550	391	661	770	479	582	329	791	413	266	325	319	521	279	109	134	266	105	36	218	320	319	249	175	185	129	206	21	188	38	66	33	39	28	66	93	386	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	880	13	21	37	115	15	28	22	21	13	5	12	21	23	13	7	3	6	7	16	20	9	16	22	59	23	10	14	6	17	9	7	14	35	27	74	20	92	8					
8	Число бюллетеней в стационарных ящиках для голосования	18751	437	587	1202	1115	1106	1390	549	1488	674	529	663	660	1054	708	184	513	228	88	98	562	471	465	529	466	592	161	380	73	195	53	127	103	326	145	160	87	522	61					
9	Число недействительных избирательных бюллетеней	249	5	14	16	20	14	16	7	19	7	11	10	7	26	2	3	7	3	1	1	4	10	3	8	2	7	4	2	0	4	0	1	0	10	1	0	0	4	0					
10	Число действительных избирательных бюллетеней	19382	445	594	1223	1210	1107	1402	564	1490	680	523	665	674	1051	719	188	509	231	94	113	578	470	478	543	523	608	167	392	79	208	62	133	117	351	171	234	107	610	69					
11	Число полученных открепительных  удостоверений	345	3	3	8	15	9	15	2	17	5	5	5	5	17	11	0	5	5	5	15	9	11	6	10	10	5	9	8	5	14	5	6	5	10	10	52	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	229	1	1	6	10	4	8	2	17	0	4	2	2	12	7	0	3	1	0	14	2	11	3	8	8	3	6	3	0	10	0	6	2	6	5	49	3	9	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	192	1	3	25	11	10	9	1	12	7	3	5	6	8	4	0	4	5	0	0	3	4	7	3	7	8	9	3	3	2	2	1	3	8	5	1	3	6	0					
14	Число неиспользованных открепительных удостоверений	116	2	2	2	5	5	7	0	0	5	1	3	3	5	4	0	2	4	5	1	7	0	3	2	2	2	3	5	5	4	5	0	3	4	5	3	2	1	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	74	1	2	3	1	5	2	0	2	1	0	1	1	0	3	2	0	1	0	9	0	0	0	0	0	1	2	0	0	0	0	1	0	0	4	11	0	18	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	Богданов Андрей Владимирович	386	10	17	15	28	21	23	9	26	19	12	11	21	29	20	4	9	4	0	3	13	7	10	14	5	15	3	6	1	2	0	2	4	5	3	2	0	13	0					
		1.97%	2.22%	2.80%	1.21%	2.28%	1.87%	1.62%	1.58%	1.72%	2.77%	2.25%	1.63%	3.08%	2.69%	2.77%	2.09%	1.74%	1.71%	0.00%	2.63%	2.23%	1.46%	2.08%	2.54%	0.95%	2.44%	1.75%	1.52%	1.27%	0.94%	0.00%	1.49%	3.42%	1.39%	1.74%	0.85%	0.00%	2.12%	0.00%					
19	Жириновский Владимир Вольфович	3176	73	88	194	247	188	220	94	266	134	79	127	101	192	108	39	166	54	19	11	82	73	85	59	59	69	33	50	10	22	13	12	13	48	31	17	8	68	24					
		16.18%	16.22%	14.47%	15.66%	20.08%	16.77%	15.51%	16.46%	17.63%	19.51%	14.79%	18.81%	14.83%	17.83%	14.98%	20.42%	32.17%	23.08%	20.00%	9.65%	14.09%	15.21%	17.67%	10.71%	11.24%	11.22%	19.30%	12.69%	12.66%	10.38%	20.97%	8.96%	11.11%	13.30%	18.02%	7.26%	7.48%	11.07%	34.78%					
20	Зюганов Геннадий Андреевич	4068	85	143	257	211	238	318	133	327	133	111	177	143	240	156	44	67	46	12	13	125	103	96	142	151	135	26	84	16	31	10	29	17	55	18	20	20	129	7					
		20.72%	18.89%	23.52%	20.74%	17.15%	21.23%	22.43%	23.29%	21.67%	19.36%	20.79%	26.22%	20.99%	22.28%	21.64%	23.04%	12.98%	19.66%	12.63%	11.40%	21.48%	21.46%	19.96%	25.77%	28.76%	21.95%	15.20%	21.32%	20.25%	14.62%	16.13%	21.64%	14.53%	15.24%	10.47%	8.55%	18.69%	21.01%	10.14%					
21	Медведев Дмитрий Анатольевич	11752	277	346	757	724	660	841	328	871	394	321	350	409	590	435	101	267	127	63	86	358	287	287	328	308	389	105	252	52	153	39	90	83	243	119	195	79	400	38					
		59.86%	61.56%	56.91%	61.10%	58.86%	58.88%	59.31%	57.44%	57.72%	57.35%	60.11%	51.85%	60.06%	54.78%	60.33%	52.88%	51.74%	54.27%	66.32%	75.44%	61.51%	59.79%	59.67%	59.53%	58.67%	63.25%	61.40%	63.96%	65.82%	72.17%	62.90%	67.16%	70.94%	67.31%	69.19%	83.33%	73.83%	65.15%	55.07%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
