Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Шумерлинская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661					
1	"Число избирателей, внесенных в списки"	10624	695	130	464	257	152	274	327	121	97	391	112	150	96	556	204	97	677	181	273	224	739	240	341	530	201	269	427	237	192	393	439	153	184	801					
2	"Число бюллетеней, полученных участковыми комиссиями"	10580	683	127	457	252	148	267	324	121	97	397	104	154	96	543	200	97	669	181	270	226	742	242	339	530	200	270	432	240	180	415	439	151	185	802					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5925	273	79	251	138	113	179	153	85	51	206	73	99	53	327	143	76	357	115	144	126	403	125	189	226	128	181	214	155	100	211	264	99	81	508					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	807	30	22	28	11	13	8	39	8	10	23	11	10	7	38	9	6	18	7	5	21	62	35	13	68	12	13	52	16	39	18	32	19	40	64					
6	Число погашенных бюллетеней	3848	380	26	178	103	22	80	132	28	36	168	20	45	36	178	48	15	294	59	121	79	277	82	137	236	60	76	166	69	41	186	143	33	64	230					
7	Число бюллетеней в переносных ящиках для голосования	807	30	22	28	11	13	8	39	8	10	23	11	10	7	38	9	6	18	7	5	21	62	35	13	68	12	13	52	16	39	18	32	19	40	64					
8	Число бюллетеней в стационарных ящиках для голосования	5925	273	79	251	138	113	179	153	85	51	206	73	99	53	327	143	76	357	115	144	126	403	125	189	226	128	181	214	155	100	211	264	99	81	508					
9	Число недействительных бюллетеней	412	19	0	18	19	4	6	22	17	1	20	2	11	3	19	17	1	30	3	7	5	27	5	23	7	8	11	2	21	4	11	15	1	13	40					
10	Число действительных бюллетеней	6320	284	101	261	130	122	181	170	76	60	209	82	98	57	346	135	81	345	119	142	142	438	155	179	287	132	183	264	150	135	218	281	117	108	532					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	270	15	7	10	8	7	8	8	7	5	8	7	7	7	15	7	5	10	5	6	6	10	6	7	9	5	5	11	5	5	10	8	5	7	19					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	81	1	0	4	2	0	2	3	0	0	6	3	3	0	3	1	0	2	1	0	1	9	1	2	5	0	1	2	2	0	6	6	1	7	7					
