Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Ярцевская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807					
1	"Число избирателей, внесенных в список избирателей"	48742	1371	1226	1460	1690	1617	1460	1593	1092	2673	2597	1592	1843	581	369	1693	1868	1388	2017	2186	1402	566	584	716	1682	1624	1314	1038	1452	601	329	423	1448	172	188	217	1053	661	549	476	708	353	870					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49640	1396	1245	1466	1668	1645	1500	1623	1114	2712	2663	1629	1881	561	368	1731	1923	1417	2069	2247	1425	567	584	724	1706	1662	1341	1056	1480	617	329	445	1467	172	188	238	1100	660	567	482	716	363	893					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18198	502	428	503	687	647	533	575	340	973	1035	674	698	334	128	640	702	315	823	822	443	221	226	296	713	695	547	472	338	147	97	198	433	116	69	126	461	192	188	151	260	114	336					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1624	46	27	78	32	49	27	45	27	22	16	15	14	67	5	9	5	2	23	25	15	9	18	22	23	31	21	14	50	14	33	51	133	22	31	41	37	95	53	97	118	81	81					
6	Число погашенных избирательных бюллетеней	29818	848	790	885	949	949	940	1003	747	1717	1612	940	1169	160	235	1082	1216	1100	1223	1400	967	337	340	406	970	936	773	570	1092	456	199	196	901	34	88	71	602	373	326	234	338	168	476					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1624	46	27	78	32	49	27	45	27	22	16	15	14	67	5	9	5	2	23	25	15	9	18	22	23	31	21	14	50	14	33	51	133	22	31	41	37	95	53	97	118	81	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18196	502	428	503	687	647	533	575	340	971	1035	674	698	334	128	640	702	315	823	822	443	221	226	296	713	695	547	472	338	147	97	198	433	116	69	126	461	192	188	151	260	114	336					
9	Число недействительных избирательных бюллетеней	274	9	4	8	12	9	5	7	5	22	16	7	10	24	3	11	7	1	11	8	11	2	2	4	5	11	12	7	7	0	3	0	4	0	1	2	7	2	3	3	1	2	6					
10	Число действительных избирательных бюллетеней	19546	539	451	573	707	687	555	613	362	971	1035	682	702	377	130	638	700	316	835	839	447	228	242	314	731	715	556	479	381	161	127	249	562	138	99	165	491	285	238	245	377	193	411					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	636	13	7	15	15	10	19	20	10	35	30	15	22	5	5	15	30	15	30	20	15	4	10	10	20	15	17	10	13	10	5	20	10	5	5	30	30	10	20	5	10	7	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	483	11	5	14	11	8	13	14	8	22	22	12	18	2	3	13	24	12	27	18	13	2	3	1	17	12	15	8	12	8	0	12	8	2	0	26	30	2	20	4	2	7	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	340	9	5	6	13	13	5	12	1	16	9	8	10	31	4	7	6	8	11	7	3	6	3	4	17	9	16	10	13	6	4	7	3	5	3	6	6	7	10	3	3	3	12					
