Выборы Президента Российской Федерации																																																																	
Дата голосования: 04.03.2012																																																																	
																																																																	
Наименование Избирательной комиссии:    Астрахань, Cоветская																																																																	
																																																																	
Сводная таблица итогов голосования																																																																	
																																																																	
	Число участковых избирательных комиссий	54																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	54																																																															
																																																																	
		Сумма	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535									
1	Число избирателей, включенных в список избирателей	108989	1982	2013	1750	2114	2089	1963	2081	2113	2129	2628	1686	1909	2511	2382	2252	2116	2266	1888	2501	2686	1776	2037	2609	2571	2631	2319	2562	1790	1751	2043	1465	2153	2191	2123	2317	2163	2390	1175	2005	2236	1609	1936	2176	1579	2427	2483	2839	1763	1789	1648	1901	654	407	412									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	87250	1600	1700	1400	1700	1700	1500	1600	1700	1700	2100	1300	1500	1900	1900	1800	1700	1800	1500	2000	2100	1500	1600	2100	2000	2100	1900	2000	1400	1400	1600	1200	1800	1800	1700	1800	1700	1900	1000	1600	1800	1300	1500	1700	1200	2000	2000	2000	1400	1400	1300	1500	800	650	400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	57499	1185	1196	1098	1256	1239	1183	1355	1191	1361	1123	864	877	856	1409	1308	1302	1223	1008	1195	1562	1062	1090	1355	1390	1579	1316	1232	1014	1000	1119	674	1319	1241	922	1280	1154	1194	667	736	1062	943	821	1215	637	1079	1319	1262	780	919	722	750	497	0	358									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3928	27	25	32	22	29	151	62	86	57	22	56	63	34	37	38	45	42	14	132	25	36	43	52	103	87	80	38	122	36	215	95	185	46	33	19	120	28	13	20	228	35	225	36	75	74	86	128	53	23	26	63	79	405	22									
6	Число погашенных избирательных бюллетеней	25823	388	479	270	422	432	166	183	423	282	955	380	560	1010	454	454	353	535	478	673	513	402	467	693	507	434	504	730	264	364	266	431	296	513	745	501	426	678	320	844	510	322	454	449	488	847	595	610	567	458	552	687	224	245	20									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3929	27	25	32	22	29	151	62	86	57	22	56	63	34	37	38	45	43	14	132	25	36	43	52	103	87	80	38	122	36	215	95	185	46	33	19	120	28	13	20	228	35	225	36	75	74	86	128	53	23	26	63	79	405	22									
8	Число бюллетеней в стационарных ящиках для голосования	57203	1183	1196	1098	1254	1239	1160	1355	1176	1361	1101	864	877	856	1408	1302	1302	1222	967	1195	1562	1062	1090	1353	1390	1579	1316	1232	1014	993	1119	665	1319	1232	922	1256	1154	1148	657	734	1040	943	801	1215	637	1079	1316	1258	780	919	722	747	497	0	336									
9	Число недействительных избирательных бюллетеней	651	13	25	12	8	16	11	19	10	13	12	8	8	5	9	12	6	44	16	23	0	13	8	12	13	15	27	7	16	12	23	5	29	5	12	16	4	36	10	3	7	10	0	11	10	10	12	5	14	3	8	12	0	13	0									
10	Число действительных избирательных бюллетеней	60481	1197	1196	1118	1268	1252	1300	1398	1252	1405	1111	912	932	885	1436	1328	1341	1221	965	1304	1587	1085	1125	1393	1480	1651	1369	1263	1120	1017	1311	755	1475	1273	943	1259	1270	1140	660	751	1261	968	1026	1240	702	1143	1390	1381	819	939	740	798	576	392	358									
11	Число полученных открепительных  удостоверений	4080	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1190	20	30	22	30	19	24	23	19	31	30	28	14	15	28	29	28	20	25	27	35	35	18	31	39	29	32	23	21	22	23	21	26	28	24	24	28	16	9	11	37	17	14	28	8	22	25	21	16	16	17	12	0	0	0									
