Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    район Сокольники																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3113	УИК №3114					
1	"Число избирателей, внесенных в список"	41631	1601	2830	2181	2050	2387	1625	2839	2085	1648	2426	1963	2526	2259	2539	2106	1727	2016	259	106	1018	95	188	204	197	434	1140	1182					
2	Число полученных избирательных бюллетеней	35700	1300	2000	1700	1500	2000	1300	2000	2000	1500	2000	2000	2000	2000	2000	1500	1500	1500	400	130	1100	170	300	300	300	600	1300	1300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	24108	838	1494	1290	1011	1298	951	1577	1280	926	1301	1116	1229	1234	1271	1070	889	755	236	106	849	93	179	203	197	434	1117	1164					
5	"Число избирательных бюллетеней, выданных вне помещения"	466	37	53	30	31	28	15	23	13	20	29	28	39	31	31	23	13	22	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	11126	425	453	380	458	674	334	400	707	554	670	856	732	735	698	407	598	723	164	24	251	77	121	97	103	166	183	136					
7	Число избирательных бюллетеней в переносных ящиках	466	37	53	30	31	28	15	23	13	20	29	28	39	31	31	23	13	22	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	24065	838	1494	1281	1009	1298	945	1571	1273	926	1301	1116	1224	1234	1271	1065	889	755	236	106	846	93	179	203	197	434	1117	1164					
9	Число недействительных избирательных бюллетеней	145	7	5	8	6	2	2	6	5	1	3	6	11	5	9	9	5	7	0	0	4	0	0	2	0	0	28	14					
10	Число действительных избирательных бюллетеней	24386	868	1542	1303	1034	1324	958	1588	1281	945	1327	1138	1252	1260	1293	1079	897	770	236	106	842	93	179	201	197	434	1089	1150					
11	Число полученных открепительных  удостоверений	955	50	50	50	50	70	50	100	50	50	50	50	50	70	50	50	50	50	0	0	0	0	0	0	15	0	0	0					
12	Число выданных открепительных удостоверений	538	10	48	25	25	54	19	64	28	40	38	21	28	51	22	24	18	13	0	0	0	0	0	0	10	0	0	0					
