Выборы Президента Российской Федерации																																			
Дата голосования: 18.03.2018																																			
																																			
Наименование Избирательной комиссии:    район Сокольники																																			
																																			
Сводная таблица итогов голосования																																			
																																			
	Число участковых избирательных комиссий	24																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	24																																	
																																			
		Сумма	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №3688	УИК №3690	УИК №3691	УИК №3692	УИК №3693	УИК №3694	УИК №3695	УИК №3696	УИК №3697									
1	"Число избирателей, включенных в список избирателей"	36678	1176	2454	2135	2216	2614	2029	1503	2455	2666	2242	2478	2386	2582	2477	2407	303	182	328	78	49	291	290	674	663									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28839	1586	1810	1579	1585	1966	1543	1018	1786	1926	1728	1954	1846	1924	1746	1783	303	180	525	76	49	300	288	674	664									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	22429	1140	1401	1239	1276	1528	1100	916	1452	1644	1317	1455	1230	1503	1417	1275	247	148	271	62	44	283	234	602	645									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1015	36	65	66	46	70	62	46	78	50	40	17	60	82	28	27	38	17	57	5	0	3	34	72	16									
6	Число погашенных избирательных бюллетеней	5395	410	344	274	263	368	381	56	256	232	371	482	556	339	301	481	18	15	197	9	5	14	20	0	3									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1015	36	65	66	46	70	62	46	78	50	40	17	60	82	28	27	38	17	57	5	0	3	34	72	16									
8	Число бюллетеней в стационарных ящиках для голосования	22391	1137	1398	1237	1276	1528	1100	914	1452	1640	1317	1455	1227	1500	1414	1260	247	148	271	62	44	283	234	602	645									
9	Число недействительных избирательных бюллетеней	529	22	20	27	13	21	20	11	71	36	20	15	19	22	33	12	32	1	8	0	2	6	2	77	39									
10	Число действительных избирательных бюллетеней	22877	1151	1443	1276	1309	1577	1142	949	1459	1654	1337	1457	1268	1560	1409	1275	253	164	320	67	42	280	266	597	622									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
13	Бабурин Сергей Николаевич	244	7	16	25	10	10	9	16	23	19	10	12	10	23	15	15	3	2	1	0	0	3	5	5	5									
		1.04%	0.60%	1.09%	1.92%	0.76%	0.63%	0.77%	1.67%	1.50%	1.12%	0.74%	0.82%	0.78%	1.45%	1.04%	1.17%	1.05%	1.21%	0.30%	0.00%	0.00%	1.05%	1.87%	0.74%	0.76%									
14	Грудинин Павел Николаевич	2891	165	193	176	163	201	140	119	163	228	170	195	174	201	189	186	22	14	37	4	12	49	37	26	27									
		12.35%	14.07%	13.19%	13.51%	12.33%	12.58%	12.05%	12.40%	10.65%	13.49%	12.53%	13.25%	13.52%	12.71%	13.11%	14.45%	7.72%	8.48%	11.28%	5.97%	27.27%	17.13%	13.81%	3.86%	4.08%									
15	Жириновский Владимир Вольфович	1280	59	59	63	51	79	46	45	66	69	64	62	79	81	71	66	26	15	25	3	2	24	6	130	89									
		5.47%	5.03%	4.03%	4.83%	3.86%	4.94%	3.96%	4.69%	4.31%	4.08%	4.72%	4.21%	6.14%	5.12%	4.92%	5.13%	9.12%	9.09%	7.62%	4.48%	4.55%	8.39%	2.24%	19.29%	13.46%									
16	Путин Владимир Владимирович	15433	823	947	829	870	1044	781	654	1000	1102	881	1012	868	1076	977	880	175	120	237	57	23	196	210	312	359									
		65.94%	70.16%	64.73%	63.62%	65.81%	65.33%	67.21%	68.13%	65.36%	65.21%	64.92%	68.75%	67.44%	68.02%	67.75%	68.38%	61.40%	72.73%	72.26%	85.07%	52.27%	68.53%	78.36%	46.29%	54.31%									
17	Собчак Ксения Анатольевна	1336	42	85	59	87	109	67	44	89	77	76	79	47	78	76	66	12	5	11	0	3	3	1	107	113									
		5.71%	3.58%	5.81%	4.53%	6.58%	6.82%	5.77%	4.58%	5.82%	4.56%	5.60%	5.37%	3.65%	4.93%	5.27%	5.13%	4.21%	3.03%	3.35%	0.00%	6.82%	1.05%	0.37%	15.88%	17.10%									
18	Сурайкин Максим Александрович	180	10	16	11	12	12	6	7	15	23	11	15	11	9	8	6	2	0	3	0	0	1	0	1	1									
		0.77%	0.85%	1.09%	0.84%	0.91%	0.75%	0.52%	0.73%	0.98%	1.36%	0.81%	1.02%	0.85%	0.57%	0.55%	0.47%	0.70%	0.00%	0.91%	0.00%	0.00%	0.35%	0.00%	0.15%	0.15%									
19	Титов Борис Юрьевич	436	9	32	26	30	35	30	13	27	45	37	23	27	19	28	19	3	2	2	0	2	1	2	7	17									
		1.86%	0.77%	2.19%	1.99%	2.27%	2.19%	2.58%	1.35%	1.76%	2.66%	2.73%	1.56%	2.10%	1.20%	1.94%	1.48%	1.05%	1.21%	0.61%	0.00%	4.55%	0.35%	0.75%	1.04%	2.57%									
20	Явлинский Григорий Алексеевич	1077	36	95	87	86	87	63	51	76	91	88	59	52	73	45	37	10	6	4	3	0	3	5	9	11									
		4.60%	3.07%	6.49%	6.68%	6.51%	5.44%	5.42%	5.31%	4.97%	5.38%	6.48%	4.01%	4.04%	4.61%	3.12%	2.87%	3.51%	3.64%	1.22%	4.48%	0.00%	1.05%	1.87%	1.34%	1.66%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
