Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Чунская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548					
1	"Число избирателей, внесенных в список"	28262	2543	758	933	1608	1004	1333	1528	1915	880	796	809	1057	425	158	294	349	1162	1172	974	756	192	323	1440	237	594	545	482	544	503	1084	303	171	152	148	474	324	113	179					
2	Число полученных избирательных бюллетеней	27950	2501	725	917	1607	939	1330	1525	1912	866	804	792	1051	408	167	296	342	1161	1089	966	760	184	305	1427	229	589	560	466	521	490	1092	313	211	154	150	487	331	113	170					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15172	1388	416	502	995	560	757	770	1104	449	335	383	563	170	143	104	194	602	540	555	418	92	198	700	151	373	276	217	227	187	519	217	157	65	83	325	228	90	119					
5	"Число избирательных бюллетеней, выданных вне помещения"	1803	51	37	61	67	99	44	75	40	66	88	87	39	62	0	66	11	36	111	25	58	11	18	60	19	68	65	106	85	65	93	0	14	31	19	17	0	0	9					
6	Число погашенных избирательных бюллетеней	10975	1062	272	354	545	280	529	680	768	351	381	322	449	176	24	126	137	523	438	386	284	81	89	667	59	148	219	143	209	238	480	96	40	58	48	145	103	23	42					
7	Число избирательных бюллетеней в переносных ящиках	1802	51	37	61	67	99	44	75	40	66	88	87	39	62	0	66	11	36	111	25	58	11	18	59	19	68	65	106	85	65	93	0	14	31	19	17	0	0	9					
8	Число бюллетеней в стационарных ящиках для голосования	15167	1388	416	502	994	560	757	769	1102	449	335	383	563	170	143	103	194	602	540	555	418	92	198	700	151	373	276	217	227	187	519	217	157	65	83	325	228	90	119					
9	Число недействительных избирательных бюллетеней	145	6	5	11	11	6	1	6	9	2	3	3	1	4	0	4	2	5	5	3	0	4	0	10	1	2	1	4	9	3	8	0	5	0	1	7	3	0	0					
10	Число действительных избирательных бюллетеней	16824	1433	448	552	1050	653	800	838	1133	513	420	467	601	228	143	165	203	633	646	577	476	99	216	749	169	439	340	319	303	249	604	217	166	96	101	335	225	90	128					
11	Число полученных открепительных  удостоверений	471	31	20	20	20	10	20	20	20	20	20	15	15	15	5	5	5	20	20	15	15	5	15	10	10	10	5	10	5	10	15	5	5	5	5	10	5	5	5					
