Выборы Президента Российской Федерации																																																			
Дата голосования: 04.03.2012																																																			
																																																			
Наименование Избирательной комиссии:    Чунская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	40																																																	
																																																			
		Сумма	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801									
1	Число избирателей, включенных в список избирателей	28554	1165	1472	901	987	1374	1274	1446	1225	1270	925	322	1129	1333	1062	809	199	932	420	423	774	1027	375	103	268	1131	305	172	500	396	514	563	567	323	1379	212	485	340	135	138	179									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	27193	1100	1400	800	900	1300	1200	1400	1200	1100	900	300	1000	1300	1000	800	190	900	400	400	700	1000	350	103	250	1100	300	190	500	400	500	600	500	300	1300	200	500	350	140	140	180									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	14267	547	822	538	516	832	731	716	697	687	528	159	483	664	558	429	109	410	154	155	272	477	146	103	93	505	159	97	207	182	175	287	258	181	672	118	177	183	60	57	123									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2193	28	40	27	35	49	60	54	15	82	17	21	126	69	42	52	10	47	50	45	102	130	67	0	50	120	33	37	78	84	83	73	103	31	88	21	139	33	28	16	8									
6	Число погашенных избирательных бюллетеней	10695	525	538	235	349	419	409	630	488	331	355	120	391	567	400	319	71	443	196	200	326	393	137	0	107	475	108	56	215	134	242	240	139	88	540	61	184	96	52	67	49									
