Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Башмаковская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300					
1	"Число избирателей, внесенных в списки избирателей"	18750	540	1040	1126	1566	544	1644	1446	175	743	435	168	335	121	460	148	1056	430	260	710	375	375	177	227	414	1051	74	382	203	972	124	478	416	535					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19100	520	1040	1110	1580	820	1620	1440	180	770	440	175	335	120	460	145	1100	430	260	725	365	380	170	227	433	1060	70	385	200	985	120	480	415	540					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11572	336	630	563	984	486	905	770	148	586	238	78	243	83	321	113	543	251	154	485	229	269	111	167	212	545	36	255	138	768	80	328	263	254					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1983	12	55	74	107	58	99	100	2	23	87	51	27	18	21	5	197	104	37	105	59	21	17	20	102	177	27	52	39	86	30	14	35	122					
6	Число погашенных избирательных бюллетеней	5545	172	355	473	489	276	616	570	30	161	115	46	65	19	118	27	360	75	69	135	77	90	42	40	119	338	7	78	23	131	10	138	117	164					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1983	12	55	74	107	58	99	100	2	23	87	51	27	18	21	5	197	104	37	105	59	21	17	20	102	177	27	52	39	86	30	14	35	122					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11572	336	630	563	984	486	905	770	148	586	238	78	243	83	321	113	543	251	154	485	229	269	111	167	212	545	36	255	138	768	80	328	263	254					
9	Число недействительных избирательных бюллетеней	163	4	4	15	10	5	10	13	1	5	7	5	3	0	1	1	14	4	3	0	3	7	4	10	2	9	1	0	7	2	0	2	1	10					
10	Число действительных избирательных бюллетеней	13392	344	681	622	1081	539	994	857	149	604	318	124	267	101	341	117	726	351	188	590	285	283	124	177	312	713	62	307	170	852	110	340	297	366					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	393	8	14	11	25	13	15	22	4	23	13	10	5	6	8	4	44	4	4	24	6	9	1	1	22	40	2	9	3	12	2	5	4	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	356	4	14	7	24	11	15	20	4	23	13	9	4	4	8	3	44	4	3	18	4	9	0	1	22	40	0	6	1	12	1	5	3	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	69	3	1	2	4	1	8	3	0	5	3	0	3	1	2	1	3	0	1	3	3	2	1	0	4	6	0	1	2	0	1	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	37	4	0	4	1	2	0	2	0	0	0	1	1	2	0	1	0	0	1	6	2	0	1	0	0	0	2	3	2	0	1	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	296	5	13	15	23	24	13	20	0	4	10	3	2	2	9	1	18	6	3	8	9	7	0	5	5	14	3	8	7	20	1	5	8	25					
		2.18%	1.44%	1.90%	2.35%	2.11%	4.41%	1.29%	2.30%	0.00%	0.66%	3.08%	2.33%	0.74%	1.98%	2.63%	0.85%	2.43%	1.69%	1.57%	1.36%	3.13%	2.41%	0.00%	2.67%	1.59%	1.94%	4.76%	2.61%	3.95%	2.34%	0.91%	1.46%	2.68%	6.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	1	6	2	10	1	3	6	1	0	2	1	0	0	2	1	1	1	0	0	0	1	0	1	4	4	0	0	1	0	0	0	0	4					
		0.39%	0.29%	0.88%	0.31%	0.92%	0.18%	0.30%	0.69%	0.67%	0.00%	0.62%	0.78%	0.00%	0.00%	0.58%	0.85%	0.14%	0.28%	0.00%	0.00%	0.00%	0.34%	0.00%	0.53%	1.27%	0.55%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	1.06%					
20	3.Политическая партия «Демократическая партия России»	15	0	0	1	0	1	1	3	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0					
