Выборы Президента Российской Федерации																																																										
Дата голосования: 18.03.2018																																																										
																																																										
"Наименование Избирательной комиссии:    Пермь, Свердловская № 1"																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																								
																																																										
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424	УИК №3425	УИК №3432	УИК №3433	УИК №3466	УИК №3467	УИК №3468	УИК №3469	УИК №3470	УИК №3473	УИК №3474	УИК №3475	УИК №3476	УИК №3477	УИК №3478	УИК №3479	УИК №3480	УИК №3481	УИК №3482	УИК №3483	УИК №3484	УИК №3485	УИК №3486	УИК №3487									
1	"Число избирателей, включенных в список избирателей"	86764	2622	2497	2544	2923	2466	1833	2786	1709	1841	2204	1360	2747	1662	1831	1784	1690	1237	1923	1371	1534	958	1887	1750	1536	1370	1131	1937	2399	2426	2085	2113	1911	2634	2460	2557	3135	1646	2214	1423	738	1279	2084	2073	1902	177	151	224									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	70700	2050	2050	2150	2300	1950	1650	2300	1250	1250	1750	1100	1900	1350	1450	1400	1250	1000	1550	1100	1150	850	1500	1500	1250	1050	1100	1450	2150	2150	1750	1750	1500	2100	2050	2100	2300	1350	1800	1100	750	1050	1900	1900	1700	200	200	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	55284	1663	1468	1637	1898	1446	1480	1611	1075	1121	1450	868	1694	1002	1122	1113	1085	762	1256	710	934	534	1225	1096	1026	879	926	1285	1484	1575	1190	1175	1145	1593	1502	1683	2001	981	1221	774	462	921	1478	1699	1514	152	151	217									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1903	47	55	68	33	35	53	100	30	33	35	36	96	65	64	30	55	17	37	31	28	25	23	20	23	41	26	26	25	54	42	61	43	41	62	50	17	36	82	57	21	19	62	38	36	25	0	0									
6	Число погашенных избирательных бюллетеней	13513	340	527	445	369	469	117	589	145	96	265	196	110	283	264	257	110	221	257	359	188	291	252	384	201	130	148	139	641	521	518	514	312	466	486	367	282	333	497	269	267	110	360	163	150	23	49	33									
