Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Котласская городская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437					
1	"Число избирателей, внесенных в списки"	61667	2286	897	2975	2992	3079	1950	1791	2670	182	2751	2691	1221	2743	3122	1461	2070	1695	1160	2220	1477	417	1255	1750	1983	2194	956	2716	2751	2673	2817	201	521					
2	"Число бюллетеней, полученных участковыми комиссиями"	55920	2130	840	2700	2700	2800	1740	1600	2350	190	2500	2460	1100	2450	2750	1310	1850	1550	1020	2020	1390	340	1120	1560	1830	2000	860	2530	2520	2500	2610	200	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	34038	1334	372	1620	1650	1899	1106	1038	1565	182	1711	1615	644	1424	1478	751	1104	927	540	1172	551	155	552	1005	1060	1235	596	1507	1606	1604	1550	140	345					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	883	57	28	47	31	14	3	2	23	0	28	40	32	47	40	14	19	14	6	18	45	15	27	19	76	25	15	66	49	58	25	0	0					
6	Число погашенных бюллетеней	20997	739	440	1033	1019	887	631	560	762	8	761	805	424	979	1232	545	727	609	473	830	794	170	540	536	694	740	249	957	865	838	1035	60	55					
7	Число бюллетеней в переносных ящиках для голосования	883	57	28	47	31	14	3	2	23	0	28	40	32	47	40	14	19	14	6	18	45	15	27	19	76	25	15	66	49	58	25	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	34015	1334	372	1620	1648	1896	1106	1038	1565	182	1711	1615	643	1419	1475	751	1104	927	540	1170	551	155	552	1005	1060	1233	596	1506	1605	1603	1549	140	344					
9	Число недействительных бюллетеней	420	23	17	19	16	12	6	2	24	1	20	13	10	15	15	5	14	13	7	14	12	4	7	9	13	13	10	22	19	30	31	0	4					
10	Число действительных бюллетеней	34478	1368	383	1648	1663	1898	1103	1038	1564	181	1719	1642	665	1451	1500	760	1109	928	539	1174	584	166	572	1015	1123	1245	601	1550	1635	1631	1543	140	340					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	770	20	20	30	20	30	20	20	40	0	40	30	20	90	20	20	20	20	20	20	20	20	20	20	50	20	20	20	20	20	20	20	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	388	17	5	19	20	29	14	16	22	0	28	23	9	12	17	11	12	8	6	10	5	0	6	10	27	15	3	4	12	14	12	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	268	5	7	9	11	4	6	3	13	0	17	13	10	7	11	11	21	6	1	6	10	27	2	4	6	2	2	13	10	5	10	0	16					
14	Число погашенных открепительных удостоверений	382	3	15	11	0	1	6	4	18	0	12	7	11	78	3	9	8	12	14	10	15	20	14	10	23	5	17	16	8	6	8	18	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	344	17	5	21	17	16	7	9	6	5	8	8	6	14	10	7	8	4	7	8	9	3	6	14	14	15	13	16	20	21	22	2	6					
