Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Краснинская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628					
1	"Число избирателей, внесенных в списки избирателей"	11443	1649	439	186	321	338	706	81	498	155	2082	1223	527	355	298	295	347	246	304	293	417	62	621					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11220	1600	450	180	300	300	700	80	500	150	2050	1200	500	350	300	300	350	250	300	300	400	60	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7056	1227	141	102	203	158	479	47	314	109	1414	765	183	85	177	208	250	139	194	197	261	45	358					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2149	130	194	70	68	100	102	19	91	20	150	203	187	232	77	41	73	67	80	60	78	13	94					
6	Число погашенных избирательных бюллетеней	2015	243	115	8	29	42	119	14	95	21	486	232	130	33	46	51	27	44	26	43	61	2	148					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2149	130	194	70	68	100	102	19	91	20	150	203	187	232	77	41	73	67	80	60	78	13	94					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7054	1227	141	102	203	158	479	47	314	109	1412	765	183	85	177	208	250	139	194	197	261	45	358					
9	Число недействительных избирательных бюллетеней	69	7	1	1	1	1	9	0	2	2	10	10	1	1	1	2	1	5	2	3	4	0	5					
10	Число действительных избирательных бюллетеней	9134	1350	334	171	270	257	572	66	403	127	1552	958	369	316	253	247	322	201	272	254	335	58	447					
