Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Краснинская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604					
1	"Число избирателей, внесенных в список избирателей"	11652	1726	464	195	341	342	568	130	66	477	173	318	1279	1259	804	572	348	346	224	304	295	320	463	638					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11660	1730	460	190	340	340	560	130	60	480	180	320	1280	1270	810	570	350	350	220	300	300	320	460	640					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5767	1019	130	71	189	129	273	66	34	247	109	161	670	678	429	183	112	204	117	139	166	172	213	256					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1663	76	137	52	49	68	101	23	12	57	22	29	67	130	24	160	151	71	53	70	44	45	112	110					
6	Число погашенных избирательных бюллетеней	4230	635	193	67	102	143	186	41	14	176	49	130	543	462	357	227	87	75	50	91	90	103	135	274					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1663	76	137	52	49	68	101	23	12	57	22	29	67	130	24	160	151	71	53	70	44	45	112	110					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5767	1019	130	71	189	129	273	66	34	247	109	161	670	678	429	183	112	204	117	139	166	172	213	256					
9	Число недействительных избирательных бюллетеней	96	9	2	0	4	3	5	2	1	5	1	4	20	6	4	4	0	0	3	3	3	6	1	10					
10	Число действительных избирательных бюллетеней	7334	1086	265	123	234	194	369	87	45	299	130	186	717	802	449	339	263	275	167	206	207	211	324	356					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	249	20	10	5	10	10	15	2	2	10	5	10	20	20	15	15	10	10	5	10	10	10	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	55	15	0	0	1	1	1	0	0	6	0	3	7	4	8	3	0	1	0	1	2	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	48	8	1	2	1	0	8	2	1	2	0	0	6	3	2	5	0	0	1	0	2	0	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	194	5	10	5	9	9	14	2	2	4	5	7	13	16	7	12	10	9	5	9	8	10	10	13					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	941	174	34	21	25	30	30	5	7	32	14	20	108	111	51	45	24	15	13	36	41	22	35	48					
		12.66%	15.89%	12.73%	17.07%	10.50%	15.23%	8.02%	5.62%	15.22%	10.53%	10.69%	10.53%	14.65%	13.74%	11.26%	13.12%	9.13%	5.45%	7.65%	17.22%	19.52%	10.14%	10.77%	13.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1106	179	51	8	41	14	43	8	2	50	21	23	124	132	76	46	43	26	24	40	25	32	37	61					
		14.89%	16.35%	19.10%	6.50%	17.23%	7.11%	11.50%	8.99%	4.35%	16.45%	16.03%	12.11%	16.82%	16.34%	16.78%	13.41%	16.35%	9.45%	14.12%	19.14%	11.90%	14.75%	11.38%	16.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	6	0	4	5	1	1	2	2	2	0	3	6	7	5	3	1	0	2	1	2	2	2	0					
		0.77%	0.55%	0.00%	3.25%	2.10%	0.51%	0.27%	2.25%	4.35%	0.66%	0.00%	1.58%	0.81%	0.87%	1.10%	0.87%	0.38%	0.00%	1.18%	0.48%	0.95%	0.92%	0.62%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1852	260	69	38	39	44	83	6	12	58	12	56	218	219	126	78	60	17	57	67	62	65	118	88					
		24.93%	23.74%	25.84%	30.89%	16.39%	22.34%	22.19%	6.74%	26.09%	19.08%	9.16%	29.47%	29.58%	27.10%	27.81%	22.74%	22.81%	6.18%	33.53%	32.06%	29.52%	29.95%	36.31%	24.04%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	80	18	0	0	4	6	9	1	0	3	1	5	14	6	2	2	0	0	0	1	1	0	3	4					
		1.08%	1.64%	0.00%	0.00%	1.68%	3.05%	2.41%	1.12%	0.00%	0.99%	0.76%	2.63%	1.90%	0.74%	0.44%	0.58%	0.00%	0.00%	0.00%	0.48%	0.48%	0.00%	0.92%	1.09%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3259	443	111	51	119	97	201	64	21	152	80	79	243	324	188	161	135	217	69	60	76	87	128	153					
		43.86%	40.46%	41.57%	41.46%	50.00%	49.24%	53.74%	71.91%	45.65%	50.00%	61.07%	41.58%	32.97%	40.10%	41.50%	46.94%	51.33%	78.91%	40.59%	28.71%	36.19%	40.09%	39.38%	41.80%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	39	6	0	1	1	2	2	1	1	2	2	0	4	3	1	4	0	0	2	1	0	3	1	2					
		0.52%	0.55%	0.00%	0.81%	0.42%	1.02%	0.53%	1.12%	2.17%	0.66%	1.53%	0.00%	0.54%	0.37%	0.22%	1.17%	0.00%	0.00%	1.18%	0.48%	0.00%	1.38%	0.31%	0.55%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
