Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Елховская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723					
1	"Число избирателей, внесенных в список избирателей"	7587	1186	1228	214	594	83	727	327	534	64	84	762	112	216	382	317	453	304					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7535	1166	1238	210	607	86	745	312	493	62	87	724	113	222	385	317	458	310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3951	608	645	88	301	21	387	179	276	24	34	400	39	68	201	155	378	147					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	572	48	22	42	10	24	61	24	40	23	17	57	33	40	32	52	27	20					
6	Число погашенных избирательных бюллетеней	3012	510	571	80	296	41	297	109	177	15	36	267	41	114	152	110	53	143					
7	Число избирательных бюллетеней в переносных ящиках для голосования	572	48	22	42	10	24	61	24	40	23	17	57	33	40	32	52	27	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3951	608	645	88	301	21	387	179	276	24	34	400	39	68	201	155	378	147					
9	Число недействительных избирательных бюллетеней	108	13	9	4	12	1	4	2	5	1	0	21	1	1	7	8	14	5					
10	Число действительных избирательных бюллетеней	4415	643	658	126	299	44	444	201	311	46	51	436	71	107	226	199	391	162					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	194	20	20	10	20	5	20	10	10	5	5	20	5	5	10	10	10	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	58	5	17	2	6	0	13	1	2	0	1	4	3	1	1	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	34	6	10	4	0	0	5	0	0	0	0	4	0	1	1	1	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	136	15	3	8	14	5	7	9	8	5	4	16	2	4	9	9	9	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	512	69	72	16	29	4	77	23	44	10	9	59	12	15	21	20	15	17					
		11.32%	10.52%	10.79%	12.31%	9.32%	8.89%	17.19%	11.33%	13.92%	21.28%	17.65%	12.91%	16.67%	13.89%	9.01%	9.66%	3.70%	10.18%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	659	119	139	22	40	4	63	22	60	8	5	72	11	7	32	12	13	30					
		14.57%	18.14%	20.84%	16.92%	12.86%	8.89%	14.06%	10.84%	18.99%	17.02%	9.80%	15.75%	15.28%	6.48%	13.73%	5.80%	3.21%	17.96%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	6	8	3	2	0	4	0	1	0	0	7	5	1	1	2	0	0					
		0.88%	0.91%	1.20%	2.31%	0.64%	0.00%	0.89%	0.00%	0.32%	0.00%	0.00%	1.53%	6.94%	0.93%	0.43%	0.97%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	949	189	198	23	76	16	104	43	36	14	18	72	4	26	30	28	30	42					
		20.98%	28.81%	29.69%	17.69%	24.44%	35.56%	23.21%	21.18%	11.39%	29.79%	35.29%	15.75%	5.56%	24.07%	12.88%	13.53%	7.41%	25.15%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	59	11	15	2	2	0	5	3	2	0	0	5	2	4	1	6	0	1					
		1.30%	1.68%	2.25%	1.54%	0.64%	0.00%	1.12%	1.48%	0.63%	0.00%	0.00%	1.09%	2.78%	3.70%	0.43%	2.90%	0.00%	0.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2191	249	225	59	150	20	188	110	168	14	19	221	37	54	141	131	333	72					
		48.44%	37.96%	33.73%	45.38%	48.23%	44.44%	41.96%	54.19%	53.16%	29.79%	37.25%	48.36%	51.39%	50.00%	60.52%	63.29%	82.22%	43.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	5	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.00%	0.15%	0.77%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
