Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Гаврилов-Ямская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392					
1	"Число избирателей, внесенных в список"	23087	2711	1464	2452	1658	230	1530	1219	2901	562	909	399	327	540	1035	686	355	211	876	315	375	235	208	224	234	371	168	303	283	306					
2	Число полученных избирательных бюллетеней	23310	2741	1466	2454	1671	238	1542	1293	2901	563	880	396	351	509	1037	704	359	210	894	318	379	238	222	238	236	385	179	319	285	302					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11773	1470	747	1280	782	161	785	572	1545	286	444	248	130	255	418	310	271	104	428	262	184	163	115	91	109	188	60	85	133	147					
5	"Число избирательных бюллетеней, выданных вне помещения"	1808	35	74	129	74	22	53	40	61	20	46	73	79	88	165	34	9	53	80	8	111	32	59	62	62	58	59	101	43	78					
6	Число погашенных избирательных бюллетеней	9729	1236	645	1045	815	55	704	681	1295	257	390	75	142	166	454	360	79	53	386	48	84	43	48	85	65	139	60	133	109	77					
7	Число избирательных бюллетеней в переносных ящиках	1808	35	74	129	74	22	53	40	61	20	46	73	79	88	165	34	9	53	80	8	111	32	59	62	62	58	59	101	43	78					
8	Число бюллетеней в стационарных ящиках для голосования	11768	1470	747	1277	782	161	785	572	1543	286	444	248	130	255	418	310	271	104	428	262	184	163	115	91	109	188	60	85	133	147					
9	Число недействительных избирательных бюллетеней	147	17	13	15	8	2	5	5	11	6	6	2	2	4	10	6	1	5	6	0	2	6	1	0	3	0	1	3	5	2					
10	Число действительных избирательных бюллетеней	13429	1488	808	1391	848	181	833	607	1593	300	484	319	207	339	573	338	279	152	502	270	293	189	173	153	168	246	118	183	171	223					
