Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Сакмарская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438					
1	"Число избирателей, внесенных в списки"	20638	2053	1731	2370	770	827	143	718	306	1538	311	447	1110	98	376	660	539	525	108	2495	388	1619	536	618	352					
2	"Число бюллетеней, полученных участковыми комиссиями"	19340	1920	1650	2260	730	780	140	690	280	1370	290	410	1030	90	360	630	500	490	100	2330	360	1530	510	580	310					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10740	995	902	1152	373	456	82	293	135	915	212	313	526	79	225	373	247	312	62	1030	252	869	343	377	217					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	711	45	19	18	24	0	0	63	22	21	39	20	81	0	19	61	61	43	8	95	0	27	0	24	21					
6	Число погашенных бюллетеней	7889	880	729	1090	333	324	58	334	123	434	39	77	423	11	116	196	192	135	30	1205	108	634	167	179	72					
7	Число бюллетеней в переносных ящиках для голосования	711	45	19	18	24	0	0	63	22	21	39	20	81	0	19	61	61	43	8	95	0	27	0	24	21					
8	Число бюллетеней в стационарных ящиках для голосования	10730	995	902	1144	373	456	82	293	135	915	212	313	524	79	225	373	247	312	62	1030	252	869	343	377	217					
9	Число недействительных бюллетеней	265	36	10	26	6	20	4	6	4	10	2	9	7	0	11	4	6	10	4	39	1	22	13	14	1					
10	Число действительных бюллетеней	11176	1004	911	1136	391	436	78	350	153	926	249	324	598	79	233	430	302	345	66	1086	251	874	330	387	237					
