Выборы Президента Российской Федерации																																								
Дата голосования: 02.03.2008																																								
																																								
"Наименование Избирательной комиссии:    Чита, Черновская"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
	Число участковых избирательных комиссий	33																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	33																																						
																																								
		Сумма	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №160					
1	"Число избирателей, включенных в списки избирателей"	60879	2283	2575	2458	2502	2804	2758	1867	2157	1386	2418	2287	1954	1997	1938	1834	2327	1966	2613	1197	753	2115	2369	2281	952	1396	1151	1751	1857	588	1216	899	546	1684					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	59200	2250	2500	2400	2500	2700	2700	1850	2200	1200	2400	2200	2000	1950	1900	1700	2350	2000	2550	1200	600	2000	2300	2250	900	1300	1200	1700	1700	600	1200	800	500	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	38284	1491	1654	1631	1670	1699	1700	1186	1419	776	1513	1466	1516	1340	1240	1258	1468	1263	1605	800	333	1285	1313	1363	516	930	735	1028	1282	288	491	580	318	1127					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2565	75	46	37	59	83	30	52	56	123	50	45	29	45	113	46	48	59	67	71	222	65	242	123	48	45	82	183	99	99	58	100	32	33					
6	Число погашенных избирательных бюллетеней	18351	684	800	732	771	918	970	612	725	301	837	689	455	565	547	396	834	678	878	329	45	650	745	764	336	325	383	489	319	213	651	120	150	440					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2565	75	46	37	59	83	30	52	56	123	50	45	29	45	113	46	48	59	67	71	222	65	242	123	48	45	82	183	99	99	58	100	32	33					
8	Число бюллетеней в стационарных ящиках для голосования	38243	1491	1650	1630	1670	1699	1699	1186	1394	776	1513	1460	1516	1340	1238	1258	1468	1262	1605	800	333	1285	1312	1363	516	930	735	1028	1282	288	491	580	318	1127					
9	Число недействительных избирательных бюллетеней	396	22	20	18	16	9	30	14	0	19	12	3	0	11	18	13	4	9	14	6	5	52	17	17	5	5	3	7	23	3	9	0	0	12					
10	Число действительных избирательных бюллетеней	40412	1544	1676	1649	1713	1773	1699	1224	1450	880	1551	1502	1545	1374	1333	1291	1512	1312	1658	865	550	1298	1537	1469	559	970	814	1204	1358	384	540	680	350	1148					
11	Число полученных открепительных  удостоверений	1335	30	60	55	50	75	55	45	35	40	60	50	55	40	70	30	50	25	40	30	10	35	35	70	20	25	30	25	100	15	25	15	10	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1051	30	46	41	47	54	48	40	24	26	45	37	48	33	48	26	50	21	32	16	8	34	26	44	18	22	22	19	77	13	17	10	8	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	821	32	46	29	24	25	26	24	19	56	29	36	24	44	20	24	15	21	33	3	27	49	16	29	13	18	39	13	31	10	9	12	5	20					
14	Число неиспользованных открепительных удостоверений	284	0	14	14	3	21	7	5	11	14	15	13	7	7	22	4	0	4	8	14	2	1	9	26	2	3	8	6	23	2	8	5	2	4					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	52	6	1	3	2	0	4	1	0	0	2	0	2	1	4	1	0	2	2	0	0	1	4	5	0	2	2	3	0	0	1	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
