Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Дагогнинская городская 																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
1	"Число избирателей, внесенных в списки"	17869	1367	1453	1342	1968	2009	1832	2012	1403	1302	1681	1500					
2	"Число бюллетеней, полученных участковыми комиссиями"	16860	1130	1360	1230	1860	1800	1770	1990	1350	1270	1640	1460					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16617	1123	1349	1202	1858	1769	1743	1964	1312	1258	1599	1440					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	243	7	11	28	2	31	27	26	38	12	41	20					
7	Число бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	16617	1123	1349	1202	1858	1769	1743	1964	1312	1258	1599	1440					
9	Число недействительных бюллетеней	142	64	0	71	0	5	0	0	0	0	2	0					
10	Число действительных бюллетеней	16475	1059	1349	1131	1858	1764	1743	1964	1312	1258	1597	1440					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	55	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	2	0	0	0	0	0	0	1	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	53	5	5	5	5	5	5	4	5	4	5	5					
15	Число открепительных удостоверений выданных ТИК	6	0	0	2	0	0	0	0	0	0	4	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	"1. ""ЕДИНЕНИЕ"""	31	5	11	3	2	0	0	0	0	4	3	3					
