Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																			
Дата голосования: 02.12.2007																			
																			
Наименование Избирательной комиссии:    Балаганская																			
																			
Сводная таблица результатов выборов																			
																			
		Сумма	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119					
1	"Число избирателей, внесенных в списки избирателей"	7223	582	161	461	443	118	184	646	87	464	832	1635	1610					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6921	570	152	450	450	120	183	610	86	460	810	1500	1530					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4441	411	115	303	252	69	135	410	69	300	487	932	958					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	301	24	7	36	18	8	0	34	5	12	50	52	55					
6	Число погашенных избирательных бюллетеней	2179	135	30	111	180	43	48	166	12	148	273	516	517					
7	Число избирательных бюллетеней в переносных ящиках для голосования	301	24	7	36	18	8	0	34	5	12	50	52	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4441	411	115	303	252	69	135	410	69	300	487	932	958					
9	Число недействительных избирательных бюллетеней	78	10	1	8	8	0	0	7	0	3	9	20	12					
10	Число действительных избирательных бюллетеней	4664	425	121	331	262	77	135	437	74	309	528	964	1001					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	250	20	10	20	20	10	10	20	10	20	30	40	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	42	3	0	2	2	0	0	1	0	2	2	9	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	30	2	2	1	2	0	6	3	2	1	0	2	9					
14	Число погашенных неиспользованных открепительных удостоверений	208	17	10	18	18	10	10	19	10	18	28	31	19					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	1.Политическая партия «Аграрная партия России»	417	61	12	59	33	3	9	66	2	65	22	25	60					
		8.79%	14.02%	9.84%	17.40%	12.22%	3.90%	6.67%	14.86%	2.70%	20.83%	4.10%	2.54%	5.92%					
19	2.Всероссийская политическая партия «Гражданская Сила»	7	1	0	1	0	0	0	1	0	0	1	1	2					
		0.15%	0.23%	0.00%	0.29%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.19%	0.10%	0.20%					
20	3.Политическая партия «Демократическая партия России»	8	0	0	0	2	0	0	0	0	0	1	4	1					
		0.17%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.41%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	344	27	5	12	28	4	8	23	2	8	32	79	116					
		7.25%	6.21%	4.10%	3.54%	10.37%	5.19%	5.93%	5.18%	2.70%	2.56%	5.96%	8.03%	11.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	1	0	1	0	0	0	0	0	0	5	3	5					
		0.32%	0.23%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.30%	0.49%					
23	6.Политическая партия «Партия социальной справедливости»	6	0	0	1	0	0	0	3	0	0	0	1	1					
		0.13%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.10%	0.10%					
24	7.Политическая партия «Либерально-демократическая партия России»	416	35	2	32	20	10	8	14	9	20	49	86	131					
		8.77%	8.05%	1.64%	9.44%	7.41%	12.99%	5.93%	3.15%	12.16%	6.41%	9.12%	8.74%	12.93%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	294	15	5	16	13	3	4	14	5	6	24	88	101					
		6.20%	3.45%	4.10%	4.72%	4.81%	3.90%	2.96%	3.15%	6.76%	1.92%	4.47%	8.94%	9.97%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	24	3	2	2	0	0	1	3	0	1	1	6	5					
		0.51%	0.69%	1.64%	0.59%	0.00%	0.00%	0.74%	0.68%	0.00%	0.32%	0.19%	0.61%	0.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3116	281	95	206	166	57	105	311	56	206	390	669	574					
		65.71%	64.60%	77.87%	60.77%	61.48%	74.03%	77.78%	70.05%	75.68%	66.03%	72.63%	67.99%	56.66%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	17	1	0	1	0	0	0	2	0	3	3	2	5					
		0.36%	0.23%	0.00%	0.29%	0.00%	0.00%	0.00%	0.45%	0.00%	0.96%	0.56%	0.20%	0.49%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
