Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Богатовская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216					
1	"Число избирателей, внесенных в списки"	12422	662	323	487	1694	1548	2252	430	547	538	574	695	843	507	499	376	142	305					
2	"Число бюллетеней, полученных участковыми комиссиями"	12210	624	331	488	1654	1486	2216	420	564	522	570	683	852	506	492	366	142	294					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5712	280	153	271	751	663	958	209	232	244	233	348	459	245	252	198	68	148					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	622	59	43	77	31	70	32	36	23	20	17	25	84	24	19	17	7	38					
6	Число погашенных бюллетеней	5876	285	135	140	872	753	1226	175	309	258	320	310	309	237	221	151	67	108					
7	Число бюллетеней в переносных ящиках для голосования	622	59	43	77	31	70	32	36	23	20	17	25	84	24	19	17	7	38					
8	Число бюллетеней в стационарных ящиках для голосования	5712	280	153	271	751	663	958	209	232	244	233	348	459	245	252	198	68	148					
9	Число недействительных бюллетеней	130	9	3	8	23	9	29	9	8	6	3	6	0	3	6	3	2	3					
10	Число действительных бюллетеней	6204	330	193	340	759	724	961	236	247	258	247	367	543	266	265	212	73	183					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	8	6	6	19	19	19	6	7	7	7	7	7	8	6	6	6	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	16	3	1	0	1	2	0	0	2	4	1	0	1	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	4	0	0	4	3	0	0	1	0	1	2	1	1	2	3	0	2					
14	Число погашенных открепительных удостоверений	134	5	5	6	18	17	19	6	5	3	6	7	6	8	6	6	6	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	77	6	1	2	14	4	6	2	2	2	5	0	10	5	6	8	1	3					
		1.21%	1.76%	0.51%	0.57%	1.79%	0.54%	0.60%	0.81%	0.78%	0.75%	2.0%	0.0%	1.84%	1.85%	2.21%	3.72%	1.33%	1.61%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	76	2	1	1	7	10	22	2	3	2	4	2	3	10	1	3	0	3					
		1.19%	0.58%	0.51%	0.28%	0.89%	1.36%	2.22%	0.81%	1.17%	0.75%	1.6%	0.53%	0.55%	3.71%	0.36%	1.39%	0.0%	1.61%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	174	4	4	10	26	20	17	8	7	8	7	11	19	9	10	5	1	8					
		2.74%	1.17%	2.04%	2.87%	3.32%	2.72%	1.71%	3.26%	2.74%	3.03%	2.8%	2.94%	3.49%	3.34%	3.69%	2.32%	1.33%	4.30%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	113	5	4	2	12	19	36	3	7	4	3	4	3	2	6	1	0	2					
		1.78%	1.47%	2.04%	0.57%	1.53%	2.59%	3.63%	1.22%	2.74%	1.51%	1.2%	1.07%	0.55%	0.74%	2.21%	0.46%	0.0%	1.07%					
22	"5. ""За Русь Святую"""	39	3	0	2	4	3	10	3	2	0	0	1	1	5	1	2	1	1					
		0.61%	0.88%	0.0%	0.57%	0.51%	0.40%	1.01%	1.22%	0.78%	0.0%	0.0%	0.26%	0.18%	1.85%	0.36%	0.93%	1.33%	0.53%					
23	"6. ""Объединенная Российская партия ""Русь"""	28	0	0	0	4	4	4	1	1	5	0	1	3	1	2	1	1	0					
