Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Нефтегорская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	24155	1223	874	1066	259	124	1081	639	889	1047	929	227	1762	1783	1751	1800	830	682	1203	486	405	919	1259	176	1021	122	79	938	581									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24566	1281	890	1000	260	120	1120	660	925	1080	900	230	1800	1860	1780	1790	840	710	1220	510	410	970	1260	180	1030	120	80	950	590									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15607	829	557	643	150	74	714	403	607	541	714	189	1051	1159	1088	1070	431	566	653	341	194	814	794	139	601	73	43	753	416									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1965	19	157	32	48	16	32	112	52	153	82	20	87	45	60	78	84	89	144	65	104	64	120	29	33	34	31	81	94									
6	Число погашенных избирательных бюллетеней	6994	433	176	325	62	30	374	145	266	386	104	21	662	656	632	642	325	55	423	104	112	92	346	12	396	13	6	116	80									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1965	19	157	32	48	16	32	112	52	153	82	20	87	45	60	78	84	89	144	65	104	64	120	29	33	34	31	81	94									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15584	827	557	643	150	74	714	403	607	541	693	189	1051	1159	1088	1070	431	566	653	341	194	814	794	139	601	73	43	753	416									
9	Число недействительных избирательных бюллетеней	552	23	15	30	0	5	36	15	27	12	22	1	36	48	52	49	19	23	29	8	7	6	24	10	12	3	0	25	15									
10	Число действительных избирательных бюллетеней	16997	823	699	645	198	85	710	500	632	682	753	208	1102	1156	1096	1099	496	632	768	398	291	872	890	158	622	104	74	809	495									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	732	51	16	29	8	6	40	16	46	18	53	5	48	58	40	53	21	26	26	20	17	14	25	9	27	6	0	40	14									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	732	51	16	29	8	6	40	16	46	18	53	5	48	58	40	53	21	26	26	20	17	14	25	9	27	6	0	40	14									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	217	13	4	5	2	2	11	7	14	3	13	1	33	9	16	19	4	0	0	3	11	2	9	4	10	2	0	14	6									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	168	10	1	2	2	0	9	7	3	13	6	0	23	10	9	17	2	9	2	10	1	15	3	4	3	0	0	4	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	176	15	5	6	1	2	11	4	3	6	3	4	18	12	13	9	4	5	12	5	4	3	12	0	5	0	0	8	6									
		1.00%	1.77%	0.70%	0.89%	0.51%	2.22%	1.47%	0.78%	0.46%	0.86%	0.39%	1.91%	1.58%	0.99%	1.13%	0.78%	0.78%	0.76%	1.51%	1.23%	1.34%	0.34%	1.31%	0.00%	0.79%	0.00%	0.00%	0.96%	1.18%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	607	34	16	18	5	4	21	18	23	12	29	3	34	48	42	47	24	8	39	22	7	25	48	7	31	3	0	25	14									
		3.46%	4.02%	2.24%	2.67%	2.53%	4.44%	2.82%	3.50%	3.49%	1.73%	3.74%	1.44%	2.99%	3.99%	3.66%	4.09%	4.66%	1.22%	4.89%	5.42%	2.35%	2.85%	5.25%	4.17%	4.89%	2.80%	0.00%	2.99%	2.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	252	16	4	12	2	2	13	4	13	6	7	3	18	20	19	24	10	12	17	6	2	9	11	2	10	0	0	7	3									
		1.44%	1.89%	0.56%	1.78%	1.01%	2.22%	1.74%	0.78%	1.97%	0.86%	0.90%	1.44%	1.58%	1.66%	1.66%	2.09%	1.94%	1.83%	2.13%	1.48%	0.67%	1.03%	1.20%	1.19%	1.58%	0.00%	0.00%	0.84%	0.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9183	369	465	348	114	49	331	281	298	419	382	147	534	558	521	482	267	460	405	272	174	616	477	110	304	70	58	404	268									
		52.33%	43.62%	65.13%	51.56%	57.58%	54.44%	44.37%	54.56%	45.22%	60.37%	49.29%	70.33%	46.92%	46.35%	45.38%	41.99%	51.84%	70.23%	50.82%	66.99%	58.39%	70.16%	52.19%	65.48%	47.95%	65.42%	78.38%	48.44%	52.55%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	138	10	3	5	1	0	5	4	5	4	8	0	11	6	8	11	3	5	16	1	3	8	8	1	4	0	1	4	3									
		0.79%	1.18%	0.42%	0.74%	0.51%	0.00%	0.67%	0.78%	0.76%	0.58%	1.03%	0.00%	0.97%	0.50%	0.70%	0.96%	0.58%	0.76%	2.01%	0.25%	1.01%	0.91%	0.88%	0.60%	0.63%	0.00%	1.35%	0.48%	0.59%									
24	"6. Политическая партия ""Гражданская Платформа"""	67	2	0	2	0	1	4	0	3	3	4	0	4	5	3	7	4	2	3	2	2	6	3	1	2	0	0	4	0									
		0.38%	0.24%	0.00%	0.30%	0.00%	1.11%	0.54%	0.00%	0.46%	0.43%	0.52%	0.00%	0.35%	0.42%	0.26%	0.61%	0.78%	0.31%	0.38%	0.49%	0.67%	0.68%	0.33%	0.60%	0.32%	0.00%	0.00%	0.48%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2992	169	94	132	41	6	148	100	159	99	150	19	215	233	223	250	71	67	118	45	38	80	105	23	151	19	6	142	89									
		17.05%	19.98%	13.17%	19.56%	20.71%	6.67%	19.84%	19.42%	24.13%	14.27%	19.35%	9.09%	18.89%	19.35%	19.43%	21.78%	13.79%	10.23%	14.81%	11.08%	12.75%	9.11%	11.49%	13.69%	23.82%	17.76%	8.11%	17.03%	17.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	91	9	3	4	2	0	6	1	2	2	7	0	8	9	4	7	5	1	2	1	2	2	3	0	5	0	0	4	2									
		0.52%	1.06%	0.42%	0.59%	1.01%	0.00%	0.80%	0.19%	0.30%	0.29%	0.90%	0.00%	0.70%	0.75%	0.35%	0.61%	0.97%	0.15%	0.25%	0.25%	0.67%	0.23%	0.33%	0.00%	0.79%	0.00%	0.00%	0.48%	0.39%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	162	13	6	6	0	0	5	3	5	2	8	1	13	14	15	12	5	4	8	3	0	10	14	1	6	0	1	1	6									
		0.92%	1.54%	0.84%	0.89%	0.00%	0.00%	0.67%	0.58%	0.76%	0.29%	1.03%	0.48%	1.14%	1.16%	1.31%	1.05%	0.97%	0.61%	1.00%	0.74%	0.00%	1.14%	1.53%	0.60%	0.95%	0.00%	1.35%	0.12%	1.18%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	0	1	0	1	1	0	0	2	2	2	0	4	2	4	0	2	1	0	0	1	3	2	0	2	0	0	1	0									
		0.18%	0.00%	0.14%	0.00%	0.51%	1.11%	0.00%	0.00%	0.30%	0.29%	0.26%	0.00%	0.35%	0.17%	0.35%	0.00%	0.39%	0.15%	0.00%	0.00%	0.34%	0.34%	0.22%	0.00%	0.32%	0.00%	0.00%	0.12%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	138	11	4	3	1	0	5	0	6	1	10	0	9	12	7	11	8	2	9	4	4	3	8	1	2	0	0	7	10									
		0.79%	1.30%	0.56%	0.44%	0.51%	0.00%	0.67%	0.00%	0.91%	0.14%	1.29%	0.00%	0.79%	0.99%	0.61%	0.96%	1.55%	0.31%	1.13%	0.99%	1.34%	0.34%	0.88%	0.60%	0.32%	0.00%	0.00%	0.84%	1.96%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2684	150	87	79	24	17	117	72	89	112	125	30	190	186	204	201	81	58	124	30	47	100	176	11	85	9	7	188	85									
		15.29%	17.73%	12.18%	11.70%	12.12%	18.89%	15.68%	13.98%	13.51%	16.14%	16.13%	14.35%	16.70%	15.45%	17.77%	17.51%	15.73%	8.85%	15.56%	7.39%	15.77%	11.39%	19.26%	6.55%	13.41%	8.41%	9.46%	22.54%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	1	1	1	1	0	8	0	1	4	0	0	3	4	3	3	1	0	1	1	1	0	7	0	3	0	0	0	2									
		0.26%	0.12%	0.14%	0.15%	0.51%	0.00%	1.07%	0.00%	0.15%	0.58%	0.00%	0.00%	0.26%	0.33%	0.26%	0.26%	0.19%	0.00%	0.13%	0.25%	0.34%	0.00%	0.77%	0.00%	0.47%	0.00%	0.00%	0.00%	0.39%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	430	24	10	29	5	3	36	13	23	10	18	1	41	47	30	35	11	7	14	6	6	7	16	1	12	3	1	14	7									
		2.45%	2.84%	1.40%	4.30%	2.53%	3.33%	4.83%	2.52%	3.49%	1.44%	2.32%	0.48%	3.60%	3.90%	2.61%	3.05%	2.14%	1.07%	1.76%	1.48%	2.01%	0.80%	1.75%	0.60%	1.89%	2.80%	1.35%	1.68%	1.37%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
