Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
"Наименование Избирательной комиссии:    Ярославль, Заволжская"																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104					
1	"Число избирателей, внесенных в списки"	92551	822	933	1521	1428	385	467	2576	2872	2935	2673	2696	2856	2880	2713	2705	2688	2843	2461	2795	2945	2930	2728	2853	2673	2848	2868	2784	2113	2799	1287	2696	1022	2622	2153	2163	1999	2382	2691	2250	1625	647	82	142					
2	"Число бюллетеней, полученных участковыми комиссиями"	84255	755	835	1370	1300	325	390	2345	2655	2655	2375	2460	2595	2595	2465	2475	2450	2565	2250	2535	2645	2660	2485	2590	2425	2580	2615	2535	1920	2535	1155	2600	940	2390	1965	1955	1790	2165	2455	2010	1445	700	150	150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	52738	280	340	632	633	209	144	1257	1494	1780	1633	1793	1748	1698	1691	1737	1787	1532	1463	1801	1786	1702	1685	1611	1630	1711	1650	1727	1226	1762	547	1609	279	1377	1237	1245	1099	1178	1556	1234	702	385	39	109					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1549	83	40	49	49	61	0	107	50	42	30	33	47	51	38	33	29	36	27	29	31	35	15	64	15	20	30	25	23	28	26	41	102	49	23	0	17	18	42	46	27	0	30	8					
6	Число погашенных бюллетеней	29968	392	455	689	618	55	246	981	1111	833	712	634	800	846	736	705	634	997	760	705	828	923	785	915	780	849	935	783	671	745	582	950	559	964	705	710	674	969	857	730	716	315	81	33					
7	Число бюллетеней в переносных ящиках для голосования	1549	83	40	49	49	61	0	107	50	42	30	33	47	51	38	33	29	36	27	29	31	35	15	64	15	20	30	25	23	28	26	41	102	49	23	0	17	18	42	46	27	0	30	8					
8	Число бюллетеней в стационарных ящиках для голосования	52642	280	340	632	633	209	144	1257	1490	1780	1633	1793	1745	1698	1686	1734	1784	1526	1463	1801	1786	1700	1682	1611	1630	1711	1617	1727	1226	1762	547	1608	279	1348	1237	1245	1098	1178	1553	1234	702	385	39	109					
9	Число недействительных бюллетеней	1118	5	6	26	20	29	0	19	36	34	104	21	24	21	23	31	20	18	18	18	31	15	16	45	20	25	0	29	14	32	19	26	9	68	43	22	45	44	61	31	30	14	2	4					
10	Число действительных бюллетеней	53073	358	374	655	662	241	144	1345	1504	1788	1559	1805	1768	1728	1701	1736	1793	1544	1472	1812	1786	1720	1681	1630	1625	1706	1647	1723	1235	1758	554	1623	372	1329	1217	1223	1070	1152	1534	1249	699	371	67	113					
