Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Буинская городская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186					
1	"Число избирателей, внесенных в список избирателей"	16089	1130	1079	1257	1020	1036	1144	1126	1109	1026	973	1340	981	858	1002	1008					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16343	1130	1100	1260	1015	1060	1150	1150	1120	1050	995	1346	1012	940	1005	1010					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14899	1049	1020	1150	930	956	1027	1078	1073	969	925	1210	864	789	932	927					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	582	45	21	32	30	42	38	37	3	27	22	77	117	37	42	12					
6	Число погашенных избирательных бюллетеней	862	36	59	78	55	62	85	35	44	54	48	59	31	114	31	71					
7	Число избирательных бюллетеней в переносных ящиках для голосования	582	45	21	32	30	42	38	37	3	27	22	77	117	37	42	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14893	1048	1017	1150	930	956	1027	1078	1073	969	923	1210	864	789	932	927					
9	Число недействительных избирательных бюллетеней	16	6	3	2	3	0	0	0	0	0	1	0	0	0	1	0					
10	Число действительных избирательных бюллетеней	15459	1087	1035	1180	957	998	1065	1115	1076	996	944	1287	981	826	973	939					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	427	22	30	20	20	25	20	30	30	30	20	20	25	80	30	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	240	3	8	9	4	20	9	19	10	12	12	18	20	80	9	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	50	0	1	5	7	4	4	5	4	1	2	7	1	2	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	187	19	22	11	16	5	11	11	20	18	8	2	5	0	21	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	126	7	10	18	45	11	4	5	1	1	2	2	0	5	13	2					
		0.81%	0.64%	0.96%	1.52%	4.69%	1.10%	0.38%	0.45%	0.09%	0.10%	0.21%	0.16%	0.00%	0.61%	1.33%	0.21%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	102	17	6	17	11	5	5	2	2	1	12	1	7	6	8	2					
		0.66%	1.56%	0.58%	1.44%	1.15%	0.50%	0.47%	0.18%	0.19%	0.10%	1.27%	0.08%	0.71%	0.73%	0.82%	0.21%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	0	1	2	3	1	2	0	0	1	1	0	0	0	3	1					
		0.10%	0.00%	0.10%	0.17%	0.31%	0.10%	0.19%	0.00%	0.00%	0.10%	0.11%	0.00%	0.00%	0.00%	0.31%	0.11%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	623	18	34	30	37	72	100	28	50	15	28	48	84	37	22	20					
		4.03%	1.65%	3.28%	2.54%	3.85%	7.21%	9.39%	2.51%	4.65%	1.51%	2.96%	3.73%	8.56%	4.48%	2.26%	2.13%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	30	0	3	3	7	2	4	0	1	1	2	0	0	2	2	3					
		0.19%	0.00%	0.29%	0.25%	0.73%	0.20%	0.38%	0.00%	0.09%	0.10%	0.21%	0.00%	0.00%	0.24%	0.21%	0.32%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14547	1043	979	1108	851	907	948	1080	1022	976	899	1236	890	775	924	909					
		94.00%	95.43%	94.32%	93.74%	88.65%	90.88%	89.01%	96.86%	94.98%	97.99%	95.13%	96.04%	90.72%	93.83%	94.87%	96.81%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	16	2	2	2	3	0	2	0	0	1	0	0	0	1	1	2					
		0.10%	0.18%	0.19%	0.17%	0.31%	0.00%	0.19%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.12%	0.10%	0.21%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
