Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Буинская городская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185					
1	"Число избирателей, внесенных в списки избирателей"	14218	1057	836	902	1080	836	697	1567	1484	1484	1250	1337	913	775					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13697	975	833	869	1025	777	712	1581	1379	1399	1176	1336	886	749					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13063	925	795	837	985	742	647	1511	1369	1375	1022	1274	832	749					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	572	50	33	29	40	35	50	49	10	21	154	50	51	0					
6	Число погашенных избирательных бюллетеней	62	0	5	3	0	0	15	21	0	3	0	12	3	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	572	50	33	29	40	35	50	49	10	21	154	50	51	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13062	925	795	836	985	742	647	1511	1369	1375	1022	1274	832	749					
9	Число недействительных избирательных бюллетеней	29	3	1	0	0	5	2	0	6	8	2	0	0	2					
10	Число действительных избирательных бюллетеней	13605	972	827	865	1025	772	695	1560	1373	1388	1174	1324	883	747					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	495	30	20	20	30	30	20	50	45	45	35	100	40	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	391	7	10	18	30	10	20	36	33	26	33	100	38	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	99	9	7	9	8	7	4	15	12	8	9	5	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	104	23	10	2	0	20	0	14	12	19	2	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	29	1	2	3	1	2	4	0	2	2	2	2	2	6					
		0.21%	0.10%	0.24%	0.35%	0.10%	0.26%	0.57%	0.00%	0.15%	0.14%	0.17%	0.15%	0.23%	0.80%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	0	1	0	0	0	1	0	2	0	0	2	1	8					
		0.11%	0.00%	0.12%	0.00%	0.00%	0.00%	0.14%	0.00%	0.15%	0.00%	0.00%	0.15%	0.11%	1.07%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	1	0	0	1	0	0	2	1	1					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.07%	0.00%	0.00%	0.15%	0.11%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	358	9	21	30	11	15	68	10	12	79	16	41	33	13					
		2.63%	0.92%	2.54%	3.47%	1.07%	1.93%	9.76%	0.64%	0.87%	5.66%	1.36%	3.10%	3.74%	1.74%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	0	1	0	0	2	0	0	0	3	0	3	0	1					
		0.07%	0.00%	0.12%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.21%	0.00%	0.23%	0.00%	0.13%					
23	6.Политическая партия «Партия социальной справедливости»	9	1	0	0	0	2	0	0	0	0	0	2	2	2					
		0.07%	0.10%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.23%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	140	5	3	3	4	36	43	5	6	13	6	5	4	7					
		1.03%	0.51%	0.36%	0.35%	0.39%	4.63%	6.17%	0.32%	0.44%	0.93%	0.51%	0.38%	0.45%	0.93%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	63	2	0	2	3	5	16	9	7	0	5	4	3	7					
		0.46%	0.21%	0.00%	0.23%	0.29%	0.64%	2.30%	0.58%	0.51%	0.00%	0.43%	0.30%	0.34%	0.93%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	15	1	0	2	0	0	1	0	2	0	2	2	2	3					
		0.11%	0.10%	0.00%	0.23%	0.00%	0.00%	0.14%	0.00%	0.15%	0.00%	0.17%	0.15%	0.23%	0.40%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12942	953	799	823	1006	703	561	1536	1340	1289	1141	1259	834	698					
		94.92%	97.74%	96.50%	95.14%	98.15%	90.48%	80.49%	98.46%	97.17%	92.34%	97.02%	95.09%	94.45%	93.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	18	0	0	2	0	6	1	0	1	2	2	2	1	1					
		0.13%	0.00%	0.00%	0.23%	0.00%	0.77%	0.14%	0.00%	0.07%	0.14%	0.17%	0.15%	0.11%	0.13%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
