Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Прибайкальская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508					
1	"Число избирателей, внесенных в списки избирателей"	21235	93	163	842	1137	171	72	616	210	384	179	386	45	55	154	428	181	80	806	122	2297	968	1240	625	35	801	157	169	247	718	1379	627	1499	939	374	349	334	1557	147	649					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20555	100	160	700	1100	160	70	600	190	380	170	360	40	45	150	400	180	80	800	120	2200	900	1200	630	40	800	140	170	250	700	1400	600	1500	900	350	340	340	1500	140	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11759	48	84	461	579	82	40	367	131	284	155	261	30	26	84	264	120	58	418	87	1209	446	863	413	34	566	120	138	128	385	734	304	642	370	181	173	201	774	86	413					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1166	4	43	90	110	63	2	29	12	16	3	23	0	2	6	18	20	0	72	10	45	118	7	43	0	30	2	0	19	48	48	46	49	52	46	22	23	30	3	12					
6	Число погашенных избирательных бюллетеней	7630	48	33	149	411	15	28	204	47	80	12	76	10	17	60	118	40	22	310	23	946	336	330	174	6	204	18	32	103	267	618	250	809	478	123	145	116	696	51	225					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1166	4	43	90	110	63	2	29	12	16	3	23	0	2	6	18	20	0	72	10	45	118	7	43	0	30	2	0	19	48	48	46	49	52	46	22	23	30	3	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11758	48	84	461	579	82	40	367	131	284	155	261	30	26	84	264	120	58	418	87	1208	446	863	413	34	566	120	138	128	385	734	304	642	370	181	173	201	774	86	413					
9	Число недействительных избирательных бюллетеней	297	0	0	6	15	0	1	3	7	5	3	1	1	0	1	8	2	0	0	2	28	10	12	6	0	4	0	2	4	11	41	4	25	16	8	1	4	37	5	24					
10	Число действительных избирательных бюллетеней	12627	52	127	545	674	145	41	393	136	295	155	283	29	28	89	274	138	58	490	95	1225	554	858	450	34	592	122	136	143	422	741	346	666	406	219	194	220	767	84	401					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	749	10	15	40	40	10	7	25	10	20	15	30	3	7	10	20	15	5	15	20	35	30	25	30	3	25	15	5	15	25	50	15	40	30	20	10	5	29	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	224	10	1	8	11	0	0	5	1	5	4	1	0	0	0	2	3	1	4	0	21	15	6	8	1	3	2	0	6	12	36	5	17	6	3	6	4	13	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	194	1	3	64	9	1	2	3	8	2	1	3	1	1	2	1	4	1	3	2	5	12	1	1	2	3	3	3	3	9	5	7	4	5	3	5	1	6	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	525	0	14	32	29	10	7	20	9	15	11	29	3	7	10	18	12	4	11	20	14	15	19	22	2	22	13	5	9	13	14	10	23	24	17	4	1	16	9	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	134	1	0	5	5	1	3	1	1	3	1	2	0	2	0	2	2	1	2	3	20	4	3	7	0	8	2	0	0	0	12	7	3	4	0	1	3	7	3	15					
		1.04%	1.92%	0.00%	0.91%	0.73%	0.69%	7.14%	0.25%	0.70%	1.00%	0.63%	0.70%	0.00%	7.14%	0.00%	0.71%	1.43%	1.72%	0.41%	3.09%	1.60%	0.71%	0.34%	1.54%	0.00%	1.34%	1.64%	0.00%	0.00%	0.00%	1.53%	2.00%	0.43%	0.95%	0.00%	0.51%	1.34%	0.87%	3.37%	3.53%					
19	2.Всероссийская политическая партия «Гражданская Сила»	32	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	3	0	4	3	1	0	0	1	0	0	0	0	4	1	4	0	0	0	1	5	0	0					
		0.25%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.51%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.61%	0.00%	0.32%	0.53%	0.11%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.51%	0.29%	0.58%	0.00%	0.00%	0.00%	0.45%	0.62%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	22	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	1	1	0	0	0	0	2	2	8	0	0					
