Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
Наименование Избирательной комиссии:    Прибайкальская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
1	"Число избирателей, внесенных в список избирателей"	20927	86	161	918	1166	135	69	627	181	380	184	386	39	39	144	431	160	78	822	123	2307	918	1272	647	49	782	130	143	242	720	1300	629	1477	894	351	333	303	1560	139	602					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20802	103	158	770	1155	108	70	620	175	375	180	385	40	45	140	464	170	85	820	125	2220	825	1295	639	35	795	135	170	240	710	1360	620	1520	920	360	330	305	1550	135	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10578	48	106	446	515	73	55	346	104	202	127	247	28	22	101	289	90	60	284	78	1086	397	681	292	35	543	75	95	122	327	672	272	608	325	156	184	193	802	87	405					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1458	5	24	169	130	27	3	44	12	24	13	38	1	0	6	24	25	0	144	9	60	68	11	71	0	38	3	8	17	53	80	67	58	70	39	39	19	41	0	18					
6	Число погашенных избирательных бюллетеней	8766	50	28	155	510	8	12	230	59	149	40	100	11	23	33	151	55	25	392	38	1074	360	603	276	0	214	57	67	101	330	608	281	854	525	165	107	93	707	48	227					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1458	5	24	169	130	27	3	44	12	24	13	38	1	0	6	24	25	0	144	9	60	68	11	71	0	38	3	8	17	53	80	67	58	70	39	39	19	41	0	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10577	48	106	446	515	73	55	346	104	201	127	247	28	22	101	289	90	60	284	78	1086	397	681	292	35	543	75	95	122	327	672	272	608	325	156	184	193	802	87	405					
9	Число недействительных избирательных бюллетеней	197	2	0	6	8	0	2	7	0	1	5	3	0	1	1	4	1	0	5	0	21	6	16	6	0	4	1	4	3	12	14	4	20	11	1	1	6	13	3	5					
10	Число действительных избирательных бюллетеней	11838	51	130	609	637	100	56	383	116	224	135	282	29	21	106	309	114	60	423	87	1125	459	676	357	35	577	77	99	136	368	738	335	646	384	194	222	206	830	84	418					
