Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Каменская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876					
1	"Число избирателей, внесенных в список избирателей"	11156	836	86	454	83	477	856	327	97	83	714	252	107	737	71	84	892	129	363	1287	732	214	293	109	1116	601	156					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9620	650	85	400	85	400	700	300	90	85	650	250	100	650	70	85	750	120	350	1000	650	200	250	100	900	550	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5609	404	66	232	47	236	426	145	36	38	379	123	56	360	42	48	451	64	176	611	374	108	205	67	560	277	78					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	487	23	2	19	4	29	26	33	14	6	19	16	5	37	0	1	55	12	17	79	18	5	18	3	25	15	6					
6	Число погашенных избирательных бюллетеней	3524	223	17	149	34	135	248	122	40	41	252	111	39	253	28	36	244	44	157	310	258	87	27	30	315	258	66					
7	Число избирательных бюллетеней в переносных ящиках для голосования	487	23	2	19	4	29	26	33	14	6	19	16	5	37	0	1	55	12	17	79	18	5	18	3	25	15	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5608	404	66	232	47	236	426	145	36	38	379	123	56	360	42	48	451	64	176	610	374	108	205	67	560	277	78					
9	Число недействительных избирательных бюллетеней	157	9	2	5	2	6	8	7	0	0	11	3	6	13	1	4	9	0	7	24	10	5	2	1	17	3	2					
10	Число действительных избирательных бюллетеней	5938	418	66	246	49	259	444	171	50	44	387	136	55	384	41	45	497	76	186	665	382	108	221	69	568	289	82					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	98	10	3	6	4	5	3	1	1	1	6	2	3	4	1	1	14	1	9	4	3	1	3	1	6	4	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	72	6	3	6	3	3	2	0	0	0	6	1	2	4	1	1	13	0	7	4	2	0	3	0	3	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	96	3	5	5	2	4	5	2	2	2	4	5	4	5	3	1	3	4	5	5	4	3	5	4	5	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	26	4	0	0	1	2	1	1	1	1	0	1	1	0	0	0	1	1	2	0	1	1	0	1	3	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	971	71	9	21	7	34	67	27	7	6	61	21	11	49	14	17	108	23	47	76	66	14	46	5	98	54	12					
		15.93%	16.63%	13.24%	8.37%	13.73%	12.83%	14.82%	15.17%	14.00%	13.64%	15.33%	15.11%	18.03%	12.34%	33.33%	34.69%	21.34%	30.26%	24.35%	11.03%	16.84%	12.39%	20.63%	7.14%	16.75%	18.49%	14.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	768	65	11	34	5	26	46	18	7	14	57	13	1	52	3	5	55	11	17	102	45	10	32	21	77	32	9					
		12.60%	15.22%	16.18%	13.55%	9.80%	9.81%	10.18%	10.11%	14.00%	31.82%	14.32%	9.35%	1.64%	13.10%	7.14%	10.20%	10.87%	14.47%	8.81%	14.80%	11.48%	8.85%	14.35%	30.00%	13.16%	10.96%	10.71%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	1	1	2	1	0	5	1	0	0	1	0	0	4	0	0	1	1	1	3	2	2	3	1	7	0	0					
		0.61%	0.23%	1.47%	0.80%	1.96%	0.00%	1.11%	0.56%	0.00%	0.00%	0.25%	0.00%	0.00%	1.01%	0.00%	0.00%	0.20%	1.32%	0.52%	0.44%	0.51%	1.77%	1.35%	1.43%	1.20%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1268	43	6	74	7	50	86	33	6	13	91	20	9	67	6	5	144	11	37	150	77	21	84	9	136	62	21					
		20.80%	10.07%	8.82%	29.48%	13.73%	18.87%	19.03%	18.54%	12.00%	29.55%	22.86%	14.39%	14.75%	16.88%	14.29%	10.20%	28.46%	14.47%	19.17%	21.77%	19.64%	18.58%	37.67%	12.86%	23.25%	21.23%	25.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	3	2	0	2	5	4	2	1	0	6	0	1	4	0	0	4	0	2	6	2	3	3	0	6	4	0					
		0.98%	0.70%	2.94%	0.00%	3.92%	1.89%	0.88%	1.12%	2.00%	0.00%	1.51%	0.00%	1.64%	1.01%	0.00%	0.00%	0.79%	0.00%	1.04%	0.87%	0.51%	2.65%	1.35%	0.00%	1.03%	1.37%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2817	235	37	115	27	143	234	89	29	10	170	80	33	207	18	18	184	30	82	326	189	57	53	32	242	137	40					
		46.22%	55.04%	54.41%	45.82%	52.94%	53.96%	51.77%	50.00%	58.00%	22.73%	42.71%	57.55%	54.10%	52.14%	42.86%	36.73%	36.36%	39.47%	42.49%	47.31%	48.21%	50.44%	23.77%	45.71%	41.37%	46.92%	47.62%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	17	0	0	0	0	1	2	1	0	1	1	2	0	1	0	0	1	0	0	2	1	1	0	1	2	0	0					
		0.28%	0.00%	0.00%	0.00%	0.00%	0.38%	0.44%	0.56%	0.00%	2.27%	0.25%	1.44%	0.00%	0.25%	0.00%	0.00%	0.20%	0.00%	0.00%	0.29%	0.26%	0.88%	0.00%	1.43%	0.34%	0.00%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
