Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Кировская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573					
1	"Число избирателей, внесенных в список избирателей"	48628	2738	2463	2238	2593	1883	1826	1344	2366	2251	1712	1574	2281	1718	2207	2468	1968	1955	2508	1604	2296	2260	679	2745	951					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43772	2700	2200	2000	2400	1600	1600	1200	1900	1900	1500	1500	2100	1600	2000	2200	1800	1800	2200	1400	2100	2000	672	2500	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20038	905	941	789	956	636	677	403	964	758	654	607	856	954	819	1151	792	770	1000	827	1180	1183	587	1119	510					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2087	144	104	119	88	50	177	54	92	67	53	61	79	46	120	145	58	109	92	80	70	71	31	122	55					
6	Число погашенных избирательных бюллетеней	21647	1651	1155	1092	1356	914	746	743	844	1075	793	832	1165	600	1061	904	950	921	1108	493	850	746	54	1259	335					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2087	144	104	119	88	50	177	54	92	67	53	61	79	46	120	145	58	109	92	80	70	71	31	122	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20030	905	941	789	956	635	677	403	960	758	654	607	856	954	819	1151	792	770	1000	827	1177	1183	587	1119	510					
9	Число недействительных избирательных бюллетеней	442	27	28	25	22	24	16	9	24	17	10	3	29	20	22	24	14	28	35	7	23	6	2	12	15					
10	Число действительных избирательных бюллетеней	21675	1022	1017	883	1022	661	838	448	1028	808	697	665	906	980	917	1272	836	851	1057	900	1224	1248	616	1229	550					
