Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Североморская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450					
1	"Число избирателей, внесенных в списки избирателей"	59661	2251	2004	2642	3004	2655	2424	1722	1956	2017	2749	2200	2337	2757	2640	2645	2195	1010	2325	2126	617	1668	2364	1986	2234	2609	969	835	2168	91	461					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	48450	1850	1650	2050	2500	2150	1850	1400	1500	1600	2350	1700	1900	2200	2200	2100	1750	800	1900	1750	550	1400	1900	1600	1800	2100	750	700	1850	100	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	34248	1450	1389	1844	1753	1319	1580	1023	1282	1175	1536	1191	1275	1603	1374	1424	1063	507	1338	1161	387	992	1373	918	1165	1349	410	594	1445	41	287					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	421	7	7	9	9	16	6	5	4	6	9	18	5	5	12	11	12	4	6	17	0	6	9	6	14	10	6	0	26	32	144					
6	Число погашенных избирательных бюллетеней	13779	393	254	195	738	815	264	372	214	419	805	491	620	592	814	665	675	289	556	572	163	402	518	676	621	741	334	106	379	27	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	423	7	7	11	9	16	6	5	4	6	9	18	5	5	12	11	12	4	6	17	0	6	9	6	14	10	6	0	26	32	144					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34227	1447	1385	1844	1750	1319	1580	1023	1282	1175	1536	1191	1272	1603	1373	1424	1063	507	1338	1161	387	992	1369	918	1165	1349	410	593	1443	41	287					
9	Число недействительных избирательных бюллетеней	396	18	27	43	20	15	23	15	12	8	16	11	9	20	18	25	8	9	7	10	2	12	5	9	11	15	4	7	13	0	4					
10	Число действительных избирательных бюллетеней	34254	1436	1365	1812	1739	1320	1563	1013	1274	1173	1529	1198	1268	1588	1367	1410	1067	502	1337	1168	385	986	1373	915	1168	1344	412	586	1456	73	427					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	930	40	40	40	40	40	40	40	40	30	30	30	30	30	40	30	30	30	40	30	20	30	30	30	30	30	20	30	40	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	376	13	16	10	14	17	15	16	8	19	20	6	11	20	26	9	7	4	18	17	11	13	12	7	16	16	6	11	18	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	757	28	60	92	16	19	96	15	9	18	13	19	13	21	11	8	10	6	15	7	6	20	66	3	11	7	5	9	123	5	26					
14	Число погашенных неиспользованных открепительных удостоверений	554	27	24	30	26	23	25	24	32	11	10	24	19	10	14	21	23	26	22	13	9	17	18	23	14	14	14	19	22	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	465	6	5	44	15	20	13	2	7	10	23	6	18	14	12	6	7	4	9	5	4	20	66	2	3	4	3	0	137	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	673	27	27	30	51	22	26	21	21	27	34	20	27	40	30	41	23	14	10	18	4	12	22	19	25	26	4	12	28	3	9					
		1.94%	1.86%	1.94%	1.62%	2.90%	1.65%	1.64%	2.04%	1.63%	2.29%	2.20%	1.65%	2.11%	2.49%	2.17%	2.86%	2.14%	2.74%	0.74%	1.53%	1.03%	1.20%	1.60%	2.06%	2.12%	1.91%	0.96%	2.02%	1.91%	4.11%	2.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	429	14	18	12	22	19	12	10	19	11	25	10	27	26	24	10	19	4	8	20	2	20	23	11	18	19	5	4	14	1	2					
		1.24%	0.96%	1.29%	0.65%	1.25%	1.42%	0.76%	0.97%	1.48%	0.93%	1.62%	0.83%	2.11%	1.62%	1.73%	0.70%	1.77%	0.78%	0.60%	1.70%	0.52%	2.00%	1.67%	1.19%	1.53%	1.40%	1.20%	0.67%	0.95%	1.37%	0.46%					
20	3.Политическая партия «Демократическая партия России»	52	5	3	2	2	2	3	2	1	2	1	0	1	2	3	1	1	1	0	2	0	0	2	1	2	4	1	0	6	1	1					
		0.15%	0.34%	0.22%	0.11%	0.11%	0.15%	0.19%	0.19%	0.08%	0.17%	0.06%	0.00%	0.08%	0.12%	0.22%	0.07%	0.09%	0.20%	0.00%	0.17%	0.00%	0.00%	0.15%	0.11%	0.17%	0.29%	0.24%	0.00%	0.41%	1.37%	0.23%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3627	123	125	151	228	184	166	129	100	160	208	135	161	162	168	168	162	56	141	181	24	104	115	65	124	111	34	17	79	9	37					
		10.47%	8.46%	8.98%	8.14%	12.96%	13.78%	10.47%	12.55%	7.78%	13.55%	13.46%	11.17%	12.61%	10.07%	12.13%	11.71%	15.07%	10.96%	10.49%	15.37%	6.20%	10.42%	8.35%	7.03%	10.52%	8.17%	8.17%	2.87%	5.38%	12.33%	8.58%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	147	6	4	8	6	5	7	3	7	5	6	4	13	10	7	7	4	3	1	4	0	5	3	3	3	5	4	3	10	0	1					
		0.42%	0.41%	0.29%	0.43%	0.34%	0.37%	0.44%	0.29%	0.54%	0.42%	0.39%	0.33%	1.02%	0.62%	0.51%	0.49%	0.37%	0.59%	0.07%	0.34%	0.00%	0.50%	0.22%	0.32%	0.25%	0.37%	0.96%	0.51%	0.68%	0.00%	0.23%					
23	6.Политическая партия «Партия социальной справедливости»	90	4	5	1	6	1	6	3	3	4	4	2	5	2	3	3	4	0	1	6	0	2	5	1	4	5	2	2	5	0	1					
		0.26%	0.28%	0.36%	0.05%	0.34%	0.07%	0.38%	0.29%	0.23%	0.34%	0.26%	0.17%	0.39%	0.12%	0.22%	0.21%	0.37%	0.00%	0.07%	0.51%	0.00%	0.20%	0.36%	0.11%	0.34%	0.37%	0.48%	0.34%	0.34%	0.00%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	5076	198	260	293	213	157	258	168	174	142	213	176	189	217	188	202	161	70	209	163	70	157	193	150	151	212	65	115	221	7	84					
		14.65%	13.62%	18.68%	15.80%	12.11%	11.76%	16.27%	16.34%	13.53%	12.02%	13.79%	14.56%	14.80%	13.50%	13.57%	14.08%	14.98%	13.70%	15.55%	13.84%	18.09%	15.73%	14.01%	16.23%	12.81%	15.60%	15.63%	19.39%	15.04%	9.59%	19.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3037	70	88	107	180	155	81	108	81	146	134	95	113	161	145	114	103	52	111	95	35	96	156	88	142	154	45	27	130	7	18					
		8.76%	4.81%	6.32%	5.77%	10.23%	11.61%	5.11%	10.51%	6.30%	12.36%	8.67%	7.86%	8.85%	10.01%	10.47%	7.94%	9.58%	10.18%	8.26%	8.06%	9.04%	9.62%	11.32%	9.52%	12.04%	11.33%	10.82%	4.55%	8.85%	9.59%	4.18%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	452	20	11	28	20	17	12	10	17	27	14	9	13	38	31	12	8	4	11	8	6	8	18	18	26	18	10	3	21	3	11					
		1.30%	1.38%	0.79%	1.51%	1.14%	1.27%	0.76%	0.97%	1.32%	2.29%	0.91%	0.74%	1.02%	2.36%	2.24%	0.84%	0.74%	0.78%	0.82%	0.68%	1.55%	0.80%	1.31%	1.95%	2.21%	1.32%	2.40%	0.51%	1.43%	4.11%	2.55%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20248	957	805	1159	960	731	976	537	843	627	869	734	699	914	747	836	573	296	835	659	244	574	824	539	656	777	242	402	932	42	259					
		58.44%	65.82%	57.83%	62.48%	54.58%	54.76%	61.54%	52.24%	65.55%	53.09%	56.25%	60.71%	54.74%	56.84%	53.94%	58.26%	53.30%	57.93%	62.13%	55.94%	63.05%	57.52%	59.80%	58.33%	55.64%	57.17%	58.17%	67.79%	63.44%	57.53%	60.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	423	12	19	21	51	27	16	22	8	22	21	13	20	16	21	16	9	2	10	12	0	8	12	20	17	13	0	1	10	0	4					
