Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Яшкульская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265					
1	"Число избирателей, внесенных в списки избирателей"	9748	720	1316	1228	1572	597	235	551	286	677	579	331	338	340	606	188	184					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10057	751	1344	1282	1633	602	265	555	288	716	605	339	343	340	597	202	195					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7484	457	1026	952	1153	465	218	460	250	412	459	305	256	330	464	123	154					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	381	29	41	53	69	44	17	0	20	33	21	4	27	7	12	4	0					
6	Число погашенных избирательных бюллетеней	2192	265	277	277	411	93	30	95	18	271	125	30	60	3	121	75	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	381	29	41	53	69	44	17	0	20	33	21	4	27	7	12	4	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7484	457	1026	952	1153	465	218	460	250	412	459	305	256	330	464	123	154					
9	Число недействительных избирательных бюллетеней	6	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	7859	486	1067	1005	1219	509	235	460	270	443	480	308	283	337	476	127	154					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	336	20	30	35	40	20	20	15	10	36	20	10	20	10	20	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	317	20	30	35	40	20	20	5	3	36	20	10	20	10	20	15	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	115	3	25	9	21	3	7	7	3	10	1	4	5	7	6	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	19	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	2	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	244	17	6	20	7	10	5	12	0	18	44	0	0	0	94	8	3					
		3.10%	3.50%	0.56%	1.99%	0.57%	1.96%	2.13%	2.61%	0.00%	4.04%	9.17%	0.00%	0.00%	0.00%	19.75%	6.30%	1.95%					
19	2.Всероссийская политическая партия «Гражданская Сила»	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0					
