Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Аргаяшская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №2218	УИК №2219	УИК №2220	УИК №2221					
1	"Число избирателей, внесенных в список избирателей"	33809	1901	1623	1849	2031	619	1039	180	252	592	281	201	174	675	206	713	538	682	509	216	215	1304	457	585	253	2140	726	492	158	126	316	209	638	566	595	360	378	1000	1491	410	653	399	625	798	449	553	260	857	212	953	205	344	150	125	153	168	205					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31110	1700	1500	1600	1800	600	950	180	250	550	250	200	170	600	200	700	500	650	500	200	250	1100	400	500	250	1700	720	500	150	130	300	200	600	550	520	350	350	900	1350	400	600	400	600	800	400	500	250	850	200	900	200	300	150	120	160	160	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19097	949	866	1020	1009	347	545	93	149	314	141	121	128	355	108	370	306	381	302	136	134	917	279	400	194	1583	449	329	128	78	230	111	371	250	360	195	174	465	691	220	287	210	278	463	271	295	154	536	173	427	116	157	105	89	120	104	114					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1237	45	50	100	38	4	27	10	9	23	2	3	2	30	5	23	27	46	19	27	17	14	18	10	17	32	12	9	2	5	19	7	30	49	11	40	9	62	15	32	53	10	22	21	50	13	9	42	4	47	12	18	6	4	8	10	8					
6	Число погашенных избирательных бюллетеней	10776	706	584	480	753	249	378	77	92	213	107	76	40	215	87	307	167	223	179	37	99	169	103	90	39	85	259	162	20	47	51	82	199	251	149	115	167	373	644	148	260	180	300	316	79	192	87	272	23	426	72	125	39	27	32	46	78					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1237	45	50	100	38	4	27	10	9	23	2	3	2	30	5	23	27	46	19	27	17	14	18	10	17	32	12	9	2	5	19	7	30	49	11	40	9	62	15	32	53	10	22	21	50	13	9	42	4	47	12	18	6	4	8	10	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19097	949	866	1020	1009	347	545	93	149	314	141	121	128	355	108	370	306	381	302	136	134	917	279	400	194	1583	449	329	128	78	230	111	371	250	360	195	174	465	691	220	287	210	278	463	271	295	154	536	173	427	116	157	105	89	120	104	114					
9	Число недействительных избирательных бюллетеней	338	19	20	18	17	2	7	6	4	4	4	7	5	10	9	2	10	3	7	3	1	8	4	10	4	15	0	5	2	2	0	2	7	8	5	5	5	7	13	6	7	3	7	9	7	1	4	7	1	3	3	3	2	2	6	2	5					
10	Число действительных избирательных бюллетеней	19996	975	896	1102	1030	349	565	97	154	333	139	117	125	375	104	391	323	424	314	160	150	923	293	400	207	1600	461	333	128	81	249	116	394	291	366	230	178	520	693	246	333	217	293	475	314	307	159	571	176	471	125	172	109	91	122	112	117					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1618	51	60	83	68	33	63	13	25	24	8	15	8	18	7	50	26	46	18	20	43	50	20	24	10	55	25	37	0	10	10	5	33	18	23	14	13	25	50	50	18	18	40	61	32	50	35	65	25	40	3	10	2	30	15	8	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1575	51	60	73	67	30	63	13	25	24	8	15	8	18	7	49	26	45	18	20	43	50	20	24	10	55	25	37	0	10	10	5	33	18	23	11	13	25	49	50	18	18	40	60	30	50	35	65	5	40	3	10	2	30	15	8	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1184	3	9	21	4	5	6	2	0	1	1	1	3	6	0	3	7	6	1	2	5	103	3	125	65	583	10	4	2	1	2	1	13	5	72	4	10	13	9	8	3	2	3	2	3	4	5	18	4	5	1	3	2	3	2	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	43	0	0	10	1	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	2	0	0	0	20	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	4	4	4	6	5	2	1	0	0	1	0	0	1	0	3	2	1	1	0	0	0	1	0	1	1	0	2	0	1	1	0	4	1	0	0	0	4	2	0	2	0	0	12	2	3	0	6	2	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2498	156	126	176	109	66	79	11	23	44	13	10	12	48	2	43	38	54	34	21	14	103	44	35	23	151	38	35	10	9	11	14	55	48	77	39	18	81	115	29	33	26	50	56	29	28	19	76	14	61	12	19	7	10	8	26	10					
		12.28%	15.69%	13.76%	15.71%	10.41%	18.80%	13.81%	10.68%	14.56%	13.06%	9.09%	8.06%	9.23%	12.47%	1.77%	10.94%	11.41%	12.65%	10.59%	12.88%	9.27%	11.06%	14.81%	8.54%	10.90%	9.35%	8.24%	10.36%	7.69%	10.84%	4.42%	11.86%	13.72%	16.05%	20.75%	16.60%	9.84%	15.37%	16.29%	11.51%	9.71%	11.82%	16.67%	11.57%	9.03%	9.09%	11.66%	13.15%	7.91%	12.87%	9.38%	10.86%	6.31%	10.75%	6.25%	22.81%	8.20%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1310	115	89	105	162	33	16	1	2	4	6	1	5	11	2	7	22	25	14	7	8	11	5	5	8	89	12	3	4	8	6	8	65	39	86	36	29	29	36	8	17	6	8	11	6	9	6	67	11	14	6	6	2	7	3	6	3					
		6.44%	11.57%	9.72%	9.38%	15.47%	9.40%	2.80%	0.97%	1.27%	1.19%	4.20%	0.81%	3.85%	2.86%	1.77%	1.78%	6.61%	5.85%	4.36%	4.29%	5.30%	1.18%	1.68%	1.22%	3.79%	5.51%	2.60%	0.89%	3.08%	9.64%	2.41%	6.78%	16.21%	13.04%	23.18%	15.32%	15.85%	5.50%	5.10%	3.17%	5.00%	2.73%	2.67%	2.27%	1.87%	2.92%	3.68%	11.59%	6.21%	2.95%	4.69%	3.43%	1.80%	7.53%	2.34%	5.26%	2.46%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	136	5	4	10	7	5	5	0	2	2	1	2	0	3	0	3	1	5	3	0	0	12	0	1	1	9	3	1	0	2	0	0	5	3	6	0	2	5	4	2	2	2	1	1	1	1	0	3	0	1	2	2	3	1	0	1	1					
		0.67%	0.50%	0.44%	0.89%	0.67%	1.42%	0.87%	0.00%	1.27%	0.59%	0.70%	1.61%	0.00%	0.78%	0.00%	0.76%	0.30%	1.17%	0.93%	0.00%	0.00%	1.29%	0.00%	0.24%	0.47%	0.56%	0.65%	0.30%	0.00%	2.41%	0.00%	0.00%	1.25%	1.00%	1.62%	0.00%	1.09%	0.95%	0.57%	0.79%	0.59%	0.91%	0.33%	0.21%	0.31%	0.32%	0.00%	0.52%	0.00%	0.21%	1.56%	1.14%	2.70%	1.08%	0.00%	0.88%	0.82%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4101	246	202	282	229	73	166	14	50	79	28	19	26	53	21	91	75	90	51	21	6	142	49	52	36	189	74	53	15	28	36	22	79	65	70	30	22	176	219	83	81	48	64	97	54	56	40	99	35	93	45	34	17	14	21	13	28					
		20.17%	24.75%	22.05%	25.18%	21.87%	20.80%	29.02%	13.59%	31.65%	23.44%	19.58%	15.32%	20.00%	13.77%	18.58%	23.16%	22.52%	21.08%	15.89%	12.88%	3.97%	15.25%	16.50%	12.68%	17.06%	11.70%	16.05%	15.68%	11.54%	33.73%	14.46%	18.64%	19.70%	21.74%	18.87%	12.77%	12.02%	33.40%	31.02%	32.94%	23.82%	21.82%	21.33%	20.04%	16.82%	18.18%	24.54%	17.13%	19.77%	19.62%	35.16%	19.43%	15.32%	15.05%	16.41%	11.40%	22.95%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	234	21	8	27	9	5	5	0	3	2	3	1	0	5	0	8	4	6	3	2	1	5	1	2	2	14	6	0	0	0	2	0	7	1	6	6	4	8	16	3	3	1	5	6	2	1	0	5	0	3	2	2	2	3	2	1	0					
		1.15%	2.11%	0.87%	2.41%	0.86%	1.42%	0.87%	0.00%	1.90%	0.59%	2.10%	0.81%	0.00%	1.30%	0.00%	2.04%	1.20%	1.41%	0.93%	1.23%	0.66%	0.54%	0.34%	0.49%	0.95%	0.87%	1.30%	0.00%	0.00%	0.00%	0.80%	0.00%	1.75%	0.33%	1.62%	2.55%	2.19%	1.52%	2.27%	1.19%	0.88%	0.45%	1.67%	1.24%	0.62%	0.32%	0.00%	0.87%	0.00%	0.63%	1.56%	1.14%	1.80%	3.23%	1.56%	0.88%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11641	429	462	497	503	165	291	71	74	201	87	83	82	254	79	238	181	241	209	109	120	648	193	304	135	1145	326	239	99	34	193	72	182	134	120	117	102	221	300	119	197	133	164	304	219	212	93	321	116	297	58	107	78	56	88	65	74					
		57.25%	43.16%	50.44%	44.38%	48.04%	47.01%	50.87%	68.93%	46.84%	59.64%	60.84%	66.94%	63.08%	65.97%	69.91%	60.56%	54.35%	56.44%	65.11%	66.87%	79.47%	69.60%	64.98%	74.15%	63.98%	70.90%	70.72%	70.71%	76.15%	40.96%	77.51%	61.02%	45.39%	44.82%	32.35%	49.79%	55.74%	41.94%	42.49%	47.22%	57.94%	60.45%	54.67%	62.81%	68.22%	68.83%	57.06%	55.54%	65.54%	62.66%	45.31%	61.14%	70.27%	60.22%	68.75%	57.02%	60.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	76	3	5	5	11	2	3	0	0	1	1	1	0	1	0	1	2	3	0	0	1	2	1	1	2	3	2	2	0	0	1	0	1	1	1	2	1	0	3	2	0	1	1	0	3	0	1	0	0	2	0	2	0	0	0	0	1					
		0.37%	0.30%	0.55%	0.45%	1.05%	0.57%	0.52%	0.00%	0.00%	0.30%	0.70%	0.81%	0.00%	0.26%	0.00%	0.25%	0.60%	0.70%	0.00%	0.00%	0.66%	0.21%	0.34%	0.24%	0.95%	0.19%	0.43%	0.59%	0.00%	0.00%	0.40%	0.00%	0.25%	0.33%	0.27%	0.85%	0.55%	0.00%	0.42%	0.79%	0.00%	0.45%	0.33%	0.00%	0.93%	0.00%	0.61%	0.00%	0.00%	0.42%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.82%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
