Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Надеждинская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625					
1	"Число избирателей, внесенных в список"	27689	270	170	229	377	174	1203	1037	1176	1581	961	647	299	645	514	263	180	430	927	1383	1589	1108	1438	1538	1173	1694	186	1509	496	968	972	1064	1167	321					
2	Число полученных избирательных бюллетеней	28500	280	180	260	380	180	1300	1080	1160	1700	1000	680	330	710	650	270	190	480	930	1450	1700	1120	1410	1500	1170	1670	210	1520	530	980	940	1080	1130	330					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16411	230	137	184	310	132	727	513	593	1060	510	405	165	337	291	221	103	285	358	737	991	580	936	918	725	1176	139	888	330	473	589	623	553	192					
5	"Число избирательных бюллетеней, выданных вне помещения"	1817	24	13	23	47	21	74	55	68	57	75	89	55	97	58	7	9	68	118	68	57	54	20	55	21	173	37	44	18	41	45	85	123	18					
6	Число погашенных избирательных бюллетеней	10272	26	30	53	23	27	499	512	499	583	415	186	110	276	301	42	78	127	454	645	652	486	454	527	424	321	34	588	182	466	306	372	454	120					
7	Число избирательных бюллетеней в переносных ящиках	1817	24	13	23	47	21	74	55	68	57	75	89	55	97	58	7	9	68	118	68	57	54	20	55	21	173	37	44	18	41	45	85	123	18					
8	Число бюллетеней в стационарных ящиках для голосования	16405	230	137	184	310	132	727	512	592	1060	510	405	165	337	291	221	103	285	358	737	988	580	936	917	725	1176	139	888	330	473	589	623	553	192					
9	Число недействительных избирательных бюллетеней	268	10	1	1	16	3	18	13	7	15	4	3	0	7	2	7	1	8	15	7	6	4	18	12	13	11	5	12	2	9	12	8	12	6					
10	Число действительных избирательных бюллетеней	17954	244	149	206	341	150	783	554	653	1102	581	491	220	427	347	221	111	345	461	798	1039	630	938	960	733	1338	171	920	346	505	622	700	664	204					
11	Число полученных открепительных  удостоверений	622	5	4	7	7	1	8	10	121	62	12	8	0	15	10	11	6	5	7	28	46	25	27	30	21	38	0	22	5	20	20	14	23	4					
12	Число выданных открепительных удостоверений	523	4	4	7	7	1	8	8	120	60	8	8	0	12	8	8	4	4	4	18	37	15	22	23	15	31	0	16	5	19	15	11	17	4					
