Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Белевская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88					
1	"Число избирателей, внесенных в списки избирателей"	18625	210	458	648	196	182	284	147	400	97	623	131	307	231	184	330	146	201	197	327	545	189	974	794	2172	1793	2148	2215	2496					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14870	200	430	580	180	170	250	130	370	90	570	130	280	200	170	300	140	180	180	300	500	170	750	600	1650	1350	1600	1600	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8046	97	206	214	83	56	96	42	213	24	222	47	106	74	58	124	75	81	58	117	284	48	438	308	1019	844	957	1003	1152					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2314	36	91	141	61	75	50	50	89	50	131	30	81	64	64	79	25	19	50	103	99	70	49	105	76	83	120	279	144					
6	Число погашенных избирательных бюллетеней	4510	67	133	225	36	39	104	38	68	16	217	53	93	62	48	97	40	80	72	80	117	52	263	187	555	423	523	318	504					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2314	36	91	141	61	75	50	50	89	50	131	30	81	64	64	79	25	19	50	103	99	70	49	105	76	83	120	279	144					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8046	97	206	214	83	56	96	42	213	24	222	47	106	74	58	124	75	81	58	117	284	48	438	308	1019	844	957	1003	1152					
9	Число недействительных избирательных бюллетеней	98	1	5	2	1	0	3	0	0	0	5	1	1	0	0	1	0	0	0	0	2	1	4	8	12	8	17	6	20					
10	Число действительных избирательных бюллетеней	10262	132	292	353	143	131	143	92	302	74	348	76	186	138	122	202	100	100	108	220	381	117	483	405	1083	919	1060	1276	1276					
