Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Дмитровский район																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №3147	УИК №3148					
1	"Число избирателей, внесенных в списки избирателей"	55843	2134	2443	2600	2153	2435	2698	2330	2020	2706	2716	2394	2483	2844	2479	2506	2433	2700	2733	2692	2659	2829	2333	426	97					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	45000	2000	2000	2000	2000	2000	2000	2000	1500	2000	2000	2000	2000	2300	2000	2000	2000	2000	2000	2000	2000	2300	2000	800	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26645	1024	974	1151	998	1096	1382	1163	993	1252	1370	1155	1281	1367	1182	1262	1170	1176	1345	1337	1294	1259	1109	208	97					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	903	27	36	26	31	36	29	40	7	29	31	33	37	30	34	35	49	28	29	31	24	45	18	218	0					
6	Число погашенных избирательных бюллетеней	17452	949	990	823	971	868	589	797	500	719	599	812	682	903	784	703	781	796	626	632	682	996	873	374	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	901	26	36	26	31	36	29	40	7	29	31	33	37	30	34	35	49	28	29	30	24	45	18	218	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26357	1000	966	1151	995	1060	1311	1112	993	1251	1364	1153	1276	1367	1180	1241	1164	1175	1345	1328	1293	1256	1074	205	97					
9	Число недействительных избирательных бюллетеней	301	11	7	6	11	9	13	10	14	21	9	6	17	18	19	20	12	18	16	18	13	18	14	0	1					
10	Число действительных избирательных бюллетеней	26957	1015	995	1171	1015	1087	1327	1142	986	1259	1386	1180	1296	1379	1195	1256	1201	1185	1358	1340	1304	1283	1078	423	96					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1310	70	80	50	50	50	60	50	50	80	70	50	50	50	50	60	50	60	70	70	70	70	50	0	0					
