Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Дмитровский район																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №3243					
1	"Число избирателей, внесенных в список избирателей"	53417	2114	2046	2385	2609	2237	2607	2164	2104	2568	2538	2237	2341	2756	2284	2298	2292	2559	2666	2499	2684	2744	2282	403					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51800	1950	1900	2350	2550	2150	2500	2050	2000	2450	2500	2100	2250	2650	2150	2200	2200	2450	2550	2400	2600	2650	2200	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29168	1078	1054	1166	1337	1547	1283	1196	986	1867	1432	1346	1430	1136	961	1158	1305	1399	1452	1734	1449	1398	1288	166					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1878	34	92	94	108	95	76	91	30	105	103	106	109	35	42	52	81	25	101	114	36	51	61	237					
6	Число погашенных избирательных бюллетеней	20754	838	754	1090	1105	508	1141	763	984	478	965	648	711	1479	1147	990	814	1026	997	552	1115	1201	851	597					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1878	34	92	94	108	95	76	91	30	105	103	106	109	35	42	52	81	25	101	114	36	51	61	237					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28810	1078	1054	1166	1337	1452	1283	1196	982	1867	1431	1271	1424	1136	961	1158	1292	1395	1450	1638	1449	1398	1227	165					
9	Число недействительных избирательных бюллетеней	449	21	10	20	31	20	24	21	17	28	33	31	10	13	19	16	15	0	24	37	25	13	21	0					
10	Число действительных избирательных бюллетеней	30239	1091	1136	1240	1414	1527	1335	1266	995	1944	1501	1346	1523	1158	984	1194	1358	1420	1527	1715	1460	1436	1267	402					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1111	55	40	55	50	45	45	40	50	50	75	30	40	50	40	55	45	45	70	60	55	76	40	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	971	47	40	47	43	43	43	34	36	44	71	24	37	46	29	52	41	38	63	54	43	63	33	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	573	30	23	26	33	29	13	27	19	25	14	26	16	21	47	15	33	15	21	22	11	18	18	71					
14	Число погашенных неиспользованных открепительных удостоверений	140	8	0	8	7	2	2	6	14	6	4	6	3	4	11	3	4	7	7	6	12	13	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	2	0	0	5	1	0	1	0	3	2	1	0	0	0	0	5	3	2	2	4	0	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3920	153	138	212	213	181	165	157	142	235	223	163	161	112	158	190	167	195	216	212	142	169	164	52					
		12.77%	13.76%	12.04%	16.83%	14.74%	11.70%	12.14%	12.20%	14.03%	11.92%	14.54%	11.84%	10.50%	9.56%	15.75%	15.70%	12.16%	13.73%	13.93%	12.10%	9.56%	11.66%	12.73%	12.94%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3721	164	129	148	182	188	210	170	170	177	191	164	118	180	153	186	201	162	180	177	112	114	206	39					
		12.13%	14.75%	11.26%	11.75%	12.60%	12.15%	15.45%	13.21%	16.80%	8.98%	12.45%	11.91%	7.70%	15.37%	15.25%	15.37%	14.64%	11.41%	11.61%	10.10%	7.54%	7.87%	15.99%	9.70%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	460	19	17	16	23	10	29	22	16	29	30	26	23	27	17	16	24	19	22	17	10	18	21	9					
		1.50%	1.71%	1.48%	1.27%	1.59%	0.65%	2.13%	1.71%	1.58%	1.47%	1.96%	1.89%	1.50%	2.31%	1.69%	1.32%	1.75%	1.34%	1.42%	0.97%	0.67%	1.24%	1.63%	2.24%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6096	249	233	269	304	262	254	260	203	327	309	324	241	287	201	287	322	309	331	320	293	262	171	78					
		19.86%	22.39%	20.33%	21.35%	21.04%	16.94%	18.69%	20.20%	20.06%	16.58%	20.14%	23.53%	15.72%	24.51%	20.04%	23.72%	23.45%	21.76%	21.34%	18.26%	19.73%	18.08%	13.28%	19.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2241	108	98	107	121	105	123	86	68	148	113	80	54	92	20	89	99	114	114	138	123	110	98	33					
		7.30%	9.71%	8.55%	8.49%	8.37%	6.79%	9.05%	6.68%	6.72%	7.51%	7.37%	5.81%	3.52%	7.86%	1.99%	7.36%	7.21%	8.03%	7.35%	7.88%	8.28%	7.59%	7.61%	8.21%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13567	390	514	482	565	772	539	565	388	1015	622	569	915	447	432	412	534	604	654	841	772	753	592	190					
		44.21%	35.07%	44.85%	38.25%	39.10%	49.90%	39.66%	43.90%	38.34%	51.47%	40.55%	41.32%	59.69%	38.17%	43.07%	34.05%	38.89%	42.54%	42.17%	48.00%	51.99%	51.97%	45.96%	47.26%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	234	8	7	6	6	9	15	6	8	13	13	20	11	13	3	14	11	17	10	10	8	10	15	1					
		0.76%	0.72%	0.61%	0.48%	0.42%	0.58%	1.10%	0.47%	0.79%	0.66%	0.85%	1.45%	0.72%	1.11%	0.30%	1.16%	0.80%	1.20%	0.64%	0.57%	0.54%	0.69%	1.16%	0.25%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
