Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Свердловская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №797	УИК №798					
1	"Число избирателей, внесенных в список"	13374	1297	1089	1300	835	545	294	250	328	297	575	155	248	140	591	363	285	287	216	196	240	259	570	238	316	697	239	1119	405					
2	Число полученных избирательных бюллетеней	13396	1274	1082	1319	826	553	292	245	340	297	586	163	239	138	587	367	287	298	219	201	238	257	572	245	314	696	237	1125	399					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	9456	1063	706	867	560	406	121	195	209	203	497	82	141	71	414	287	228	205	140	146	164	164	465	141	204	444	125	872	336					
5	"Число избирательных бюллетеней, выданных вне помещения"	2450	65	99	88	137	137	170	50	107	67	61	67	98	67	161	75	56	77	71	46	72	92	96	94	77	118	81	62	59					
6	Число погашенных избирательных бюллетеней	1490	146	277	364	129	10	1	0	24	27	28	14	0	0	12	5	3	16	8	9	2	1	11	10	33	134	31	191	4					
7	Число избирательных бюллетеней в переносных ящиках	2450	65	99	88	137	137	170	50	107	67	61	67	98	67	161	75	56	77	71	46	72	92	96	94	77	118	81	62	59					
8	Число бюллетеней в стационарных ящиках для голосования	9456	1063	706	867	560	406	121	195	209	203	497	82	141	71	414	287	228	205	140	146	164	164	465	141	204	444	125	872	336					
9	Число недействительных избирательных бюллетеней	146	4	18	11	17	7	1	3	1	0	7	1	0	0	19	12	11	3	2	0	0	1	2	1	0	14	0	8	3					
10	Число действительных избирательных бюллетеней	11760	1124	787	944	680	536	290	242	315	270	551	148	239	138	556	350	273	279	209	192	236	255	559	234	281	548	206	926	392					
11	Число полученных открепительных  удостоверений	247	20	18	22	13	8	5	5	5	5	8	5	5	4	5	5	5	5	9	14	5	5	7	5	5	8	5	34	7					
12	Число выданных открепительных удостоверений	149	17	13	22	10	2	0	3	0	1	4	5	0	0	4	1	4	2	6	10	0	0	2	2	2	5	0	34	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	142	15	20	3	4	2	4	5	2	6	6	0	6	4	8	10	4	4	2	6	2	2	4	4	3	2	0	12	2					
14	Число неиспользованных открепительных удостоверений	98	3	5	0	3	6	5	2	5	4	4	0	5	4	1	4	1	3	3	4	5	5	5	3	3	3	5	0	7					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	274	31	18	27	25	14	5	3	4	2	8	3	0	1	13	16	8	7	12	5	11	1	17	1	7	11	9	4	11					
