Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																						
Дата голосования: 07.12.2003 0:00:00																																																						
																																																						
Наименование Избирательной комиссии:    Барышская																																																						
																																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																						
																																																						
		Сумма	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в списки"	24464	737	863	1584	1237	1773	811	774	1594	1677	857	341	275	386	262	71	790	275	525	252	248	649	133	465	296	281	134	1372	187	120	603	92	104	417	263	119	418	213	87	179	172	290	843	104	363	107	815	306					
2	"Число бюллетеней, полученных участковыми комиссиями"	23970	700	800	1600	1200	1700	800	750	1600	1700	850	340	270	380	250	70	790	270	500	250	240	640	130	450	290	270	130	1360	180	120	600	90	100	400	260	120	400	200	90	170	170	290	800	100	350	100	800	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12816	381	408	760	607	778	408	334	756	822	495	193	141	219	168	66	443	159	263	145	177	423	95	239	163	122	86	630	127	67	383	64	74	233	151	82	230	134	50	102	129	175	453	53	231	93	351	153					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	940	17	14	42	55	19	6	11	54	27	102	22	24	22	9	0	32	9	18	5	9	33	10	18	7	18	14	15	5	0	5	0	9	55	23	6	41	18	14	20	7	11	31	15	0	0	43	25					
6	Число погашенных бюллетеней	10214	302	378	798	538	903	386	405	790	851	253	125	105	139	73	4	315	102	219	100	54	184	25	193	120	130	30	715	48	53	212	26	17	112	86	32	129	48	26	48	34	104	316	32	119	7	406	122					
7	Число бюллетеней в переносных ящиках для голосования	940	17	14	42	55	19	6	11	54	27	102	22	24	22	9	0	32	9	18	5	9	33	10	18	7	18	14	15	5	0	5	0	9	55	23	6	41	18	14	20	7	11	31	15	0	0	43	25					
8	Число бюллетеней в стационарных ящиках для голосования	12807	381	408	760	607	778	408	334	756	821	495	193	141	219	168	66	443	159	263	145	177	416	95	239	163	121	86	630	127	67	383	64	74	233	151	82	230	134	50	102	129	175	453	53	231	93	351	153					
9	Число недействительных бюллетеней	631	17	22	7	25	37	13	10	55	54	19	11	7	4	8	1	27	20	5	4	15	24	1	12	16	6	0	72	7	4	10	1	1	7	6	3	9	0	1	5	2	7	12	4	27	0	20	13					
10	Число действительных бюллетеней	13116	381	400	795	637	760	401	335	755	794	578	204	158	237	169	65	448	148	276	146	171	425	104	245	154	133	100	573	125	63	378	63	82	281	168	85	262	152	63	117	134	179	472	64	204	93	374	165					
