Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Старицкая																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041					
1	"Число избирателей, внесенных в списки"	19204	2190	2047	1571	1509	474	189	249	136	180	181	703	299	261	146	150	263	824	333	202	424	1008	362	114	130	859	154	216	232	306	224	286	106	299	170	489	1309	174	435					
2	"Число бюллетеней, полученных участковыми комиссиями"	18763	2150	2000	1470	1450	460	192	249	135	169	182	710	280	260	146	150	250	810	300	199	400	1000	350	113	130	860	153	216	231	300	219	280	104	300	169	470	1300	176	430					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10093	1339	1228	899	889	263	92	157	70	105	68	339	159	90	64	60	143	411	103	104	203	485	175	63	62	407	71	123	86	164	92	128	71	141	126	182	651	105	175					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2419	25	25	25	40	57	49	37	27	40	52	111	75	93	40	32	49	135	101	38	87	165	74	23	30	147	41	35	76	51	46	91	14	72	22	103	134	30	127					
6	Число погашенных бюллетеней	6251	786	747	546	521	140	51	55	38	24	62	260	46	77	42	58	58	264	96	57	110	350	101	27	38	306	41	58	69	85	81	61	19	87	21	185	515	41	128					
7	Число бюллетеней в переносных ящиках для голосования	2419	25	25	25	40	57	49	37	27	40	52	111	75	93	40	32	49	135	101	38	87	165	74	23	30	147	41	35	76	51	46	91	14	72	22	103	134	30	127					
8	Число бюллетеней в стационарных ящиках для голосования	10092	1338	1228	899	889	263	92	157	70	105	68	339	159	90	64	60	143	411	103	104	203	485	175	63	62	407	71	123	86	164	92	128	71	141	126	182	651	105	175					
9	Число недействительных бюллетеней	150	15	12	11	19	8	0	5	0	2	2	5	3	1	0	3	0	8	0	0	4	11	4	0	2	3	0	1	1	6	0	0	0	1	0	5	14	3	1					
10	Число действительных бюллетеней	12361	1348	1241	913	910	312	141	189	97	143	118	445	231	182	104	89	192	538	204	142	286	639	245	86	90	551	112	157	161	209	138	219	85	212	148	280	771	132	301					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	399	34	33	32	26	9	6	7	6	6	6	15	7	7	6	6	7	15	7	6	9	15	9	6	6	15	6	6	7	7	7	7	6	7	6	9	15	6	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	144	19	14	6	12	3	1	4	0	1	1	8	2	7	0	0	0	10	5	2	0	5	2	3	0	6	2	3	4	1	2	2	0	2	2	0	7	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	136	11	9	7	3	5	0	1	1	1	3	4	2	0	1	2	7	15	3	2	1	8	0	2	0	3	3	2	7	4	2	6	2	0	2	8	4	2	3					
14	Число погашенных открепительных удостоверений	255	15	19	26	14	6	5	3	6	5	5	7	5	0	6	6	7	5	2	4	9	10	7	3	6	9	4	3	3	6	5	5	6	5	4	9	8	3	4					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	240	23	11	13	17	10	0	8	2	1	2	15	6	4	7	2	5	13	5	3	4	13	5	1	2	16	3	1	8	2	3	1	0	6	0	4	12	2	10					
