Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Троицко-Печорская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579					
1	"Число избирателей, внесенных в список"	13710	81	166	934	325	782	155	413	227	391	68	203	87	589	727	2250	1461	2650	863	122	277	345	104	160	330					
2	Число полученных избирательных бюллетеней	13610	80	160	930	320	780	160	420	220	390	70	210	100	550	700	2150	1450	2690	860	120	290	350	100	160	350					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7404	50	132	523	219	452	113	265	152	232	45	120	45	305	313	1030	676	1523	464	62	169	139	66	87	222					
5	"Число избирательных бюллетеней, выданных вне помещения"	338	1	5	21	0	21	4	8	4	7	3	5	0	7	18	37	31	73	43	8	21	8	0	3	10					
6	Число погашенных избирательных бюллетеней	5868	29	23	386	101	307	43	147	64	151	22	85	55	238	369	1083	743	1094	353	50	100	203	34	70	118					
7	Число избирательных бюллетеней в переносных ящиках	338	1	5	21	0	21	4	8	4	7	3	5	0	7	18	37	31	73	43	8	21	8	0	3	10					
8	Число бюллетеней в стационарных ящиках для голосования	7404	50	132	523	219	452	113	265	152	232	45	120	45	305	313	1030	676	1523	464	62	169	139	66	87	222					
9	Число недействительных избирательных бюллетеней	66	1	1	5	0	2	0	1	0	6	0	0	0	3	6	5	12	15	2	1	3	0	0	0	3					
10	Число действительных избирательных бюллетеней	7676	50	136	539	219	471	117	272	156	233	48	125	45	309	325	1062	695	1581	505	69	187	147	66	90	229					
11	Число полученных открепительных  удостоверений	288	5	5	16	5	10	5	10	10	10	5	10	5	22	25	25	19	25	25	10	10	10	5	5	11					
12	Число выданных открепительных удостоверений	77	0	1	12	0	9	4	1	1	2	0	0	5	5	1	8	2	11	7	1	2	2	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	0	2	0	0	5	0	2	0	1	1	1	2	2	0	10	5	7	2	0	3	0	0	0	3					
14	Число неиспользованных открепительных удостоверений	211	5	4	4	5	1	1	9	9	8	5	10	0	17	24	17	17	14	18	9	8	8	5	3	10					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	204	0	0	13	6	12	1	12	2	4	1	4	0	8	12	31	22	53	9	1	4	0	0	2	7					
		2.63%	0.00%	0.00%	2.39%	2.74%	2.54%	0.85%	4.40%	1.28%	1.67%	2.08%	3.20%	0.00%	2.56%	3.63%	2.91%	3.11%	3.32%	1.78%	1.43%	2.11%	0.00%	0.00%	2.22%	3.02%					
19	. Малышкин Олег Александрович	214	0	1	3	9	6	7	5	10	6	3	1	0	12	13	42	27	44	10	0	6	4	2	2	1					
		2.76%	0.00%	0.73%	0.55%	4.11%	1.27%	5.98%	1.83%	6.41%	2.51%	6.25%	0.80%	0.00%	3.85%	3.93%	3.94%	3.82%	2.76%	1.97%	0.00%	3.16%	2.72%	3.03%	2.22%	0.43%					
20	. Миронов Сергей Михайлович	69	1	1	3	2	2	0	3	1	1	1	1	0	0	2	9	11	16	6	1	2	0	0	0	6					
		0.89%	1.96%	0.73%	0.55%	0.91%	0.42%	0.00%	1.10%	0.64%	0.42%	2.08%	0.80%	0.00%	0.00%	0.60%	0.84%	1.56%	1.00%	1.18%	1.43%	1.05%	0.00%	0.00%	0.00%	2.59%					
21	. Путин Владимир Владимирович	5593	23	106	443	166	339	90	205	127	190	31	98	36	223	212	748	482	1060	418	59	145	117	53	59	163					
		72.24%	45.10%	77.37%	81.43%	75.80%	71.67%	76.92%	75.09%	81.41%	79.50%	64.58%	78.40%	80.00%	71.47%	64.05%	70.10%	68.18%	66.42%	82.45%	84.29%	76.32%	79.59%	80.30%	65.56%	70.26%					
22	. Хакамада Ирина Муцуовна	163	0	7	11	5	10	1	6	2	7	1	1	0	3	6	22	13	33	9	0	5	2	2	2	15					
		2.11%	0.00%	5.11%	2.02%	2.28%	2.11%	0.85%	2.20%	1.28%	2.93%	2.08%	0.80%	0.00%	0.96%	1.81%	2.06%	1.84%	2.07%	1.78%	0.00%	2.63%	1.36%	3.03%	2.22%	6.47%					
23	. Харитонов Николай Михайлович	1193	24	20	57	30	92	16	36	13	22	10	19	9	49	64	161	114	298	44	7	22	19	9	24	34					
		15.41%	47.06%	14.60%	10.48%	13.70%	19.45%	13.68%	13.19%	8.33%	9.21%	20.83%	15.20%	20.00%	15.71%	19.34%	15.09%	16.12%	18.67%	8.68%	10.00%	11.58%	12.93%	13.64%	26.67%	14.66%					
																															
24	Против всех	240	2	1	9	1	10	2	5	1	3	1	1	0	14	16	49	26	77	9	1	3	5	0	1	3					
		3.10%	3.92%	0.73%	1.65%	0.46%	2.11%	1.71%	1.83%	0.64%	1.26%	2.08%	0.80%	0.00%	4.49%	4.83%	4.59%	3.68%	4.82%	1.78%	1.43%	1.58%	3.40%	0.00%	1.11%	1.29%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
