Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Приморско-Ахтарская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035					
1	"Число избирателей, внесенных в списки"	45421	1144	1820	2044	1766	1301	2871	2245	2478	1671	2462	1812	2437	2009	827	1534	1289	247	619	331	1124	417	1840	1747	371	1415	1334	791	210	532	1521	308	1429	190	736	549					
2	"Число бюллетеней, полученных участковыми комиссиями"	44612	1120	1772	1970	1730	1280	2780	2220	2400	1630	2415	1760	2390	1935	810	1485	1265	240	605	325	1155	405	1810	1730	370	1415	1320	765	210	510	1495	310	1500	195	740	550					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22183	484	846	973	806	570	1321	1146	1218	753	1130	782	1224	882	382	833	702	105	308	181	593	232	1000	861	194	763	641	337	51	261	840	154	688	81	454	387					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1284	144	34	51	40	25	30	26	41	43	47	54	33	65	5	18	24	27	24	11	38	0	32	36	17	39	40	87	85	16	31	35	17	69	0	0					
6	Число погашенных бюллетеней	21145	492	892	946	884	685	1429	1048	1141	834	1238	924	1133	988	423	634	539	108	273	133	524	173	778	833	159	613	639	341	74	233	624	121	795	45	286	163					
7	Число бюллетеней в переносных ящиках для голосования	1284	144	34	51	40	25	30	26	41	43	47	54	33	65	5	18	24	27	24	11	38	0	32	36	17	39	40	87	85	16	31	35	17	69	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	22163	484	846	973	806	570	1321	1144	1218	753	1130	782	1224	882	382	833	702	105	308	180	593	232	1000	861	194	763	641	337	51	261	840	154	671	81	454	387					
9	Число недействительных бюллетеней	357	16	19	22	9	9	10	13	16	14	18	22	11	3	8	7	12	1	21	7	15	3	15	16	3	13	12	3	0	4	18	8	3	1	5	0					
10	Число действительных бюллетеней	23090	612	861	1002	837	586	1341	1157	1243	782	1159	814	1246	944	379	844	714	131	311	184	616	229	1017	881	208	789	669	421	136	273	853	181	685	149	449	387					
