Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    район Коптево																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №3055	УИК №3056	УИК №3057					
1	"Число избирателей, внесенных в список"	59676	2714	2351	2479	2577	2705	1975	2608	2327	2828	2260	2480	2428	2613	2236	2671	2573	2630	2374	2207	2622	2311	2645	2003	2326	111	171	451					
2	Число полученных избирательных бюллетеней	54930	2500	2100	2300	2300	2500	1900	2400	2100	2500	2100	2300	2200	2400	2000	2500	2400	2400	2100	2100	2400	2100	2400	1900	2200	130	220	480					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	33175	1509	1391	1411	1551	1454	1139	1346	1323	1547	1175	1354	1303	1402	1087	1368	1378	1502	1320	1256	1447	1287	1472	1210	1267	103	131	442					
5	"Число избирательных бюллетеней, выданных вне помещения"	1239	57	37	50	74	70	51	54	46	33	33	26	48	58	44	81	74	88	37	35	49	42	60	52	40	0	0	0					
6	Число погашенных избирательных бюллетеней	20516	934	672	839	675	976	710	1000	731	920	892	920	849	940	869	1051	948	810	743	809	904	771	868	638	893	27	89	38					
7	Число избирательных бюллетеней в переносных ящиках	1237	57	37	50	74	70	51	54	46	33	33	26	48	58	43	81	74	87	37	35	49	42	60	52	40	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	32881	1491	1376	1409	1551	1384	1088	1346	1321	1507	1165	1354	1303	1402	1071	1350	1378	1498	1314	1221	1447	1287	1465	1210	1267	103	131	442					
9	Число недействительных избирательных бюллетеней	352	14	9	9	15	7	12	15	11	7	17	3	93	16	13	13	9	15	12	10	11	11	8	11	8	0	0	3					
10	Число действительных избирательных бюллетеней	33766	1534	1404	1450	1610	1447	1127	1385	1356	1533	1181	1377	1258	1444	1101	1418	1443	1570	1339	1246	1485	1318	1517	1251	1299	103	131	439					
11	Число полученных открепительных  удостоверений	1300	50	50	50	150	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0					
12	Число выданных открепительных удостоверений	894	46	31	42	66	39	45	29	32	32	23	38	31	38	31	49	42	30	42	35	41	43	32	27	30	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	769	33	45	33	26	18	22	57	19	22	30	31	27	33	24	21	19	33	33	34	27	27	37	15	19	9	19	56					
14	Число неиспользованных открепительных удостоверений	406	4	19	8	84	11	5	21	18	18	27	12	19	12	19	1	8	20	8	15	9	7	18	23	20	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	27	2	2	0	1	1	3	1	0	1	0	0	2	0	0	3	4	3	0	1	0	1	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	2220	118	90	117	107	105	65	73	82	86	53	92	110	90	69	102	82	81	89	98	95	89	104	115	76	1	6	25					
		6.51%	7.62%	6.37%	8.02%	6.58%	7.22%	5.71%	5.21%	6.00%	5.58%	4.42%	6.67%	8.14%	6.16%	6.19%	7.13%	5.65%	5.11%	6.59%	7.80%	6.35%	6.70%	6.82%	9.11%	5.81%	0.97%	4.58%	5.66%					
19	. Малышкин Олег Александрович	431	17	18	14	17	14	12	11	24	15	21	21	24	25	14	18	23	22	14	18	12	18	18	17	16	0	1	7					
		1.26%	1.10%	1.27%	0.96%	1.05%	0.96%	1.05%	0.79%	1.76%	0.97%	1.75%	1.52%	1.78%	1.71%	1.26%	1.26%	1.58%	1.39%	1.04%	1.43%	0.80%	1.35%	1.18%	1.35%	1.22%	0.00%	0.76%	1.58%					
20	. Миронов Сергей Михайлович	166	3	6	6	10	3	3	6	12	6	3	8	5	11	6	10	7	12	10	4	8	9	3	4	10	0	0	1					
