Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Таштыпская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327					
1	"Число избирателей, внесенных в список избирателей"	10373	713	140	173	250	140	2025	2372	180	51	316	566	895	115	108	160	248	135	339	118	77	210	765	121	104	52					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10964	764	152	206	274	163	1984	2377	189	51	354	637	985	118	107	171	268	165	357	134	81	247	860	149	111	60					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	33	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6240	396	83	112	180	96	1157	1177	140	45	234	328	453	77	58	133	199	119	278	78	59	167	460	94	85	32					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	835	89	28	31	11	9	127	122	6	0	20	62	126	12	16	9	34	11	17	25	2	20	45	6	7	0					
6	Число погашенных избирательных бюллетеней	3856	279	41	63	83	45	700	1078	43	6	100	247	406	29	33	29	35	35	62	31	20	60	355	49	19	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	868	89	28	31	11	22	127	122	6	0	20	62	126	12	16	9	34	11	17	25	2	20	45	6	7	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6237	393	83	112	180	96	1157	1177	140	45	234	328	453	77	58	133	199	119	278	78	59	167	460	94	85	32					
9	Число недействительных избирательных бюллетеней	109	6	2	0	6	1	17	29	3	0	2	3	9	6	5	0	5	2	0	0	1	1	7	3	0	1					
10	Число действительных избирательных бюллетеней	6996	476	109	143	185	117	1267	1270	143	45	252	387	570	83	69	142	228	128	295	103	60	186	498	97	92	51					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	420	35	20	14	5	5	34	35	10	5	15	45	50	5	5	10	25	16	5	15	6	15	20	5	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	418	35	20	14	5	3	34	35	10	5	15	45	50	5	5	10	25	16	5	15	6	15	20	5	5	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	136	4	6	1	4	2	29	18	4	2	6	6	4	2	1	7	3	3	1	3	2	5	4	3	2	14					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	2	0	1	1	1	8	7	0	0	1	2	1	1	0	2	1	0	1	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	783	38	11	8	14	5	186	172	22	2	20	43	58	2	10	13	16	8	21	8	4	13	87	13	5	4					
		11.02%	7.88%	9.91%	5.59%	7.33%	4.24%	14.49%	13.24%	15.07%	4.44%	7.87%	11.03%	10.02%	2.25%	13.51%	9.15%	6.87%	6.15%	7.12%	7.77%	6.56%	6.95%	17.23%	13.00%	5.43%	7.69%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	982	55	12	24	15	2	209	248	6	2	22	75	109	5	15	8	25	16	6	5	4	22	57	20	15	5					
		13.82%	11.41%	10.81%	16.78%	7.85%	1.69%	16.28%	19.09%	4.11%	4.44%	8.66%	19.23%	18.83%	5.62%	20.27%	5.63%	10.73%	12.31%	2.03%	4.85%	6.56%	11.76%	11.29%	20.00%	16.30%	9.62%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	121	4	0	0	3	4	25	31	7	3	4	7	8	1	1	1	2	2	2	2	1	1	9	2	0	1					
		1.70%	0.83%	0.00%	0.00%	1.57%	3.39%	1.95%	2.39%	4.79%	6.67%	1.57%	1.79%	1.38%	1.12%	1.35%	0.70%	0.86%	1.54%	0.68%	1.94%	1.64%	0.53%	1.78%	2.00%	0.00%	1.92%					
