Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Салаватская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №2876	УИК №2877	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882					
1	"Число избирателей, внесенных в списки избирателей"	19535	375	134	258	91	201	1149	171	167	269	187	296	645	252	173	767	329	314	441	441	133	444	208	428	195	338	289	175	1715	686	267	1811	177	1383	333	473	661	152	625	578	312	540	234	718					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19600	378	134	251	95	196	1144	169	163	305	203	308	621	246	164	795	329	305	426	405	136	446	236	440	205	356	291	173	1797	680	288	1747	184	1390	337	480	662	152	615	585	298	540	220	705					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18525	369	126	236	84	189	1110	169	163	255	173	256	594	202	164	727	295	299	417	387	133	420	198	415	178	322	272	166	1678	655	248	1718	169	1351	322	453	619	148	549	578	287	535	206	690					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	600	6	8	14	7	7	16	0	0	11	12	40	27	44	0	32	12	6	9	18	0	24	5	13	16	12	5	7	28	18	16	17	8	30	4	16	36	4	38	0	11	5	12	6					
6	Число погашенных избирательных бюллетеней	475	3	0	1	4	0	18	0	0	39	18	12	0	0	0	36	22	0	0	0	3	2	33	12	11	22	14	0	91	7	24	12	7	9	11	11	7	0	28	7	0	0	2	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	600	6	8	14	7	7	16	0	0	11	12	40	27	44	0	32	12	6	9	18	0	24	5	13	16	12	5	7	28	18	16	17	8	30	4	16	36	4	38	0	11	5	12	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18510	369	126	236	84	189	1110	169	163	255	173	256	594	202	164	727	295	299	417	387	133	420	198	415	178	322	272	166	1678	655	248	1718	169	1351	322	453	619	148	549	578	287	535	206	675					
9	Число недействительных избирательных бюллетеней	387	0	0	0	1	0	148	0	0	0	1	7	0	9	1	2	3	0	50	4	0	1	3	0	1	0	2	19	11	2	0	12	2	13	3	2	7	1	0	0	0	34	1	47					
10	Число действительных избирательных бюллетеней	18723	375	134	250	90	196	978	169	163	266	184	289	621	237	163	757	304	305	376	401	133	443	200	428	193	334	275	154	1695	671	264	1723	175	1368	323	467	648	151	587	578	298	506	217	634					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	344	5	3	3	8	3	9	3	3	10	13	8	6	7	3	19	4	3	10	2	2	5	3	6	4	4	12	2	20	8	12	40	3	26	2	5	5	2	6	25	3	0	3	24					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	287	5	0	0	8	0	7	0	0	10	13	8	6	7	0	19	2	3	6	2	2	5	1	4	4	4	12	2	20	8	12	40	0	26	1	2	5	2	6	6	3	0	2	24					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	274	0	2	1	3	0	9	1	3	0	1	1	4	0	1	6	3	1	2	4	1	4	0	3	1	1	3	3	7	3	3	11	1	6	1	1	0	1	1	2	1	162	4	12					
14	Число погашенных неиспользованных открепительных удостоверений	57	0	3	3	0	3	2	3	3	0	0	0	0	0	3	0	2	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	1	3	0	0	0	19	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	139	4	0	0	0	4	2	0	12	5	7	9	10	8	6	6	3	0	0	0	2	5	4	5	3	1	2	1	3	0	2	0	2	4	1	3	0	2	6	0	7	0	3	7					
		0.73%	1.07%	0.00%	0.00%	0.00%	2.04%	0.18%	0.00%	7.36%	1.88%	3.78%	3.04%	1.61%	3.25%	3.66%	0.79%	0.98%	0.00%	0.00%	0.00%	1.50%	1.13%	1.97%	1.17%	1.55%	0.30%	0.72%	0.58%	0.18%	0.00%	0.76%	0.00%	1.13%	0.29%	0.31%	0.64%	0.00%	1.32%	1.02%	0.00%	2.35%	0.00%	1.38%	1.03%					
19	2.Всероссийская политическая партия «Гражданская Сила»	22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	0	0	7	0	1					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.26%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	1.30%	0.00%	0.15%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.61%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.15%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	806	11	1	23	3	12	0	5	2	69	65	22	13	7	7	50	15	0	19	31	5	8	1	17	12	20	15	3	0	49	2	0	21	60	6	21	61	6	25	48	5	45	7	14					
		4.22%	2.93%	0.75%	9.20%	3.30%	6.12%	0.00%	2.96%	1.23%	25.94%	35.14%	7.43%	2.09%	2.85%	4.27%	6.59%	4.89%	0.00%	4.46%	7.65%	3.76%	1.80%	0.49%	3.97%	6.19%	5.99%	5.42%	1.73%	0.00%	7.28%	0.76%	0.00%	11.86%	4.34%	1.84%	4.48%	9.31%	3.95%	4.26%	8.30%	1.68%	8.33%	3.21%	2.06%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	12	0	2					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.70%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	2.22%	0.00%	0.29%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3	0	2					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.56%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.29%					
24	7.Политическая партия «Либерально-демократическая партия России»	154	3	1	0	0	4	0	0	1	5	3	6	0	2	0	5	3	0	5	0	2	3	0	3	9	4	2	2	5	0	1	0	0	19	3	1	0	3	8	0	5	34	2	10					
		0.81%	0.80%	0.75%	0.00%	0.00%	2.04%	0.00%	0.00%	0.61%	1.88%	1.62%	2.03%	0.00%	0.81%	0.00%	0.66%	0.98%	0.00%	1.17%	0.00%	1.50%	0.68%	0.00%	0.70%	4.64%	1.20%	0.72%	1.16%	0.29%	0.00%	0.38%	0.00%	0.00%	1.38%	0.92%	0.21%	0.00%	1.97%	1.36%	0.00%	1.68%	6.30%	0.92%	1.47%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	209	2	2	0	4	0	0	0	2	6	5	11	5	1	2	4	2	18	4	2	0	6	3	4	6	3	6	4	4	0	1	0	0	21	2	0	0	1	6	0	3	53	4	12					
		1.09%	0.53%	1.49%	0.00%	4.40%	0.00%	0.00%	0.00%	1.23%	2.26%	2.70%	3.72%	0.81%	0.41%	1.22%	0.53%	0.65%	5.90%	0.94%	0.49%	0.00%	1.35%	1.48%	0.93%	3.09%	0.90%	2.17%	2.31%	0.23%	0.00%	0.38%	0.00%	0.00%	1.52%	0.61%	0.00%	0.00%	0.66%	1.02%	0.00%	1.01%	9.81%	1.83%	1.76%					
