Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Салаватская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870					
1	"Число избирателей, внесенных в список избирателей"	20005	375	139	281	99	203	1121	170	150	300	206	305	673	276	169	829	354	302	475	436	140	444	219	419	181	310	300	170	1756	715	266	191	1832	2010	313	469	558	709	142	611	306	229	852					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20325	377	142	283	101	206	1117	172	151	302	208	305	667	277	173	831	355	302	488	438	144	466	220	421	182	312	308	172	1750	722	272	194	1835	2010	316	473	560	718	144	613	308	255	1035					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18474	365	125	265	94	200	1040	158	140	256	197	227	624	242	163	687	331	276	423	396	135	402	200	376	160	282	288	163	1654	666	216	180	1797	1939	304	442	520	651	136	545	289	220	700					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	727	5	7	11	4	3	30	9	8	9	2	45	32	28	0	57	16	10	29	31	4	21	10	14	14	15	12	7	34	26	29	5	28	40	3	17	0	45	3	30	12	9	13					
6	Число погашенных избирательных бюллетеней	1124	7	10	7	3	3	47	5	3	37	9	33	11	7	10	87	8	16	36	11	5	43	10	31	8	15	8	2	62	30	27	9	10	31	9	14	40	22	5	38	7	26	322					
7	Число избирательных бюллетеней в переносных ящиках для голосования	727	5	7	11	4	3	30	9	8	9	2	45	32	28	0	57	16	10	29	31	4	21	10	14	14	15	12	7	34	26	29	5	28	40	3	17	0	45	3	30	12	9	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18472	365	125	265	94	200	1040	158	140	256	197	227	624	242	163	687	331	276	423	396	135	402	200	376	160	282	288	163	1654	666	216	180	1795	1939	304	442	520	651	136	545	289	220	700					
9	Число недействительных избирательных бюллетеней	150	1	1	2	0	0	16	9	0	2	1	2	1	2	1	0	2	0	9	0	0	0	1	0	0	3	2	0	11	5	2	1	19	0	3	4	0	0	0	4	46	0	0					
10	Число действительных избирательных бюллетеней	19049	369	131	274	98	203	1054	158	148	263	198	270	655	268	162	744	345	286	443	427	139	423	209	390	174	294	298	170	1677	687	243	184	1804	1979	304	455	520	696	139	571	255	229	713					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	288	2	4	4	4	4	12	6	5	5	4	4	11	2	4	4	0	4	3	5	4	7	2	4	4	4	4	4	11	11	8	5	31	40	7	8	4	7	4	5	8	4	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	288	2	4	4	4	4	12	6	5	5	4	4	11	2	4	4	0	4	3	5	4	7	2	4	4	4	4	4	11	11	8	5	31	40	7	8	4	7	4	5	8	4	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	207	2	0	1	0	1	10	0	2	1	2	1	3	0	1	0	0	1	1	1	0	2	1	6	1	0	2	0	6	0	3	0	8	11	0	0	3	2	0	1	0	4	130					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	377	0	0	1	0	0	1	3	4	2	0	5	0	7	1	45	0	2	13	7	2	2	3	3	2	0	4	0	0	4	1	0	243	1	3	0	2	0	2	4	8	2	0					
		1.96%	0.00%	0.00%	0.36%	0.00%	0.00%	0.09%	1.80%	2.70%	0.75%	0.00%	1.84%	0.00%	2.59%	0.61%	6.05%	0.00%	0.70%	2.88%	1.64%	1.44%	0.47%	1.43%	0.77%	1.15%	0.00%	1.33%	0.00%	0.00%	0.58%	0.41%	0.00%	13.33%	0.05%	0.98%	0.00%	0.38%	0.00%	1.44%	0.70%	2.66%	0.87%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	236	0	0	2	0	0	1	2	2	1	0	5	0	3	2	26	0	2	2	5	0	7	3	3	2	0	3	4	0	3	0	0	134	2	9	2	2	0	1	4	4	0	0					
		1.23%	0.00%	0.00%	0.72%	0.00%	0.00%	0.09%	1.20%	1.35%	0.38%	0.00%	1.84%	0.00%	1.11%	1.23%	3.49%	0.00%	0.70%	0.44%	1.17%	0.00%	1.65%	1.43%	0.77%	1.15%	0.00%	1.00%	2.35%	0.00%	0.43%	0.00%	0.00%	7.35%	0.10%	2.93%	0.44%	0.38%	0.00%	0.72%	0.70%	1.33%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	0	0	1	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	43	1	2	0	0	0	0	1	3	0	0					
		0.30%	0.00%	0.00%	0.36%	0.00%	0.00%	0.09%	0.00%	0.00%	0.38%	0.00%	0.37%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.23%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.36%	0.05%	0.65%	0.00%	0.00%	0.00%	0.00%	0.17%	0.99%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1599	7	11	51	3	0	15	8	1	12	3	9	2	17	4	154	0	4	16	9	5	9	2	23	9	75	4	0	73	58	1	50	311	464	5	17	22	2	6	20	3	5	109					
		8.33%	1.89%	8.33%	18.48%	3.06%	0.00%	1.40%	4.79%	0.68%	4.53%	1.51%	3.31%	0.30%	6.30%	2.45%	20.70%	0.00%	1.40%	3.54%	2.11%	3.60%	2.13%	0.95%	5.90%	5.17%	25.25%	1.33%	0.00%	4.32%	8.38%	0.41%	27.03%	17.06%	23.45%	1.63%	3.70%	4.23%	0.29%	4.32%	3.48%	0.99%	2.18%	15.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	0	0	1	0	0	0	0	0	1	0	3	0	3	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	1	1	0	0	0	0	2	1	0	0					
		0.31%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	1.10%	0.00%	1.11%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.14%	0.05%	0.33%	0.00%	0.00%	0.00%	0.00%	0.35%	0.33%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16681	362	120	217	95	203	1036	145	140	246	195	245	653	238	155	510	345	278	411	405	132	404	200	361	160	219	287	165	1604	622	241	134	1005	1510	284	436	494	694	130	539	235	222	604					
		86.88%	97.84%	90.91%	78.62%	96.94%	100.00%	96.82%	86.83%	94.59%	92.83%	97.99%	90.07%	99.54%	88.15%	95.09%	68.55%	99.42%	97.20%	90.93%	94.85%	94.96%	95.51%	95.24%	92.56%	91.95%	73.74%	95.67%	97.06%	95.02%	89.88%	98.37%	72.43%	55.13%	76.30%	92.51%	94.99%	95.00%	99.71%	93.53%	93.74%	78.07%	96.94%	84.71%					
