Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Железногорская городская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735					
1	"Число избирателей, внесенных в списки"	81438	2215	2571	2401	2396	2242	2164	2209	1840	2275	2072	1863	1903	2046	2292	1648	1814	2151	2033	2235	2037	2039	1933	2847	2848	2794	3063	2471	2826	2224	2355	471	2250	2147	428	549	2635	2517	1845	502	287					
2	"Число бюллетеней, полученных участковыми комиссиями"	79750	2200	2900	2500	2200	2300	2100	2000	1800	2200	2000	1800	1900	2000	2200	1650	1800	2100	2000	2200	2000	2000	1900	2700	2700	2700	2900	2400	2700	2100	2300	450	2200	2100	400	550	2700	2500	1800	500	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	39835	892	1270	1159	1272	1257	1195	1472	1039	1282	929	1077	1025	949	1038	742	723	969	949	1139	893	880	953	1474	1505	1370	1411	1191	1380	1088	1108	180	876	919	197	228	1415	1345	695	241	108					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	917	16	16	19	32	41	31	44	30	23	32	31	23	14	169	14	20	26	7	11	14	22	18	18	22	17	28	10	13	9	3	5	24	27	5	16	13	13	9	22	10					
6	Число погашенных бюллетеней	38998	1292	1614	1322	896	1002	874	484	731	895	1039	692	852	1037	993	894	1057	1105	1044	1050	1093	1098	929	1208	1173	1313	1461	1199	1307	1003	1189	265	1300	1154	198	306	1272	1142	1096	237	182					
7	Число бюллетеней в переносных ящиках для голосования	917	16	16	19	32	41	31	44	30	23	32	31	23	14	169	14	20	26	7	11	14	22	18	18	22	17	28	10	13	9	3	5	24	27	5	16	13	13	9	22	10					
8	Число бюллетеней в стационарных ящиках для голосования	39783	892	1245	1159	1272	1256	1194	1470	1037	1282	926	1077	1025	949	1035	740	723	969	948	1139	892	880	950	1474	1505	1368	1409	1188	1380	1087	1108	180	876	918	197	228	1416	1345	695	241	108					
9	Число недействительных бюллетеней	383	14	18	12	6	8	2	13	6	4	6	10	16	8	11	10	11	16	7	6	12	9	3	12	9	9	5	6	5	9	8	3	27	12	4	14	22	17	8	5	0					
10	Число действительных бюллетеней	40317	894	1243	1166	1298	1289	1223	1501	1061	1301	952	1098	1032	955	1193	744	732	979	948	1144	894	893	965	1480	1518	1376	1432	1192	1388	1087	1103	182	873	933	198	230	1407	1341	696	258	118					
