Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Могойтуйская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56					
1	"Число избирателей, внесенных в списки"	16566	1234	1579	2303	788	461	218	683	141	919	1129	885	371	723	720	668	692	619	752	400	836	105	340					
2	"Число бюллетеней, полученных участковыми комиссиями"	16361	1120	1540	2160	760	490	230	670	140	970	1100	931	370	700	690	680	720	640	750	400	830	120	350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9613	539	794	1146	478	328	54	430	109	557	694	473	260	493	350	391	542	381	461	366	468	60	239					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2234	51	57	117	127	83	127	190	16	159	208	173	56	66	173	50	96	168	112	0	110	25	70					
6	Число погашенных бюллетеней	4514	530	689	897	155	79	49	50	15	254	198	285	54	141	167	239	82	91	177	34	252	35	41					
7	Число бюллетеней в переносных ящиках для голосования	2234	51	57	117	127	83	127	190	16	159	208	173	56	66	173	50	96	168	112	0	110	25	70					
8	Число бюллетеней в стационарных ящиках для голосования	9610	538	794	1146	478	328	54	430	109	557	694	473	260	493	350	389	542	381	461	366	468	60	239					
9	Число недействительных бюллетеней	178	5	5	5	4	2	3	5	0	10	15	31	12	15	4	11	19	8	12	7	1	1	3					
10	Число действительных бюллетеней	11666	584	846	1258	601	409	178	615	125	706	887	615	304	544	519	428	619	541	561	359	577	84	306					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	197	19	20	20	5	13	2	5	3	17	20	10	5	5	8	10	5	10	5	5	5	2	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	129	5	16	17	0	11	0	3	0	17	7	10	2	4	6	5	5	10	3	5	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	0	6	8	2	1	0	0	0	7	6	2	4	2	2	3	2	4	2	1	2	1	1					
14	Число погашенных открепительных удостоверений	68	14	4	3	5	2	2	2	3	0	13	0	3	1	2	5	0	0	2	0	2	2	3					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	277	8	16	15	24	15	4	12	0	13	14	25	10	12	5	13	24	11	15	17	11	3	10					
		2.33%	1.35%	1.88%	1.18%	3.96%	3.64%	2.20%	1.93%	0.0%	1.81%	1.55%	3.86%	3.16%	2.14%	0.95%	2.96%	3.76%	2.00%	2.61%	4.64%	1.90%	3.52%	3.23%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	103	3	8	23	3	2	4	1	0	8	7	8	1	2	1	6	6	6	2	6	4	1	1					
		0.86%	0.50%	0.94%	1.82%	0.49%	0.48%	2.20%	0.16%	0.0%	1.11%	0.77%	1.23%	0.31%	0.35%	0.19%	1.36%	0.94%	1.09%	0.34%	1.63%	0.69%	1.17%	0.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	285	19	42	41	4	2	8	5	0	13	5	15	3	25	9	24	14	12	17	6	11	2	8					
		2.40%	3.22%	4.93%	3.24%	0.66%	0.48%	4.41%	0.80%	0.0%	1.81%	0.55%	2.32%	0.94%	4.47%	1.72%	5.46%	2.19%	2.18%	2.96%	1.63%	1.90%	2.35%	2.58%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	783	27	34	112	69	48	12	38	6	32	29	65	25	38	8	19	15	69	67	19	36	5	10					
		6.61%	4.58%	3.99%	8.86%	11.40%	11.67%	6.62%	6.12%	4.8%	4.46%	3.21%	10.06%	7.91%	6.79%	1.52%	4.32%	2.35%	12.56%	11.69%	5.19%	6.22%	5.88%	3.23%					
22	"5. ""За Русь Святую"""	18	2	0	0	0	0	0	0	0	0	1	1	0	1	2	3	1	1	2	0	3	0	1					
		0.15%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.15%	0.0%	0.17%	0.38%	0.68%	0.15%	0.18%	0.34%	0.0%	0.51%	0.0%	0.32%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	0	1	2	0	0	0	1	0	2	0	0	0	0	2	2	0	1	2	2	1	1	0					
		0.14%	0.0%	0.11%	0.15%	0.0%	0.0%	0.0%	0.16%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.38%	0.45%	0.0%	0.18%	0.34%	0.54%	0.17%	1.17%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	54	5	1	12	0	0	0	4	0	2	4	2	1	2	1	4	1	7	3	3	1	1	0					
