Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Крутихинская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991					
1	"Число избирателей, внесенных в списки"	9953	103	352	606	288	936	1311	605	162	115	1634	1512	582	115	75	61	348	983	165					
2	"Число бюллетеней, полученных участковыми комиссиями"	10012	110	360	600	310	900	1310	620	170	120	1622	1510	505	170	80	70	375	1000	180					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5374	80	231	306	177	529	524	318	82	85	847	747	347	109	64	43	229	502	154					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	458	6	14	13	30	63	46	42	11	0	77	48	43	6	0	3	7	49	0					
6	Число погашенных бюллетеней	4180	24	115	281	103	308	740	260	77	35	698	715	115	55	16	24	139	449	26					
7	Число бюллетеней в переносных ящиках для голосования	458	6	14	13	30	63	46	42	11	0	77	48	43	6	0	3	7	49	0					
8	Число бюллетеней в стационарных ящиках для голосования	5374	80	231	306	177	529	524	318	82	85	847	747	347	109	64	43	229	502	154					
9	Число недействительных бюллетеней	68	0	4	7	1	6	6	2	2	3	11	5	5	3	0	1	4	6	2					
10	Число действительных бюллетеней	5764	86	241	312	206	586	564	358	91	82	913	790	385	112	64	45	232	545	152					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	2	10	5	5	10	10	5	2	2	7	8	5	3	2	2	7	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	7	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	8	0	0	0	1	0	0	0	0	0	3	1	1	2	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	93	2	10	5	5	10	10	5	2	2	1	7	5	3	2	2	7	10	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	79	2	4	3	2	4	5	7	2	1	10	13	5	4	6	5	0	3	3					
		1.35%	2.32%	1.63%	0.94%	0.96%	0.67%	0.87%	1.94%	2.15%	1.17%	1.08%	1.63%	1.28%	3.47%	9.37%	10.86%	0.0%	0.54%	1.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	159	0	6	9	30	10	13	13	3	1	28	32	3	1	0	0	0	5	5					
